Ethereum Historical Data - Investing.com(1)
Date;Price
Jan 19, 2019;123.02
Jan 18, 2019;119.34
Jan 17, 2019;122.03
Jan 16, 2019;121.72
Jan 15, 2019;119.62
Jan 14, 2019;127.53
Jan 13, 2019;114.64
Jan 12, 2019;123.75
Jan 11, 2019;125.15
Jan 10, 2019;125.63
Jan 09, 2019;148.79
Jan 08, 2019;148.41
Jan 07, 2019;149.96
Jan 06, 2019;154.96
Jan 05, 2019;153.49
Jan 04, 2019;152.86
Jan 03, 2019;146.94
Jan 02, 2019;152.95
Jan 01, 2019;139.61
Dec 31, 2018;131.90
Dec 30, 2018;138.45
Dec 29, 2018;133.67
Dec 28, 2018;136.61
Dec 27, 2018;114.56
Dec 26, 2018;130.06
Dec 25, 2018;128.39
Dec 24, 2018;139.23
Dec 23, 2018;129.60
Dec 22, 2018;115.84
Dec 21, 2018;108.18
Dec 20, 2018;114.61
Dec 19, 2018;99.37
Dec 18, 2018;100.66
Dec 17, 2018;94.37
Dec 16, 2018;84.72
Dec 15, 2018;83.90
Dec 14, 2018;83.81
Dec 13, 2018;86.31
Dec 12, 2018;89.62
Dec 11, 2018;88.32
Dec 10, 2018;90.17
Dec 09, 2018;93.62
Dec 08, 2018;90.57
Dec 07, 2018;93.27
Dec 06, 2018;90.86
Dec 05, 2018;102.33
Dec 04, 2018;110.09
Dec 03, 2018;108.66
Dec 02, 2018;116.41
Dec 01, 2018;118.23
Nov 30, 2018;113.77
Nov 29, 2018;117.85
Nov 28, 2018;122.74
Nov 27, 2018;111.18
Nov 26, 2018;110.08
Nov 25, 2018;118.04
Nov 24, 2018;114.43
Nov 23, 2018;124.64
Nov 22, 2018;126.12
Nov 21, 2018;137.72
Nov 20, 2018;132.92
Nov 19, 2018;150.12
Nov 18, 2018;178.65
Nov 17, 2018;176.53
Nov 16, 2018;177.01
Nov 15, 2018;184.10
Nov 14, 2018;187.46
Nov 13, 2018;210.44
Nov 12, 2018;212.79
Nov 11, 2018;213.18
Nov 10, 2018;213.21
Nov 09, 2018;211.39
Nov 08, 2018;212.87
Nov 07, 2018;218.80
Nov 06, 2018;220.22
Nov 05, 2018;210.67
Nov 04, 2018;211.86
Nov 03, 2018;200.23
Nov 02, 2018;202.66
Nov 01, 2018;198.17
Oct 31, 2018;198.59
Oct 30, 2018;197.39
Oct 29, 2018;197.05
Oct 28, 2018;204.99
Oct 27, 2018;204.36
Oct 26, 2018;204.58
Oct 25, 2018;204.11
Oct 24, 2018;205.12
Oct 23, 2018;205.68
Oct 22, 2018;206.77
Oct 21, 2018;207.37
Oct 20, 2018;208.04
Oct 19, 2018;204.97
Oct 18, 2018;206.58
Oct 17, 2018;213.46
Oct 16, 2018;215.06
Oct 15, 2018;214.26
Oct 14, 2018;197.08
Oct 13, 2018;201.22
Oct 12, 2018;196.70
Oct 11, 2018;190.89
Oct 10, 2018;226.30
Oct 09, 2018;228.25
Oct 08, 2018;229.84
Oct 07, 2018;226.11
Oct 06, 2018;225.18
Oct 05, 2018;228.34
Oct 04, 2018;222.57
Oct 03, 2018;220.51
Oct 02, 2018;225.84
Oct 01, 2018;231.77
Sep 30, 2018;232.80
Sep 29, 2018;231.87
Sep 28, 2018;221.77
Sep 27, 2018;229.15
Sep 26, 2018;214.35
Sep 25, 2018;219.04
Sep 24, 2018;228.01
Sep 23, 2018;244.67
Sep 22, 2018;240.82
Sep 21, 2018;247.92
Sep 20, 2018;224.42
Sep 19, 2018;209.74
Sep 18, 2018;209.03
Sep 17, 2018;196.24
Sep 16, 2018;220.20
Sep 15, 2018;221.94
Sep 14, 2018;209.98
Sep 13, 2018;211.00
Sep 12, 2018;182.98
Sep 11, 2018;185.07
Sep 10, 2018;197.04
Sep 09, 2018;195.80
Sep 08, 2018;196.79
Sep 07, 2018;215.60
Sep 06, 2018;229.60
Sep 05, 2018;228.77
Sep 04, 2018;285.17
Sep 03, 2018;288.92
Sep 02, 2018;295.05
Sep 01, 2018;295.31
Aug 31, 2018;281.94
Aug 30, 2018;283.97
Aug 29, 2018;288.42
Aug 28, 2018;295.62
Aug 27, 2018;286.57
Aug 26, 2018;274.46
Aug 25, 2018;277.61
Aug 24, 2018;281.29
Aug 23, 2018;276.12
Aug 22, 2018;269.84
Aug 21, 2018;280.90
Aug 20, 2018;271.08
Aug 19, 2018;299.33
Aug 18, 2018;293.89
Aug 17, 2018;316.90
Aug 16, 2018;286.76
Aug 15, 2018;281.12
Aug 14, 2018;278.19
Aug 13, 2018;284.01
Aug 12, 2018;318.18
Aug 11, 2018;317.59
Aug 10, 2018;331.81
Aug 09, 2018;363.34
Aug 08, 2018;355.44
Aug 07, 2018;378.25
Aug 06, 2018;405.40
Aug 05, 2018;408.85
Aug 04, 2018;407.09
Aug 03, 2018;417.58
Aug 02, 2018;411.00
Aug 01, 2018;420.30
Jul 31, 2018;431.50
Jul 30, 2018;456.64
Jul 29, 2018;466.41
Jul 28, 2018;468.78
Jul 27, 2018;470.23
Jul 26, 2018;462.75
Jul 25, 2018;472.03
Jul 24, 2018;479.88
Jul 23, 2018;450.56
Jul 22, 2018;459.02
Jul 21, 2018;461.52
Jul 20, 2018;449.38
Jul 19, 2018;469.47
Jul 18, 2018;480.00
Jul 17, 2018;499.87
Jul 16, 2018;479.79
Jul 15, 2018;450.81
Jul 14, 2018;434.09
Jul 13, 2018;432.85
Jul 12, 2018;430.84
Jul 11, 2018;445.99
Jul 10, 2018;432.67
Jul 09, 2018;471.52
Jul 08, 2018;486.45
Jul 07, 2018;485.40
Jul 06, 2018;469.90
Jul 05, 2018;468.47
Jul 04, 2018;467.52
Jul 03, 2018;461.89
Jul 02, 2018;475.70
Jul 01, 2018;452.57
Jun 30, 2018;452.67
Jun 29, 2018;435.37
Jun 28, 2018;421.27
Jun 27, 2018;442.16
Jun 26, 2018;430.33
Jun 25, 2018;458.76
Jun 24, 2018;454.81
Jun 23, 2018;474.14
Jun 22, 2018;462.57
Jun 21, 2018;526.01
Jun 20, 2018;536.31
Jun 19, 2018;538.22
Jun 18, 2018;517.91
Jun 17, 2018;496.43
Jun 16, 2018;496.93
Jun 15, 2018;487.88
Jun 14, 2018;519.49
Jun 13, 2018;476.17
Jun 12, 2018;494.48
Jun 11, 2018;531.42
Jun 10, 2018;524.64
Jun 09, 2018;593.80
Jun 08, 2018;599.67
Jun 07, 2018;604.71
Jun 06, 2018;606.39
Jun 05, 2018;608.83
Jun 04, 2018;591.44
Jun 03, 2018;619.08
Jun 02, 2018;591.30
Jun 01, 2018;579.30
May 31, 2018;577.87
May 30, 2018;557.98
May 29, 2018;566.81
May 28, 2018;512.29
May 27, 2018;570.69
May 26, 2018;586.76
May 25, 2018;585.39
May 24, 2018;602.43
May 23, 2018;577.55
May 22, 2018;642.17
May 21, 2018;696.85
May 20, 2018;716.02
May 19, 2018;696.76
May 18, 2018;693.28
May 17, 2018;668.97
May 16, 2018;706.53
May 15, 2018;705.73
May 14, 2018;727.06
May 13, 2018;729.37
May 12, 2018;683.94
May 11, 2018;676.21
May 10, 2018;724.40
May 09, 2018;751.62
May 08, 2018;748.48
May 07, 2018;754.03
May 06, 2018;793.19
May 05, 2018;818.33
May 04, 2018;785.20
May 03, 2018;778.95
May 02, 2018;688.15
May 01, 2018;671.26
Apr 30, 2018;670.07
Apr 29, 2018;689.90
Apr 28, 2018;683.49
Apr 27, 2018;643.97
Apr 26, 2018;662.36
Apr 25, 2018;617.36
Apr 24, 2018;703.02
Apr 23, 2018;644.13
Apr 22, 2018;622.23
Apr 21, 2018;605.59
Apr 20, 2018;617.04
Apr 19, 2018;567.49
Apr 18, 2018;525.66
Apr 17, 2018;503.19
Apr 16, 2018;511.82
Apr 15, 2018;533.90
Apr 14, 2018;502.52
Apr 13, 2018;493.48
Apr 12, 2018;494.03
Apr 11, 2018;430.14
Apr 10, 2018;415.45
Apr 09, 2018;399.05
Apr 08, 2018;400.71
Apr 07, 2018;384.87
Apr 06, 2018;369.97
Apr 05, 2018;381.52
Apr 04, 2018;378.68
Apr 03, 2018;415.55
Apr 02, 2018;385.07
Apr 01, 2018;378.75
Mar 31, 2018;393.96
Mar 30, 2018;393.79
Mar 29, 2018;384.12
Mar 28, 2018;446.84
Mar 27, 2018;448.48
Mar 26, 2018;485.98
Mar 25, 2018;523.50
Mar 24, 2018;520.45
Mar 23, 2018;543.42
Mar 22, 2018;539.87
Mar 21, 2018;560.24
Mar 20, 2018;557.08
Mar 19, 2018;556.16
Mar 18, 2018;536.72
Mar 17, 2018;550.27
Mar 16, 2018;600.79
Mar 15, 2018;610.13
Mar 14, 2018;612.09
Mar 13, 2018;689.57
Mar 12, 2018;697.04
Mar 11, 2018;720.12
Mar 10, 2018;682.52
Mar 09, 2018;725.89
Mar 08, 2018;698.96
Mar 07, 2018;749.98
Mar 06, 2018;814.88
Mar 05, 2018;850.24
Mar 04, 2018;865.53
Mar 03, 2018;855.91
Mar 02, 2018;856.09
Mar 01, 2018;870.04
Feb 28, 2018;852.49
Feb 27, 2018;871.44
Feb 26, 2018;866.99
Feb 25, 2018;840.88
Feb 24, 2018;834.36
Feb 23, 2018;856.65
Feb 22, 2018;803.66
Feb 21, 2018;839.10
Feb 20, 2018;884.51
Feb 19, 2018;940.08
Feb 18, 2018;913.10
Feb 17, 2018;971.54
Feb 16, 2018;937.50
Feb 15, 2018;927.56
Feb 14, 2018;919.67
Feb 13, 2018;841.38
Feb 12, 2018;865.62
Feb 11, 2018;810.45
Feb 10, 2018;851.39
Feb 09, 2018;877.85
Feb 08, 2018;805.40
Feb 07, 2018;753.18
Feb 06, 2018;783.83
Feb 05, 2018;696.86
Feb 04, 2018;829.43
Feb 03, 2018;971.49
Feb 02, 2018;920.85
Feb 01, 2018;1,033.55
Jan 31, 2018;1,118.08
Jan 30, 2018;1,071.90
Jan 29, 2018;1,175.00
Jan 28, 2018;1,246.60
Jan 27, 2018;1,114.80
Jan 26, 2018;1,047.00
Jan 25, 2018;1,048.20
Jan 24, 2018;1,063.20
Jan 23, 2018;982.98
Jan 22, 2018;995.08
Jan 21, 2018;1,047.00
Jan 20, 2018;1,146.00
Jan 19, 2018;1,032.60
Jan 18, 2018;994.81
Jan 17, 2018;1,017.50
Jan 16, 2018;1,020.10
Jan 15, 2018;1,273.40
Jan 14, 2018;1,350.00
Jan 13, 2018;1,380.00
Jan 12, 2018;1,257.20
Jan 11, 2018;1,135.50
Jan 10, 2018;1,248.00
Jan 09, 2018;1,283.70
Jan 08, 2018;1,129.30
Jan 07, 2018;1,115.80
Jan 06, 2018;1,004.30
Jan 05, 2018;962.77
Jan 04, 2018;940.00
Jan 03, 2018;942.01
Jan 02, 2018;858.78
Jan 01, 2018;752.46
Dec 31, 2017;736.77
Dec 30, 2017;682.22
Dec 29, 2017;731.52
Dec 28, 2017;711.42
Dec 27, 2017;736.45
Dec 26, 2017;749.80
Dec 25, 2017;709.81
Dec 24, 2017;659.89
Dec 23, 2017;672.59
Dec 22, 2017;628.19
Dec 21, 2017;786.97
Dec 20, 2017;794.99
Dec 19, 2017;799.98
Dec 18, 2017;783.99
Dec 17, 2017;708.78
Dec 16, 2017;683.25
Dec 15, 2017;678.29
Dec 14, 2017;686.51
Dec 13, 2017;690.69
Dec 12, 2017;634.87
Dec 11, 2017;515.25
Dec 10, 2017;429.24
Dec 09, 2017;460.92
Dec 08, 2017;442.19
Dec 07, 2017;415.02
Dec 06, 2017;413.71
Dec 05, 2017;451.87
Dec 04, 2017;465.00
Dec 03, 2017;459.49
Dec 02, 2017;455.51
Dec 01, 2017;460.67
Nov 30, 2017;432.21
Nov 29, 2017;420.34
Nov 28, 2017;465.56
Nov 27, 2017;473.44
Nov 26, 2017;464.00
Nov 25, 2017;464.00
Nov 24, 2017;470.51
Nov 23, 2017;405.19
Nov 22, 2017;380.48
Nov 21, 2017;360.00
Nov 20, 2017;367.94
Nov 19, 2017;354.70
Nov 18, 2017;346.68
Nov 17, 2017;331.00
Nov 16, 2017;330.76
Nov 15, 2017;330.59
Nov 14, 2017;334.28
Nov 13, 2017;313.22
Nov 12, 2017;303.90
Nov 11, 2017;313.07
Nov 10, 2017;296.18
Nov 09, 2017;319.52
Nov 08, 2017;307.50
Nov 07, 2017;291.42
Nov 06, 2017;296.90
Nov 05, 2017;295.63
Nov 04, 2017;299.48
Nov 03, 2017;303.47
Nov 02, 2017;284.89
Nov 01, 2017;288.60
Oct 31, 2017;303.69
Oct 30, 2017;307.00
Oct 29, 2017;304.39
Oct 28, 2017;293.49
Oct 27, 2017;295.99
Oct 26, 2017;295.10
Oct 25, 2017;295.46
Oct 24, 2017;296.30
Oct 23, 2017;284.85
Oct 22, 2017;293.55
Oct 21, 2017;299.23
Oct 20, 2017;302.61
Oct 19, 2017;306.97
Oct 18, 2017;313.45
Oct 17, 2017;315.65
Oct 16, 2017;334.46
Oct 15, 2017;337.23
Oct 14, 2017;339.24
Oct 13, 2017;337.46
Oct 12, 2017;303.06
Oct 11, 2017;303.20
Oct 10, 2017;299.32
Oct 09, 2017;297.40
Oct 08, 2017;309.82
Oct 07, 2017;311.46
Oct 06, 2017;308.43
Oct 05, 2017;295.12
Oct 04, 2017;291.40
Oct 03, 2017;291.69
Oct 02, 2017;296.82
Oct 01, 2017;304.26
Sep 30, 2017;303.44
Sep 29, 2017;292.66
Sep 28, 2017;302.63
Sep 27, 2017;309.75
Sep 26, 2017;289.28
Sep 25, 2017;295.20
Sep 24, 2017;282.00
Sep 23, 2017;285.90
Sep 22, 2017;262.19
Sep 21, 2017;256.67
Sep 20, 2017;283.50
Sep 19, 2017;282.63
Sep 18, 2017;296.81
Sep 17, 2017;257.00
Sep 16, 2017;253.00
Sep 15, 2017;258.68
Sep 14, 2017;222.50
Sep 13, 2017;275.48
Sep 12, 2017;293.90
Sep 11, 2017;297.19
Sep 10, 2017;297.90
Sep 09, 2017;303.08
Sep 08, 2017;304.00
Sep 07, 2017;334.10
Sep 06, 2017;337.36
Sep 05, 2017;316.18
Sep 04, 2017;295.81
Sep 03, 2017;350.63
Sep 02, 2017;345.00
Sep 01, 2017;390.35
Aug 31, 2017;387.30
Aug 30, 2017;382.78
Aug 29, 2017;372.00
Aug 28, 2017;347.09
Aug 27, 2017;348.01
Aug 26, 2017;332.72
Aug 25, 2017;328.70
Aug 24, 2017;325.62
Aug 23, 2017;316.50
Aug 22, 2017;312.54
Aug 21, 2017;322.24
Aug 20, 2017;298.37
Aug 19, 2017;292.78
Aug 18, 2017;292.00
Aug 17, 2017;299.00
Aug 16, 2017;301.34
Aug 15, 2017;286.00
Aug 14, 2017;298.22
Aug 13, 2017;296.64
Aug 12, 2017;307.22
Aug 11, 2017;308.81
Aug 10, 2017;295.97
Aug 09, 2017;293.99
Aug 08, 2017;295.83
Aug 07, 2017;269.51
Aug 06, 2017;264.29
Aug 05, 2017;253.87
Aug 04, 2017;220.73
Aug 03, 2017;224.79
Aug 02, 2017;218.00
Aug 01, 2017;225.97
Jul 31, 2017;200.81
Jul 30, 2017;195.31
Jul 29, 2017;206.76
Jul 28, 2017;191.20
Jul 27, 2017;202.54
Jul 26, 2017;203.33
Jul 25, 2017;202.70
Jul 24, 2017;226.59
Jul 23, 2017;228.15
Jul 22, 2017;232.01
Jul 21, 2017;216.11
Jul 20, 2017;227.29
Jul 19, 2017;194.63
Jul 18, 2017;226.56
Jul 17, 2017;190.16
Jul 16, 2017;157.40
Jul 15, 2017;170.15
Jul 14, 2017;196.49
Jul 13, 2017;205.00
Jul 12, 2017;223.92
Jul 11, 2017;188.63
Jul 10, 2017;202.00
Jul 09, 2017;234.97
Jul 08, 2017;245.23
Jul 07, 2017;238.38
Jul 06, 2017;265.35
Jul 05, 2017;264.77
Jul 04, 2017;266.68
Jul 03, 2017;273.99
Jul 02, 2017;277.64
Jul 01, 2017;255.00
Jun 30, 2017;275.62
Jun 29, 2017;285.30
Jun 28, 2017;311.62
Jun 27, 2017;279.00
Jun 26, 2017;251.30
Jun 25, 2017;277.00
Jun 24, 2017;296.89
Jun 23, 2017;324.37
Jun 22, 2017;320.94
Jun 21, 2017;321.66
Jun 20, 2017;344.15
Jun 19, 2017;355.50
Jun 18, 2017;348.88
Jun 17, 2017;364.56
Jun 16, 2017;348.44
Jun 15, 2017;338.70
Jun 14, 2017;335.95
Jun 13, 2017;382.70
Jun 12, 2017;386.90
Jun 11, 2017;336.33
Jun 10, 2017;325.88
Jun 09, 2017;278.41
Jun 08, 2017;256.95
Jun 07, 2017;250.70
Jun 06, 2017;261.89
Jun 05, 2017;242.16
Jun 04, 2017;241.06
Jun 03, 2017;217.01
Jun 02, 2017;214.77
Jun 01, 2017;211.40
May 31, 2017;218.34
May 30, 2017;224.69
May 29, 2017;189.99
May 28, 2017;161.91
May 27, 2017;149.99
May 26, 2017;152.80
May 25, 2017;168.71
May 24, 2017;183.88
May 23, 2017;168.24
May 22, 2017;154.92
May 21, 2017;146.14
May 20, 2017;123.03
May 19, 2017;124.40
May 18, 2017;98.60
May 17, 2017;89.67
May 16, 2017;88.17
May 15, 2017;92.56
May 14, 2017;90.37
May 13, 2017;89.90
May 12, 2017;86.99
May 11, 2017;89.38
May 10, 2017;88.33
May 09, 2017;88.94
May 08, 2017;88.97
May 07, 2017;94.21
May 06, 2017;96.65
May 05, 2017;91.50
May 04, 2017;99.20
May 03, 2017;85.79
May 02, 2017;82.01
May 01, 2017;81.40
Apr 30, 2017;83.51
Apr 29, 2017;73.55
Apr 28, 2017;76.00
Apr 27, 2017;68.00
Apr 26, 2017;57.31
Apr 25, 2017;53.90
Apr 24, 2017;53.54
Apr 23, 2017;53.33
Apr 22, 2017;52.15
Apr 21, 2017;51.37
Apr 20, 2017;51.96
Apr 19, 2017;49.66
Apr 18, 2017;52.42
Apr 17, 2017;49.52
Apr 16, 2017;49.58
Apr 15, 2017;49.71
Apr 14, 2017;48.50
Apr 13, 2017;50.65
Apr 12, 2017;46.85
Apr 11, 2017;44.21
Apr 10, 2017;44.17
Apr 09, 2017;43.94
Apr 08, 2017;44.51
Apr 07, 2017;42.25
Apr 06, 2017;43.11
Apr 05, 2017;45.35
Apr 04, 2017;44.41
Apr 03, 2017;44.28
Apr 02, 2017;48.60
Apr 01, 2017;50.59
Mar 31, 2017;49.72
Mar 30, 2017;51.62
Mar 29, 2017;52.88
Mar 28, 2017;50.16
Mar 27, 2017;48.93
Mar 26, 2017;50.46
Mar 25, 2017;50.75
Mar 24, 2017;54.01
Mar 23, 2017;43.14
Mar 22, 2017;41.46
Mar 21, 2017;42.45
Mar 20, 2017;42.06
Mar 19, 2017;43.17
Mar 18, 2017;34.20
Mar 17, 2017;44.65
Mar 16, 2017;45.07
Mar 15, 2017;34.80
Mar 14, 2017;28.66
Mar 13, 2017;28.40
Mar 12, 2017;23.20
Mar 11, 2017;21.30
Mar 10, 2017;19.18
Mar 09, 2017;17.75
Mar 08, 2017;16.51
Mar 07, 2017;18.88
Mar 06, 2017;19.51
Mar 05, 2017;19.35
Mar 04, 2017;18.50
Mar 03, 2017;19.49
Mar 02, 2017;19.02
Mar 01, 2017;17.43
Feb 28, 2017;15.86
Feb 27, 2017;15.50
Feb 26, 2017;14.57
Feb 25, 2017;13.55
Feb 24, 2017;13.11
Feb 23, 2017;13.27
Feb 22, 2017;12.68
Feb 21, 2017;12.82
Feb 20, 2017;12.40
Feb 19, 2017;12.80
Feb 18, 2017;12.79
Feb 17, 2017;12.76
Feb 16, 2017;12.92
Feb 15, 2017;12.92
Feb 14, 2017;12.96
Feb 13, 2017;11.35
Feb 12, 2017;11.26
Feb 11, 2017;11.33
Feb 10, 2017;11.30
Feb 09, 2017;10.90
Feb 08, 2017;11.35
Feb 07, 2017;11.41
Feb 06, 2017;11.32
Feb 05, 2017;11.18
Feb 04, 2017;11.32
Feb 03, 2017;10.93
Feb 02, 2017;10.80
Feb 01, 2017;10.71
Jan 31, 2017;10.71
Jan 30, 2017;10.53
Jan 29, 2017;10.46
Jan 28, 2017;10.51
Jan 27, 2017;10.50
Jan 26, 2017;10.63
Jan 25, 2017;10.48
Jan 24, 2017;10.50
Jan 23, 2017;10.77
Jan 22, 2017;10.64
Jan 21, 2017;10.95
Jan 20, 2017;10.62
Jan 19, 2017;10.38
Jan 18, 2017;10.19
Jan 17, 2017;10.12
Jan 16, 2017;9.61
Jan 15, 2017;9.81
Jan 14, 2017;9.67
Jan 13, 2017;9.67
Jan 12, 2017;9.83
Jan 11, 2017;9.79
Jan 10, 2017;10.61
Jan 09, 2017;10.26
Jan 08, 2017;10.28
Jan 07, 2017;9.84
Jan 06, 2017;10.08
Jan 05, 2017;10.15
Jan 04, 2017;11.00
Jan 03, 2017;9.74
Jan 02, 2017;8.37
Jan 01, 2017;8.20
