,Type,Punk,From,To,Amount,Txn
21,Offer Withdrawn,2348,,,,"Apr 08, 2021"
22,Offered,2348,,,"25.75Ξ ($45,827)","Mar 18, 2021"
23,Offered,2348,,,"27.48Ξ ($52,563)","Mar 13, 2021"
24,Sold,2348,0x6611fe,0x648174,"20.50Ξ ($36,466)","Mar 11, 2021"
25,Bid Withdrawn,2348,0x648174,,"17.20Ξ ($31,482)","Mar 09, 2021"
26,Bid,2348,0x648174,,"17.20Ξ ($29,579)","Mar 08, 2021"
27,Offered,2348,,,"20.50Ξ ($35,254)","Mar 08, 2021"
28,Claimed,2348,,0x6611fe,,"Jun 23, 2017"
0,Sold,2349,0x6611fe,0x6aeda0,"105Ξ ($340,922)","Aug 28, 2021"
1,Offered,2349,,,"105Ξ ($342,271)","Aug 27, 2021"
2,Claimed,2349,,0x6611fe,,"Jun 23, 2017"
0,Sold,2350,0x0e9aed,sina.eth,"35.99Ξ ($88,606)","Jul 31, 2021"
1,Offered,2350,,,"35.99Ξ ($87,125)","Jul 30, 2021"
2,Offered,2350,,,"32.99Ξ ($105,292)","May 03, 2021"
3,Offered,2350,,,"28.99Ξ ($80,176)","May 01, 2021"
4,Offered,2350,,,"29.99Ξ ($69,961)","Apr 21, 2021"
5,Sold,2350,anonymou…,0x0e9aed,"24Ξ ($54,505)","Apr 20, 2021"
6,Offered,2350,,,"25.25Ξ ($56,866)","Apr 20, 2021"
7,Bid,2350,0x0e9aed,,"24Ξ ($54,051)","Apr 20, 2021"
8,Offered,2350,,,"26Ξ ($58,555)","Apr 20, 2021"
9,Offered,2350,,,"27.50Ξ ($61,933)","Apr 20, 2021"
10,Offered,2350,,,"29Ξ ($63,045)","Apr 20, 2021"
11,Offered,2350,,,"31.50Ξ ($66,951)","Apr 19, 2021"
12,Offered,2350,,,"34Ξ ($82,981)","Apr 16, 2021"
13,Offered,2350,,,"38.50Ξ ($95,087)","Apr 15, 2021"
14,Offered,2350,,,"44.75Ξ ($102,656)","Apr 14, 2021"
15,Sold,2350,shilpixe…,anonymou…,"22.50Ξ ($46,377)","Apr 08, 2021"
16,Bid,2350,anonymou…,,"22.50Ξ ($45,738)","Apr 08, 2021"
17,Bid Withdrawn,2350,anonymou…,,"20Ξ ($40,656)","Apr 08, 2021"
18,Bid,2350,anonymou…,,"20Ξ ($39,369)","Apr 07, 2021"
19,Offered,2350,,,"25Ξ ($53,031)","Apr 07, 2021"
20,Offered,2350,,,"29Ξ ($58,119)","Apr 02, 2021"
21,Offered,2350,,,"39Ξ ($65,084)","Mar 28, 2021"
22,Offered,2350,,,"69Ξ ($125,924)","Mar 18, 2021"
23,Claimed,2350,,shilpixe…,,"Jun 23, 2017"
0,Offered,2351,,,"244Ξ ($780,117)","Aug 29, 2021"
1,Sold,2351,Homunkul…,0xe8ec6f,"120Ξ ($389,521)","Aug 28, 2021"
2,Offered,2351,,,"120Ξ ($388,309)","Aug 27, 2021"
3,Transfer,2351,0x7bb373,Homunkul…,,"Jun 09, 2021"
4,Offered,2351,,,"20Ξ ($69,943)","May 17, 2021"
5,Transfer,2351,blockwar…,0x7bb373,,"Oct 23, 2020"
6,Transfer,2351,Homunkul…,blockwar…,,"Oct 18, 2020"
7,Transfer,2351,blockwar…,Homunkul…,,"Aug 26, 2020"
8,Sold,2351,Pranksy,blockwar…,1.20Ξ ($465),"Aug 26, 2020"
9,Offered,2351,,,1.20Ξ ($464),"Aug 26, 2020"
10,Offered,2351,,,1.99Ξ ($475),"Jul 14, 2020"
11,Offered,2351,,,1.49Ξ ($333),"Jun 29, 2020"
12,Bid Withdrawn,2351,Homunkul…,,1Ξ ($206),"May 24, 2020"
13,Offered,2351,,,1.99Ξ ($403),"May 22, 2020"
14,Bid,2351,Homunkul…,,1Ξ ($207),"May 17, 2020"
15,Offered,2351,,,1.49Ξ ($298),"May 15, 2020"
16,Bid,2351,Homunkul…,,0.50Ξ ($100),"May 14, 2020"
17,Offered,2351,,,0.99Ξ ($194),"Apr 28, 2020"
18,Offered,2351,,,1.99Ξ ($352),"Jan 18, 2020"
19,Sold,2351,cielxnoe…,Pranksy,0.90Ξ ($159),"Jan 18, 2020"
20,Offered,2351,,,0.90Ξ ($132),"Feb 21, 2019"
21,Sold,2351,Hemba,cielxnoe…,0.13Ξ ($90),"Dec 16, 2017"
22,Offered,2351,,,0.13Ξ ($91),"Dec 13, 2017"
23,Claimed,2351,,Hemba,,"Jun 23, 2017"
0,Sold,2352,Hemba,0x8adbff,0.14Ξ ($94),"Dec 13, 2017"
1,Offered,2352,,,0.14Ξ ($94),"Dec 13, 2017"
2,Offered,2352,,,0.42Ξ ($85),"Jul 25, 2017"
3,Claimed,2352,,Hemba,,"Jun 23, 2017"
0,Transfer,2353,0x3a6372,0xcec3dc,,"May 05, 2021"
1,Bid Withdrawn,2353,0xb70c1a,,"46Ξ ($126,932)","Apr 30, 2021"
2,Sold,2353,0x546149,0x3a6372,"54Ξ ($148,542)","Apr 30, 2021"
3,Bid,2353,0xb70c1a,,"46Ξ ($128,400)","Apr 30, 2021"
4,Offered,2353,,,"54Ξ ($119,771)","Apr 20, 2021"
5,Offered,2353,,,"65Ξ ($149,566)","Apr 13, 2021"
6,Offered,2353,,,"75Ξ ($159,441)","Apr 12, 2021"
7,Sold,2353,0x65ba4f,0x546149,"45Ξ ($94,516)","Apr 05, 2021"
8,Offered,2353,,,"45Ξ ($77,445)","Mar 27, 2021"
9,Offer Withdrawn,2353,,,,"Mar 23, 2021"
10,Offered,2353,,,"46Ξ ($81,876)","Mar 22, 2021"
11,Offered,2353,,,"47.50Ξ ($87,967)","Mar 20, 2021"
12,Offered,2353,,,"49Ξ ($88,526)","Mar 20, 2021"
13,Bid Withdrawn,2353,0xb5bae6,,"44Ξ ($78,439)","Mar 19, 2021"
14,Offered,2353,,,"50Ξ ($90,745)","Mar 18, 2021"
15,Bid,2353,0xb5bae6,,"44Ξ ($80,592)","Mar 18, 2021"
16,Offer Withdrawn,2353,,,,"Mar 17, 2021"
17,Offered,2353,,,"50Ξ ($93,929)","Mar 15, 2021"
18,Offer Withdrawn,2353,,,,"Mar 14, 2021"
19,Offered,2353,,,"47.50Ξ ($90,692)","Mar 13, 2021"
20,Offered,2353,,,"49Ξ ($88,991)","Mar 12, 2021"
21,Offered,2353,,,"51Ξ ($90,721)","Mar 11, 2021"
22,Offered,2353,,,"49Ξ ($89,678)","Mar 10, 2021"
23,Offered,2353,,,"52Ξ ($94,357)","Mar 08, 2021"
24,Sold,2353,0x00ce50,0x65ba4f,"22Ξ ($42,237)","Feb 19, 2021"
25,Offered,2353,,,"22Ξ ($42,237)","Feb 19, 2021"
26,Bid Withdrawn,2353,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
27,Bid,2353,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
28,Claimed,2353,,0x00ce50,,"Jun 23, 2017"
0,Offered,2354,,,"133Ξ ($453,116)","Sep 08, 2021"
1,Sold,2354,0x62bdc6,0x355c0d,"73.69Ξ ($243,291)","Aug 24, 2021"
2,Offered,2354,,,"73.69Ξ ($243,291)","Aug 24, 2021"
3,Sold,2354,0xc71300,0x62bdc6,"68Ξ ($227,423)","Aug 24, 2021"
4,Offered,2354,,,"68Ξ ($227,423)","Aug 24, 2021"
5,Bid Withdrawn,2354,0x9c3862,,"57Ξ ($190,872)","Aug 23, 2021"
6,Sold,2354,0xa1feee,0xc71300,"64.90Ξ ($217,327)","Aug 23, 2021"
7,Bid,2354,0x9c3862,,"57Ξ ($190,872)","Aug 23, 2021"
8,Offered,2354,,,"64.90Ξ ($217,327)","Aug 23, 2021"
9,Sold,2354,0x1919db,0xa1feee,"33.20Ξ ($83,463)","Aug 04, 2021"
10,Offered,2354,,,"33.20Ξ ($83,892)","Aug 04, 2021"
11,Sold,2354,longestv…,0x1919db,"32Ξ ($80,860)","Aug 04, 2021"
12,Offered,2354,,,"32Ξ ($80,860)","Aug 04, 2021"
13,Offer Withdrawn,2354,,,,"Aug 03, 2021"
14,Offered,2354,,,"33.50Ξ ($85,868)","Aug 03, 2021"
15,Offered,2354,,,"35Ξ ($89,713)","Aug 03, 2021"
16,Offered,2354,,,"40Ξ ($103,486)","Aug 03, 2021"
17,Offered,2354,,,"45Ξ ($119,212)","Aug 01, 2021"
18,Offer Withdrawn,2354,,,,"Jul 31, 2021"
19,Offered,2354,,,"29.50Ξ ($72,549)","Jul 31, 2021"
20,Offered,2354,,,"29.50Ξ ($72,549)","Jul 31, 2021"
21,Offered,2354,,,"30Ξ ($64,726)","Jul 27, 2021"
22,Offered,2354,,,"35Ξ ($65,981)","Jul 19, 2021"
23,Sold,2354,0x46b4fa,longestv…,"26Ξ ($37,763)","Feb 23, 2021"
24,Bid Withdrawn,2354,longestv…,,"25Ξ ($36,311)","Feb 23, 2021"
25,Bid,2354,longestv…,,"25Ξ ($38,183)","Feb 23, 2021"
26,Bid Withdrawn,2354,longestv…,,"20Ξ ($30,547)","Feb 23, 2021"
27,Bid,2354,longestv…,,"20Ξ ($30,547)","Feb 23, 2021"
28,Offered,2354,,,"26Ξ ($48,272)","Feb 22, 2021"
29,Sold,2354,0xf4a775,0x46b4fa,"5.75Ξ ($8,706)","Feb 03, 2021"
30,Offered,2354,,,"5.75Ξ ($7,289)","Jan 27, 2021"
31,Sold,2354,Hemba,0xf4a775,0.08Ξ ($35),"Dec 03, 2017"
32,Offered,2354,,,0.08Ξ ($33),"Nov 30, 2017"
33,Offered,2354,,,0.08Ξ ($33),"Nov 30, 2017"
34,Claimed,2354,,Hemba,,"Jun 23, 2017"
0,Bid,2355,0xaea351,,0.02Ξ ($55),"Jun 06, 2021"
1,Bid,2355,0xc7c6b9,,<0.01Ξ ($<0.01),"Dec 14, 2020"
2,Sold,2355,0x8234be,0x6cc148,0.06Ξ ($43),"Dec 22, 2017"
3,Bid,2355,0x6cc148,,0.06Ξ ($43),"Dec 22, 2017"
4,Offered,2355,,,0.15Ξ ($99),"Dec 22, 2017"
5,Offered,2355,,,0.30Ξ ($205),"Dec 15, 2017"
6,Offered,2355,,,1Ξ ($513),"Dec 11, 2017"
7,Claimed,2355,,0x8234be,,"Jun 23, 2017"
0,Bid Withdrawn,2356,0xf79d46,,"3Ξ ($8,141)","Aug 04, 2021"
1,Bid,2356,0xf79d46,,"3Ξ ($8,141)","Aug 04, 2021"
2,Bid,2356,0x5f75fb,,"1Ξ ($2,310)","Jul 07, 2021"
3,Bid,2356,0x086f30,,0.10Ξ ($211),"Apr 07, 2021"
4,Bid,2356,0xa8923f,,<0.01Ξ ($0),"Mar 18, 2021"
5,Bid,2356,0xc7c6b9,,<0.01Ξ ($<0.01),"Dec 16, 2020"
6,Bid Withdrawn,2356,Ranger,,0.20Ξ ($55),"Jul 12, 2019"
7,Bid,2356,Ranger,,0.20Ξ ($53),"Jun 18, 2019"
8,Claimed,2356,,0xa05c74,,"Jun 23, 2017"
0,Transfer,2357,0x207355,0x4084df,,"May 07, 2021"
1,Claimed,2357,,0x207355,,"Jun 23, 2017"
0,Sold,2358,0xb4bb41,0x584cdf,"21Ξ ($43,407)","Apr 08, 2021"
1,Offered,2358,,,"21Ξ ($40,559)","Apr 01, 2021"
2,Sold,2358,0xac4315,0xb4bb41,"17.50Ξ ($33,648)","Apr 01, 2021"
3,Bid,2358,0xb4bb41,,"17.50Ξ ($33,815)","Apr 01, 2021"
4,Offered,2358,,,"19.50Ξ ($35,335)","Mar 31, 2021"
5,Offered,2358,,,"21Ξ ($38,916)","Mar 30, 2021"
6,Bid Withdrawn,2358,wookie.e…,,"16.50Ξ ($30,577)","Mar 30, 2021"
7,Sold,2358,0xa3cb30,0xac4315,"19Ξ ($35,027)","Mar 30, 2021"
8,Bid,2358,wookie.e…,,"16.50Ξ ($30,419)","Mar 30, 2021"
9,Offered,2358,,,"19Ξ ($35,027)","Mar 30, 2021"
10,Bid,2358,0xbff231,,"16.30Ξ ($30,050)","Mar 30, 2021"
11,Bid,2358,wookie.e…,,"15Ξ ($27,653)","Mar 30, 2021"
12,Offer Withdrawn,2358,,,,"Mar 24, 2021"
13,Offered,2358,,,"34.99Ξ ($63,921)","Mar 20, 2021"
14,Offered,2358,,,"51.99Ξ ($93,195)","Mar 16, 2021"
15,Offered,2358,,,"72Ξ ($128,691)","Mar 15, 2021"
16,Transfer,2358,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
17,Claimed,2358,,0x00bd9f,,"Jun 23, 2017"
0,Claimed,2359,,ddaavvee,,"Jun 23, 2017"
0,Claimed,2360,,0x44fab5,,"Jun 23, 2017"
0,Claimed,2361,,0xcc7c33,,"Jun 23, 2017"
0,Bid,2362,0x7760e0,,0.05Ξ ($16),"Jun 28, 2017"
1,Bid Withdrawn,2362,0x717403,,0.05Ξ ($16),"Jun 28, 2017"
2,Bid,2362,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
3,Claimed,2362,,0xcc7c33,,"Jun 23, 2017"
0,Sold,2363,seel.eth,0x2649c4,"10Ξ ($18,172)","Feb 14, 2021"
1,Offered,2363,,,"10Ξ ($18,172)","Feb 14, 2021"
2,Sold,2363,0xcc7c33,seel.eth,"8.44Ξ ($15,345)","Feb 14, 2021"
3,Offered,2363,,,"8.44Ξ ($15,182)","Feb 09, 2021"
4,Claimed,2363,,0xcc7c33,,"Jun 23, 2017"
0,Claimed,2364,,0xcc7c33,,"Jun 23, 2017"
0,Sold,2365,0xcc7c33,benjamin…,0.77Ξ ($122),"Apr 10, 2020"
1,Bid Withdrawn,2365,avcdsld,,0.60Ξ ($169),"Feb 19, 2020"
2,Bid,2365,avcdsld,,0.60Ξ ($168),"Feb 18, 2020"
3,Offered,2365,,,0.77Ξ ($158),"Jul 10, 2017"
4,Claimed,2365,,0xcc7c33,,"Jun 23, 2017"
0,Sold,2366,0x40f277,0xd9046e,"24.90Ξ ($99,793)","May 12, 2021"
1,Bid,2366,0xd9046e,,"24.90Ξ ($98,925)","May 11, 2021"
2,Sold,2366,0x7a8d8f,0x40f277,"22.50Ξ ($88,035)","May 09, 2021"
3,Offered,2366,,,"22.50Ξ ($72,241)","May 04, 2021"
4,Offered,2366,,,"23.98Ξ ($82,448)","May 04, 2021"
5,Offered,2366,,,"30Ξ ($83,473)","Apr 30, 2021"
6,Sold,2366,0x398646,0x7a8d8f,"19.50Ξ ($33,991)","Mar 08, 2021"
7,Offered,2366,,,"19.50Ξ ($33,991)","Mar 08, 2021"
8,Bid Withdrawn,2366,0x97920e,,"15Ξ ($26,183)","Mar 08, 2021"
9,Offered,2366,,,"19.99Ξ ($34,811)","Mar 08, 2021"
10,Bid,2366,0x97920e,,"15Ξ ($25,865)","Mar 08, 2021"
11,Bid Withdrawn,2366,sexpunks…,,"17Ξ ($27,899)","Mar 07, 2021"
12,Bid,2366,sexpunks…,,"17Ξ ($28,125)","Mar 07, 2021"
13,Offered,2366,,,"20.50Ξ ($33,915)","Mar 07, 2021"
14,Offered,2366,,,"22.50Ξ ($37,523)","Mar 07, 2021"
15,Offered,2366,,,"23.40Ξ ($38,453)","Mar 07, 2021"
16,Offered,2366,,,"20.80Ξ ($34,170)","Mar 07, 2021"
17,Offered,2366,,,"21.50Ξ ($35,320)","Mar 07, 2021"
18,Offered,2366,,,"23.20Ξ ($36,783)","Mar 06, 2021"
19,Bid Withdrawn,2366,0x921540,,"20Ξ ($31,694)","Mar 04, 2021"
20,Offered,2366,,,"25.10Ξ ($38,590)","Mar 04, 2021"
21,Bid,2366,0x921540,,"20Ξ ($31,394)","Mar 04, 2021"
22,Offered,2366,,,"24.50Ξ ($39,664)","Mar 03, 2021"
23,Offered,2366,,,"25.70Ξ ($34,621)","Feb 28, 2021"
24,Offered,2366,,,"25.10Ξ ($37,490)","Feb 27, 2021"
25,Offered,2366,,,"26.10Ξ ($38,660)","Feb 27, 2021"
26,Offered,2366,,,"26.30Ξ ($38,956)","Feb 27, 2021"
27,Offered,2366,,,"27.75Ξ ($42,383)","Feb 23, 2021"
28,Offered,2366,,,"27.90Ξ ($45,400)","Feb 23, 2021"
29,Offered,2366,,,"27Ξ ($52,753)","Feb 21, 2021"
30,Offered,2366,,,"21.10Ξ ($41,628)","Feb 21, 2021"
31,Offered,2366,,,"20.10Ξ ($40,017)","Feb 20, 2021"
32,Offered,2366,,,"21.54Ξ ($43,207)","Feb 20, 2021"
33,Offered,2366,,,"21.67Ξ ($43,497)","Feb 20, 2021"
34,Offered,2366,,,"23.40Ξ ($46,186)","Feb 19, 2021"
35,Offered,2366,,,"24Ξ ($45,214)","Feb 18, 2021"
36,Offered,2366,,,"19.90Ξ ($35,802)","Feb 16, 2021"
37,Offered,2366,,,"35Ξ ($63,287)","Feb 14, 2021"
38,Sold,2366,0xcc7c33,0x398646,"8.88Ξ ($16,057)","Feb 14, 2021"
39,Offered,2366,,,"8.88Ξ ($10,985)","Jan 27, 2021"
40,Claimed,2366,,0xcc7c33,,"Jun 23, 2017"
0,Offered,2367,,,"250Ξ ($981,847)","Sep 07, 2021"
1,Offered,2367,,,325Ξ ($1.05M),"Aug 28, 2021"
2,Offered,2367,,,"299Ξ ($953,888)","Aug 27, 2021"
3,Offered,2367,,,"249Ξ ($807,378)","Aug 24, 2021"
4,Sold,2367,0x4a8447,0x18ee9c,"180Ξ ($596,687)","Aug 24, 2021"
5,Offered,2367,,0x18ee9c,"180Ξ ($596,687)","Aug 24, 2021"
6,Offered,2367,,,"190Ξ ($628,243)","Aug 23, 2021"
7,Offered,2367,,,"195Ξ ($650,081)","Aug 23, 2021"
8,Offered,2367,,,"200Ξ ($604,500)","Aug 17, 2021"
9,Transfer,2367,sbdave.e…,0x4a8447,,"Aug 17, 2021"
10,Sold,2367,kevallin…,sbdave.e…,"125.70Ξ ($414,589)","Aug 16, 2021"
11,Offered,2367,,sbdave.e…,"125.70Ξ ($414,589)","Aug 16, 2021"
12,Offer Withdrawn,2367,,,,"Aug 15, 2021"
13,Offered,2367,,,"138.88Ξ ($439,794)","Aug 15, 2021"
14,Offered,2367,,,"142Ξ ($449,038)","Aug 15, 2021"
15,Offered,2367,,,"155Ξ ($499,373)","Aug 13, 2021"
16,Offered,2367,,,"150Ξ ($470,049)","Aug 12, 2021"
17,Offered,2367,,,"180Ξ ($586,856)","Aug 11, 2021"
18,Offered,2367,,,"242.69Ξ ($754,140)","Aug 10, 2021"
19,Offered,2367,,,"269.42Ξ ($848,808)","Aug 09, 2021"
20,Offered,2367,,,500Ξ ($1.14M),"Jul 27, 2021"
21,Sold,2367,elir.eth,kevallin…,"90Ξ ($163,183)","Jul 19, 2021"
22,Offered,2367,,,"98Ξ ($184,059)","Jul 19, 2021"
23,Offered,2367,,,"110Ξ ($209,019)","Jul 17, 2021"
24,Bid,2367,kevallin…,,"90Ξ ($171,234)","Jul 17, 2021"
25,Sold,2367,0x577ebc,elir.eth,"78Ξ ($129,737)","Mar 23, 2021"
26,Bid,2367,elir.eth,,"78Ξ ($129,737)","Mar 23, 2021"
27,Offer Withdrawn,2367,,,,"Mar 18, 2021"
28,Bid Withdrawn,2367,0xddfdcb,,"41Ξ ($71,547)","Mar 16, 2021"
29,Bid,2367,0xddfdcb,,"41Ξ ($73,283)","Mar 15, 2021"
30,Offered,2367,,,"94.99Ξ ($165,416)","Mar 08, 2021"
31,Offered,2367,,,"100Ξ ($171,461)","Feb 22, 2021"
32,Transfer,2367,0xcbd482,0x577ebc,,"Jan 30, 2021"
33,Bid Withdrawn,2367,0x167e00,,"2Ξ ($2,799)","Jan 20, 2021"
34,Bid,2367,0x167e00,,"2Ξ ($2,403)","Jan 17, 2021"
35,Claimed,2367,,0xcbd482,,"Jun 23, 2017"
0,Offer Withdrawn,2368,,,,"Jan 23, 2021"
1,Offered,2368,,,"225Ξ ($77,861)","Sep 24, 2020"
2,Offered,2368,,,"100Ξ ($35,931)","Sep 13, 2020"
3,Offered,2368,,,"60Ξ ($21,559)","Sep 13, 2020"
4,Offered,2368,,,"45Ξ ($16,169)","Sep 13, 2020"
5,Offered,2368,,,"39Ξ ($9,491)","Jun 04, 2020"
6,Bid Withdrawn,2368,VonMises,,"10Ξ ($2,394)","Jun 01, 2020"
7,Bid,2368,VonMises,,"10Ξ ($2,194)","May 30, 2020"
8,Offered,2368,,,"40Ξ ($8,313)","May 28, 2020"
9,Offered,2368,,,"30Ξ ($6,205)","May 27, 2020"
10,Offered,2368,,,"25Ξ ($5,183)","May 27, 2020"
11,Transfer,2368,0xd8e806,pablopun…,,"Jun 17, 2018"
12,Offered,2368,,,"1.70Ξ ($1,956)","Jan 20, 2018"
13,Offer Withdrawn,2368,,,,"Dec 13, 2017"
14,Offered,2368,,,0.99Ξ ($301),"Oct 31, 2017"
15,Bid Withdrawn,2368,jmg,,0.25Ξ ($74),"Oct 27, 2017"
16,Bid,2368,jmg,,0.25Ξ ($76),"Oct 20, 2017"
17,Offered,2368,,,0.75Ξ ($231),"Oct 06, 2017"
18,Offered,2368,,,1Ξ ($286),"Sep 23, 2017"
19,Offered,2368,,,1.30Ξ ($369),"Sep 20, 2017"
20,Offered,2368,,,1.75Ξ ($608),"Aug 28, 2017"
21,Offered,2368,,,2Ξ ($627),"Aug 22, 2017"
22,Offered,2368,,,2.25Ξ ($658),"Aug 18, 2017"
23,Offered,2368,,,2.25Ξ ($676),"Aug 17, 2017"
24,Offered,2368,,,2.50Ξ ($742),"Aug 13, 2017"
25,Offered,2368,,,2.79Ξ ($859),"Aug 12, 2017"
26,Offer Withdrawn,2368,,,,"Aug 10, 2017"
27,Offered,2368,,,3Ξ ($886),"Aug 09, 2017"
28,Offer Withdrawn,2368,,,,"Aug 02, 2017"
29,Offered,2368,,,3Ξ ($604),"Jul 31, 2017"
30,Offer Withdrawn,2368,,,,"Jul 18, 2017"
31,Offered,2368,,,3Ξ ($681),"Jul 18, 2017"
32,Offer Withdrawn,2368,,,,"Jul 13, 2017"
33,Offered,2368,,,3Ξ ($616),"Jul 13, 2017"
34,Offered,2368,,,"5Ξ ($1,121)","Jul 12, 2017"
35,Offered,2368,,,3.50Ξ ($785),"Jul 12, 2017"
36,Sold,2368,0xcc7c33,0xd8e806,2.29Ξ ($436),"Jul 11, 2017"
37,Bid Withdrawn,2368,0x00bd3a,,0.80Ξ ($165),"Jul 10, 2017"
38,Offered,2368,,,2.29Ξ ($471),"Jul 10, 2017"
39,Bid,2368,0x00bd3a,,0.80Ξ ($165),"Jul 10, 2017"
40,Claimed,2368,,0xcc7c33,,"Jun 23, 2017"
0,Transfer,2369,0x2978f0,0xa486c7,,"May 03, 2021"
1,Sold,2369,0xcc7c33,0x2978f0,"35Ξ ($104,634)","May 03, 2021"
2,Bid Withdrawn,2369,0x2978f0,,"31Ξ ($91,501)","May 02, 2021"
3,Bid,2369,0x2978f0,,"31Ξ ($91,192)","May 02, 2021"
4,Bid Withdrawn,2369,kevallin…,,"25Ξ ($55,599)","Apr 18, 2021"
5,Bid,2369,kevallin…,,"25Ξ ($57,261)","Apr 18, 2021"
6,Offered,2369,,,"35Ξ ($85,857)","Apr 16, 2021"
7,Claimed,2369,,0xcc7c33,,"Jun 23, 2017"
0,Offered,2370,,,"111Ξ ($430,632)","Sep 04, 2021"
1,Offered,2370,,,"147.50Ξ ($467,227)","Aug 29, 2021"
2,Claimed,2370,,0xcc7c33,,"Jun 23, 2017"
0,Claimed,2371,,0xcc7c33,,"Jun 23, 2017"
0,Claimed,2372,,0xcc7c33,,"Jun 23, 2017"
0,Offered,2373,,,"180Ξ ($589,419)","Aug 29, 2021"
1,Sold,2373,TokenAng…,0xe22c00,"150Ξ ($491,183)","Aug 29, 2021"
2,Offered,2373,,,"150Ξ ($415,319)","Aug 06, 2021"
3,Offered,2373,,,"110Ξ ($286,793)","Aug 05, 2021"
4,Offered,2373,,,"57.50Ξ ($141,283)","Jul 31, 2021"
5,Offered,2373,,,"45Ξ ($110,025)","Jul 31, 2021"
6,Offered,2373,,,"40Ξ ($97,714)","Jul 31, 2021"
7,Offered,2373,,,"32Ξ ($62,597)","Jul 22, 2021"
8,Offered,2373,,,"28Ξ ($67,100)","Apr 16, 2021"
9,Sold,2373,ChrisR,TokenAng…,2.49Ξ ($501),"May 26, 2020"
10,Bid,2373,TokenAng…,,1Ξ ($207),"May 24, 2020"
11,Offered,2373,,,2.49Ξ ($520),"May 17, 2020"
12,Sold,2373,0x00d7c9,ChrisR,0.41Ξ ($121),"Jun 21, 2019"
13,Bid,2373,ChrisR,,0.41Ξ ($121),"Jun 21, 2019"
14,Bid,2373,Pranksy,,0.40Ξ ($109),"Jun 20, 2019"
15,Claimed,2373,,0x00d7c9,,"Jun 23, 2017"
0,Bid Withdrawn,2374,0x087173,,"4.10Ξ ($5,550)","Jan 24, 2021"
1,Sold,2374,0x033ee7,0xf4493a,"4.63Ξ ($6,105)","Jan 24, 2021"
2,Bid,2374,0x087173,,"4.10Ξ ($5,400)","Jan 24, 2021"
3,Offered,2374,,,"4.63Ξ ($5,985)","Jan 24, 2021"
4,Sold,2374,7478,0x033ee7,"3Ξ ($1,037)","Sep 24, 2020"
5,Offered,2374,,,3Ξ ($981),"Sep 24, 2020"
6,Offered,2374,,,2.49Ξ ($894),"Sep 13, 2020"
7,Offered,2374,,,1.95Ξ ($748),"Aug 02, 2020"
8,Offered,2374,,,2.49Ξ ($515),"May 24, 2020"
9,Offer Withdrawn,2374,,,,"May 21, 2020"
10,Offered,2374,,,1Ξ ($214),"May 02, 2020"
11,Offer Withdrawn,2374,,,,"Mar 13, 2020"
12,Offered,2374,,,1Ξ ($234),"Mar 06, 2020"
13,Offered,2374,,,0.85Ξ ($230),"Feb 23, 2020"
14,Offered,2374,,,1Ξ ($204),"Feb 05, 2020"
15,Bid Withdrawn,2374,0x88fab2,,0.55Ξ ($112),"Feb 05, 2020"
16,Bid,2374,0x88fab2,,0.55Ξ ($112),"Feb 05, 2020"
17,Offered,2374,,,0.63Ξ ($121),"Feb 02, 2020"
18,Sold,2374,HEDBIG,7478,0.50Ξ ($96),"Feb 02, 2020"
19,Offered,2374,,,0.50Ξ ($96),"Feb 02, 2020"
20,Sold,2374,Hemba,HEDBIG,0.10Ξ ($28),"Aug 15, 2018"
21,Offered,2374,,,0.10Ξ ($43),"Jul 31, 2018"
22,Claimed,2374,,Hemba,,"Jun 23, 2017"
0,Bid Withdrawn,2375,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
1,Bid,2375,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
2,Bid Withdrawn,2375,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
3,Bid,2375,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
4,Claimed,2375,,0xcc7c33,,"Jun 23, 2017"
0,Offer Withdrawn,2376,,,,"Jun 11, 2021"
1,Offered,2376,,,"19.50Ξ ($49,669)","Jun 08, 2021"
2,Sold,2376,0x4affe1,tinooo.e…,"16.97Ξ ($60,695)","May 16, 2021"
3,Offered,2376,,,"16.97Ξ ($60,695)","May 16, 2021"
4,Sold,2376,0xe19380,0x4affe1,"16Ξ ($57,226)","May 16, 2021"
5,Bid,2376,0x4affe1,,"16Ξ ($60,646)","May 16, 2021"
6,Offered,2376,,,"17.40Ξ ($66,636)","May 16, 2021"
7,Offered,2376,,,"19.20Ξ ($71,728)","May 15, 2021"
8,Offered,2376,,,"27Ξ ($109,140)","May 15, 2021"
9,Transfer,2376,0x6bf36c,0xe19380,,"May 15, 2021"
10,Bid,2376,0xc7c6b9,,<0.01Ξ ($<0.01),"Dec 17, 2020"
11,Sold,2376,Hemba,0x6bf36c,0.10Ξ ($19),"Sep 11, 2018"
12,Offered,2376,,,0.10Ξ ($43),"Jul 31, 2018"
13,Claimed,2376,,Hemba,,"Jun 23, 2017"
0,Offer Withdrawn,2377,,,,"Aug 23, 2021"
