,Type,Punk,From,To,Amount,Txn
0,Offered,1000,,,10KΞ ($37.78M),"Sep 02, 2021"
1,Offered,1000,,,1KΞ ($3.78M),"Sep 02, 2021"
2,Offered,1000,,,2.22KΞ ($8.41M),"Sep 02, 2021"
3,Offered,1000,,,2.1KΞ ($7.78M),"Sep 01, 2021"
4,Bid Withdrawn,1000,0x20cf73,,400Ξ ($1.27M),"Aug 30, 2021"
5,Bid,1000,0x20cf73,,400Ξ ($1.27M),"Aug 30, 2021"
6,Offered,1000,,,1KΞ ($3.17M),"Aug 30, 2021"
7,Sold,1000,NFTcrypt…,millenni…,"150Ξ ($482,415)","Aug 29, 2021"
8,Offered,1000,,,"150Ξ ($482,415)","Aug 29, 2021"
9,Offered,1000,,,"160Ξ ($511,952)","Aug 29, 2021"
10,Offered,1000,,,"170Ξ ($543,949)","Aug 29, 2021"
11,Offered,1000,,,"180Ξ ($574,636)","Aug 29, 2021"
12,Offered,1000,,,"210Ξ ($676,012)","Aug 29, 2021"
13,Offered,1000,,,"222Ξ ($726,994)","Aug 29, 2021"
14,Offered,1000,,,"250Ξ ($809,878)","Aug 28, 2021"
15,Offered,1000,,,333Ξ ($1.08M),"Aug 28, 2021"
16,Offered,1000,,,1KΞ ($3.22M),"Aug 28, 2021"
17,Offered,1000,,,500Ξ ($1.61M),"Aug 28, 2021"
18,Offered,1000,,,333Ξ ($1.08M),"Aug 28, 2021"
19,Offered,1000,,,"185Ξ ($606,363)","Aug 27, 2021"
20,Offered,1000,,,1KΞ ($3.24M),"Aug 24, 2021"
21,Offered,1000,,,"199Ξ ($658,001)","Aug 23, 2021"
22,Offered,1000,,,"200Ξ ($647,104)","Aug 21, 2021"
23,Transfer,1000,0xdef8cc,NFTcrypt…,,"Aug 20, 2021"
24,Transfer,1000,0x190378,0xdef8cc,,"Aug 20, 2021"
25,Offered,1000,,,"100Ξ ($312,591)","Aug 10, 2021"
26,Offered,1000,,,"75Ξ ($237,281)","Aug 09, 2021"
27,Offered,1000,,,"90Ξ ($264,531)","Aug 09, 2021"
28,Sold,1000,0x1b64c2,0x190378,"44.90Ξ ($121,837)","Aug 04, 2021"
29,Offered,1000,,,"44.90Ξ ($118,947)","Aug 01, 2021"
30,Offer Withdrawn,1000,,,,"Aug 01, 2021"
31,Offered,1000,,,"44Ξ ($113,563)","Aug 01, 2021"
32,Offer Withdrawn,1000,,,,"Aug 01, 2021"
33,Offered,1000,,,"45Ξ ($123,170)","May 20, 2021"
34,Transfer,1000,0xdfc055,0x1b64c2,,"May 20, 2021"
35,Transfer,1000,0x045436,0xdfc055,,"Jan 02, 2021"
36,Offer Withdrawn,1000,,,,"Jan 02, 2021"
37,Offered,1000,,,"45Ξ ($21,377)","Nov 19, 2020"
38,Sold,1000,jmg,0x045436,"9.99Ξ ($3,535)","Sep 06, 2020"
39,Offered,1000,,,"9.99Ξ ($3,535)","Sep 06, 2020"
40,Offer Withdrawn,1000,,,,"May 18, 2020"
41,Offered,1000,,,"10Ξ ($1,971)","Apr 26, 2020"
42,Offered,1000,,,"7.99Ξ ($1,791)","Feb 29, 2020"
43,Offer Withdrawn,1000,,,,"Jan 18, 2020"
44,Offered,1000,,,"8Ξ ($1,364)","Jan 17, 2020"
45,Bid,1000,j1mmy,,<0.01Ξ ($0),"Jan 16, 2020"
46,Bid Withdrawn,1000,natealex,,2.50Ξ ($359),"Jan 11, 2020"
47,Offer Withdrawn,1000,,,,"Jan 10, 2020"
48,Bid,1000,natealex,,2.50Ξ ($359),"Jan 10, 2020"
49,Offered,1000,,,3.75Ξ ($521),"Jan 09, 2020"
50,Offered,1000,,,4.65Ξ ($668),"Jan 07, 2020"
51,Offer Withdrawn,1000,,,,"Jan 04, 2020"
52,Offered,1000,,,3.85Ξ ($508),"Jan 01, 2020"
53,Offered,1000,,,5Ξ ($625),"Dec 28, 2019"
54,Offered,1000,,,3.65Ξ ($606),"Sep 26, 2019"
55,Offered,1000,,,3.75Ξ ($708),"Sep 14, 2019"
56,Offered,1000,,,"4.75Ξ ($1,212)","Jun 13, 2019"
57,Offer Withdrawn,1000,,,,"Jun 09, 2019"
58,Offered,1000,,,2.85Ξ ($717),"May 25, 2019"
59,Offered,1000,,,3.45Ξ ($861),"May 24, 2019"
60,Offered,1000,,,4.75Ξ ($914),"May 11, 2019"
61,Offer Withdrawn,1000,,,,"May 08, 2019"
62,Offered,1000,,,3.65Ξ ($635),"Apr 20, 2019"
63,Offered,1000,,,4Ξ ($561),"Mar 27, 2019"
64,Offered,1000,,,3.29Ξ ($384),"Jan 21, 2019"
65,Offered,1000,,,5Ξ ($756),"Jan 08, 2019"
66,Offer Withdrawn,1000,,,,"Dec 20, 2018"
67,Offered,1000,,,2.99Ξ ($351),"Nov 29, 2018"
68,Offered,1000,,,"1.99Ξ ($2,039)","Jan 17, 2018"
69,Offered,1000,,,"2.39Ξ ($1,713)","Dec 28, 2017"
70,Offered,1000,,,"3.75Ξ ($2,775)","Dec 27, 2017"
71,Offered,1000,,,"5Ξ ($3,767)","Dec 26, 2017"
72,Sold,1000,0x0cea5b,jmg,0.75Ξ ($565),"Dec 26, 2017"
73,Offered,1000,,,0.75Ξ ($565),"Dec 26, 2017"
74,Transfer,1000,0xc5d739,0x0cea5b,,"Jul 24, 2017"
75,Bid,1000,0x7760e0,,0.35Ξ ($97),"Jul 03, 2017"
76,Bid,1000,0xa0a59c,,0.35Ξ ($97),"Jul 03, 2017"
77,Bid,1000,0x7760e0,,0.33Ξ ($91),"Jul 03, 2017"
78,Bid,1000,0xa0a59c,,0.33Ξ ($93),"Jun 30, 2017"
79,Claimed,1000,,0xc5d739,,"Jun 23, 2017"
0,Sold,1001,0x74be0a,0x9b4da8,"175Ξ ($565,037)","Aug 28, 2021"
1,Bid Withdrawn,1001,0x9b4da8,,"169Ξ ($545,664)","Aug 28, 2021"
2,Offered,1001,,,"175Ξ ($568,052)","Aug 28, 2021"
3,Bid,1001,0x9b4da8,,"169Ξ ($548,576)","Aug 28, 2021"
4,Offered,1001,,,"180Ξ ($584,282)","Aug 28, 2021"
5,Offered,1001,,,"159.99Ξ ($520,167)","Aug 28, 2021"
6,Offered,1001,,,"139.99Ξ ($469,391)","Aug 24, 2021"
7,Offered,1001,,,"119.99Ξ ($398,277)","Aug 23, 2021"
8,Bid Withdrawn,1001,0x073e9b,,"75Ξ ($250,632)","Aug 23, 2021"
9,Bid,1001,0x073e9b,,"75Ξ ($251,148)","Aug 23, 2021"
10,Offered,1001,,,"89.99Ξ ($251,626)","Aug 05, 2021"
11,Offered,1001,,,"69.99Ξ ($183,518)","Aug 01, 2021"
12,Offered,1001,,,"49.99Ξ ($122,067)","Jul 30, 2021"
13,Bid Withdrawn,1001,0x574a3f,,"30Ξ ($68,852)","Jul 28, 2021"
14,Bid,1001,0x574a3f,,"30Ξ ($68,690)","Jul 28, 2021"
15,Bid Withdrawn,1001,peachlab…,,"30Ξ ($59,411)","Jul 18, 2021"
16,Bid,1001,peachlab…,,"30Ξ ($56,948)","Jul 17, 2021"
17,Offered,1001,,,"39.99Ξ ($75,533)","Jul 17, 2021"
18,Bid Withdrawn,1001,0x9aad50,,"23Ξ ($43,812)","Jul 15, 2021"
19,Offered,1001,,,"29.99Ξ ($59,919)","Jul 14, 2021"
20,Bid,1001,0x9aad50,,"23Ξ ($43,601)","Jul 14, 2021"
21,Bid Withdrawn,1001,0xb85eaf,,"22Ξ ($50,901)","Jul 06, 2021"
22,Offered,1001,,,"26.99Ξ ($59,522)","Jul 06, 2021"
23,Bid,1001,0xb85eaf,,"22Ξ ($46,016)","Jul 01, 2021"
24,Bid,1001,0xbebcf6,,"21.33Ξ ($44,615)","Jul 01, 2021"
25,Bid,1001,0xb85eaf,,"21.11Ξ ($44,155)","Jul 01, 2021"
26,Offered,1001,,,"24.99Ξ ($45,864)","Jun 25, 2021"
27,Sold,1001,sartoshi…,0x74be0a,"19.50Ξ ($46,044)","May 30, 2021"
28,Offered,1001,,,"20.50Ξ ($48,857)","May 30, 2021"
29,Offered,1001,,,"20.75Ξ ($47,820)","May 30, 2021"
30,Offered,1001,,,"21Ξ ($47,323)","May 29, 2021"
31,Bid,1001,0x74be0a,,"19.50Ξ ($43,942)","May 29, 2021"
32,Offered,1001,,,"21.50Ξ ($48,449)","May 29, 2021"
33,Offered,1001,,,"21.90Ξ ($50,831)","May 29, 2021"
34,Offered,1001,,,"22Ξ ($55,227)","May 29, 2021"
35,Offered,1001,,,"23Ξ ($57,272)","May 28, 2021"
36,Offered,1001,,,"24Ξ ($61,189)","May 28, 2021"
37,Offered,1001,,,"24.50Ξ ($62,478)","May 28, 2021"
38,Offered,1001,,,"25Ξ ($68,091)","May 28, 2021"
39,Offered,1001,,,"26Ξ ($72,177)","May 27, 2021"
40,Offered,1001,,,"29Ξ ($79,821)","May 27, 2021"
41,Offered,1001,,,"38Ξ ($108,202)","May 27, 2021"
42,Offered,1001,,,"40Ξ ($113,202)","May 26, 2021"
43,Offered,1001,,,"50Ξ ($128,620)","May 25, 2021"
44,Offered,1001,,,"60Ξ ($157,660)","May 24, 2021"
45,Offered,1001,,,"70Ξ ($192,690)","May 20, 2021"
46,Offered,1001,,,"80Ξ ($269,627)","May 18, 2021"
47,Offered,1001,,,"90Ξ ($319,288)","May 16, 2021"
48,Offered,1001,,,"100Ξ ($373,585)","May 16, 2021"
49,Bid Withdrawn,1001,anonymou…,,"16.50Ξ ($66,864)","May 15, 2021"
50,Sold,1001,0x194171,sartoshi…,"19Ξ ($76,995)","May 15, 2021"
51,Offered,1001,,,"19Ξ ($76,995)","May 15, 2021"
52,Bid,1001,anonymou…,,"16.50Ξ ($67,655)","May 15, 2021"
53,Bid Withdrawn,1001,point-gr…,,"15.10Ξ ($61,779)","May 15, 2021"
54,Offered,1001,,,"19.50Ξ ($79,781)","May 15, 2021"
55,Bid,1001,point-gr…,,"15.10Ξ ($61,779)","May 15, 2021"
56,Offered,1001,,,"19Ξ ($77,735)","May 14, 2021"
57,Offered,1001,,,"21Ξ ($84,297)","May 14, 2021"
58,Bid,1001,0xb5e6ac,,"14Ξ ($53,587)","May 14, 2021"
59,Offered,1001,,,"20Ξ ($74,078)","May 14, 2021"
60,Sold,1001,0xff6492,0x194171,"7.30Ξ ($27,057)","May 13, 2021"
61,Bid,1001,0x194171,,"7.30Ξ ($27,057)","May 13, 2021"
62,Bid,1001,0x4d33a9,,"7.25Ξ ($27,211)","May 13, 2021"
63,Bid Withdrawn,1001,0xa6bb24,,"1Ξ ($1,544)","Feb 02, 2021"
64,Bid,1001,0xa6bb24,,"1Ξ ($1,015)","Jan 13, 2021"
65,Bid,1001,0x6611fe,,0.15Ξ ($41),"Jul 03, 2017"
66,Claimed,1001,,0xff6492,,"Jun 23, 2017"
0,Transfer,1002,0x6ef237,0x9df947,,"Jul 30, 2021"
1,Offered,1002,,,"95Ξ ($204,163)","Apr 12, 2021"
2,Sold,1002,jesterbo…,0x6ef237,"19.95Ξ ($35,785)","Feb 11, 2021"
3,Offered,1002,,,"19.95Ξ ($34,814)","Feb 10, 2021"
4,Bid Withdrawn,1002,0xe369a8,,"8Ξ ($11,040)","Jan 30, 2021"
5,Bid,1002,0xe369a8,,"8Ξ ($11,040)","Jan 30, 2021"
6,Bid Withdrawn,1002,0xf1b658,,"7Ξ ($8,765)","Jan 22, 2021"
7,Bid,1002,0xf1b658,,"7Ξ ($8,696)","Jan 17, 2021"
8,Bid,1002,jmg,,"6.80Ξ ($7,546)","Jan 05, 2021"
9,Transfer,1002,0x4d17cf,jesterbo…,,"Oct 31, 2020"
10,Offer Withdrawn,1002,,,,"Oct 26, 2020"
11,Bid Withdrawn,1002,Dude_Nak…,,"6Ξ ($2,439)","Oct 23, 2020"
12,Offered,1002,,,"25Ξ ($10,143)","Oct 23, 2020"
13,Bid,1002,Dude_Nak…,,"6Ξ ($2,374)","Oct 22, 2020"
14,Bid,1002,H6A5-0x,,"3Ξ ($1,188)","Oct 21, 2020"
15,Bid,1002,TJ2010,,1Ξ ($396),"Oct 21, 2020"
16,Claimed,1002,,0x4d17cf,,"Jun 23, 2017"
0,Bid,1003,0x9ee4ca,,"15Ξ ($47,700)","Aug 30, 2021"
1,Bid,1003,0x6d5678,,<0.01Ξ ($<0.01),"Jul 13, 2021"
2,Bid,1003,0x43588d,,<0.01Ξ ($<0.01),"Mar 21, 2021"
3,Transfer,1003,0x6c0d84,0x6ba492,,"Mar 09, 2021"
4,Sold,1003,0x6dabf8,0x6c0d84,"22Ξ ($40,457)","Mar 09, 2021"
5,Offered,1003,,,"22Ξ ($32,572)","Mar 05, 2021"
6,Sold,1003,0xef768e,0x6dabf8,"22Ξ ($33,965)","Mar 02, 2021"
7,Offered,1003,,,"22Ξ ($34,549)","Mar 02, 2021"
8,Bid,1003,0x64cb2f,,<0.01Ξ ($<0.01),"Dec 13, 2020"
9,Claimed,1003,,0xef768e,,"Jun 23, 2017"
0,Sold,1004,0x251fee,0xc2e32b,"142Ξ ($462,635)","Aug 29, 2021"
1,Offered,1004,,,"142Ξ ($462,635)","Aug 29, 2021"
2,Offer Withdrawn,1004,,,,"Apr 28, 2021"
3,Offered,1004,,,"26Ξ ($55,833)","Apr 12, 2021"
4,Offered,1004,,,"27Ξ ($55,675)","Apr 05, 2021"
5,Offered,1004,,,"29Ξ ($49,232)","Mar 27, 2021"
6,Transfer,1004,0xe03559,0x251fee,,"Mar 07, 2021"
7,Claimed,1004,,0xe03559,,"Jun 23, 2017"
0,Offered,1005,,,"198Ξ ($746,260)","Sep 01, 2021"
1,Offered,1005,,,"249Ξ ($926,417)","Sep 01, 2021"
2,Offered,1005,,,"299Ξ ($969,938)","Aug 28, 2021"
3,Offered,1005,,,400Ξ ($1.27M),"Aug 17, 2021"
4,Offer Withdrawn,1005,,,,"Aug 17, 2021"
5,Offered,1005,,,"500Ξ ($860,130)","Mar 22, 2021"
6,Sold,1005,tchen.et…,0x03490e,"42Ξ ($76,259)","Mar 19, 2021"
7,Offered,1005,,,"42Ξ ($65,570)","Mar 04, 2021"
8,Sold,1005,0xe03559,tchen.et…,"30Ξ ($47,116)","Mar 02, 2021"
9,Bid Withdrawn,1005,0xaae8c5,,"20Ξ ($31,410)","Mar 02, 2021"
10,Bid,1005,0xaae8c5,,"20Ξ ($31,410)","Mar 02, 2021"
11,Offered,1005,,,"30Ξ ($47,028)","Mar 02, 2021"
12,Claimed,1005,,0xe03559,,"Jun 23, 2017"
0,Sold,1006,anonymou…,gary.vee…,"25.75Ξ ($47,785)","Jun 25, 2021"
1,Offered,1006,,,"25.75Ξ ($47,877)","Jun 25, 2021"
2,Offered,1006,,,"26.25Ξ ($52,530)","Jun 24, 2021"
3,Offered,1006,,,"26.95Ξ ($52,906)","Jun 24, 2021"
4,Offered,1006,,,"28.50Ξ ($56,852)","Jun 23, 2021"
5,Sold,1006,0xe281b9,anonymou…,"25.49Ξ ($62,886)","Apr 26, 2021"
6,Bid Withdrawn,1006,kevallin…,,"22.50Ξ ($50,039)","Apr 18, 2021"
7,Bid,1006,kevallin…,,"22.50Ξ ($53,477)","Apr 17, 2021"
8,Bid,1006,kevallin…,,"21Ξ ($49,912)","Apr 17, 2021"
9,Bid Withdrawn,1006,0xe53ef2,,0.10Ξ ($244),"Apr 17, 2021"
10,Bid,1006,0xe53ef2,,0.10Ξ ($244),"Apr 17, 2021"
11,Offered,1006,,,"25.49Ξ ($52,572)","Apr 09, 2021"
12,Offer Withdrawn,1006,,,,"Apr 08, 2021"
13,Offered,1006,,,"25Ξ ($44,185)","Mar 29, 2021"
14,Offer Withdrawn,1006,,,,"Mar 17, 2021"
15,Offered,1006,,0x450638,"40Ξ ($71,059)","Mar 16, 2021"
16,Offered,1006,,,"40Ξ ($59,360)","Mar 02, 2021"
17,Sold,1006,0xe03559,0xe281b9,"22Ξ ($34,347)","Mar 02, 2021"
18,Bid Withdrawn,1006,wookie.e…,,"20.10Ξ ($31,381)","Mar 02, 2021"
19,Offered,1006,,,"22Ξ ($34,347)","Mar 02, 2021"
20,Bid,1006,wookie.e…,,"20.10Ξ ($31,381)","Mar 02, 2021"
21,Bid,1006,0xe281b9,,"20Ξ ($31,225)","Mar 02, 2021"
22,Offered,1006,,0x000000,"20Ξ ($31,225)","Mar 02, 2021"
23,Bid,1006,punksded…,,"17Ξ ($26,699)","Mar 02, 2021"
24,Claimed,1006,,0xe03559,,"Jun 23, 2017"
0,Bid Withdrawn,1007,0xe03559,,"26Ξ ($56,207)","Jul 25, 2021"
1,Sold,1007,0xef768e,0xc9b378,"28Ξ ($55,613)","Jul 22, 2021"
2,Bid,1007,0xe03559,,"26Ξ ($51,508)","Jul 21, 2021"
3,Bid,1007,0xc9b378,,"24Ξ ($45,727)","Jul 21, 2021"
4,Bid Withdrawn,1007,0xb5696e,,"20.50Ξ ($38,258)","Jul 17, 2021"
5,Offered,1007,,,"28Ξ ($52,392)","Jul 17, 2021"
6,Bid,1007,0xb5696e,,"20.50Ξ ($38,418)","Jul 17, 2021"
7,Offered,1007,,,"33Ξ ($70,823)","Jun 29, 2021"
8,Offered,1007,,,"50Ξ ($88,591)","Mar 17, 2021"
9,Offer Withdrawn,1007,,,,"Mar 06, 2021"
10,Offered,1007,,,"25Ξ ($38,898)","Mar 06, 2021"
11,Claimed,1007,,0xef768e,,"Jun 23, 2017"
0,Offer Withdrawn,1008,,,,"Apr 08, 2021"
1,Offered,1008,,,"36Ξ ($64,739)","Mar 21, 2021"
2,Offer Withdrawn,1008,,,,"Mar 09, 2021"
3,Offered,1008,,,"35Ξ ($60,949)","Mar 08, 2021"
4,Offer Withdrawn,1008,,,,"Mar 06, 2021"
5,Offered,1008,,,"32Ξ ($49,789)","Mar 06, 2021"
6,Offer Withdrawn,1008,,,,"Mar 04, 2021"
7,Offer Withdrawn,1008,,,,"Mar 04, 2021"
8,Offered,1008,,,"23Ξ ($35,825)","Mar 04, 2021"
9,Claimed,1008,,0xef768e,,"Jun 23, 2017"
0,Offered,1009,,,350Ξ ($1.14M),"Aug 29, 2021"
1,Transfer,1009,0x4680cb,0xf9ff23,,"Aug 22, 2021"
2,Sold,1009,lovepunk…,0x4680cb,"73Ξ ($190,184)","Aug 01, 2021"
3,Offered,1009,,0x4680cb,"73Ξ ($190,184)","Aug 01, 2021"
4,Offered,1009,,,"75Ξ ($194,666)","Aug 01, 2021"
5,Bid Withdrawn,1009,0xe03559,,"60Ξ ($155,733)","Aug 01, 2021"
6,Sold,1009,0xef768e,lovepunk…,"65Ξ ($168,711)","Aug 01, 2021"
7,Bid,1009,0xe03559,,"60Ξ ($155,733)","Aug 01, 2021"
8,Bid,1009,0x727646,,"55Ξ ($140,277)","Aug 01, 2021"
9,Bid Withdrawn,1009,0x727646,,"50Ξ ($127,524)","Aug 01, 2021"
10,Bid,1009,0x727646,,"50Ξ ($126,579)","Jul 31, 2021"
11,Bid Withdrawn,1009,0x516358,,"30.33Ξ ($99,957)","May 03, 2021"
12,Bid,1009,0x516358,,"30.33Ξ ($74,578)","Apr 26, 2021"
13,Bid,1009,frankyni…,,"0.50Ξ ($1,029)","Apr 08, 2021"
14,Offered,1009,,,"65Ξ ($115,335)","Mar 22, 2021"
15,Bid Withdrawn,1009,0xddfdcb,,"26.50Ξ ($48,408)","Mar 17, 2021"
16,Bid,1009,0xddfdcb,,"26.50Ξ ($46,656)","Mar 17, 2021"
17,Bid Withdrawn,1009,0x0503ed,,"25Ξ ($37,175)","Feb 27, 2021"
18,Bid,1009,0x0503ed,,"25Ξ ($36,523)","Feb 27, 2021"
19,Bid Withdrawn,1009,0x596572,,"30Ξ ($49,358)","Feb 25, 2021"
20,Bid,1009,0x596572,,"30Ξ ($49,358)","Feb 25, 2021"
21,Claimed,1009,,0xef768e,,"Jun 23, 2017"
0,Sold,1010,0x90be4e,laggy.et…,"50Ξ ($173,045)","May 07, 2021"
1,Bid Withdrawn,1010,laggy.et…,,"46.69Ξ ($161,590)","May 07, 2021"
2,Bid,1010,laggy.et…,,"46.69Ξ ($164,139)","May 07, 2021"
3,Offered,1010,,,"50Ξ ($170,951)","May 05, 2021"
4,Offered,1010,,,"52Ξ ($175,947)","May 04, 2021"
5,Offered,1010,,,"54Ξ ($157,974)","May 01, 2021"
6,Bid Withdrawn,1010,0xe3bf86,,"21Ξ ($38,474)","Mar 29, 2021"
7,Bid,1010,0xe3bf86,,"21Ξ ($33,853)","Mar 25, 2021"
8,Sold,1010,0xca8fe4,0x90be4e,"18Ξ ($28,601)","Feb 03, 2021"
9,Offered,1010,,,"18Ξ ($28,601)","Feb 03, 2021"
10,Transfer,1010,0x00bd9f,0xca8fe4,,"Mar 07, 2018"
11,Bid,1010,0x717403,,0.06Ξ ($15),"Jun 26, 2017"
12,Bid,1010,0x9be1c7,,0.06Ξ ($15),"Jun 26, 2017"
13,Bid,1010,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
14,Claimed,1010,,0x00bd9f,,"Jun 23, 2017"
0,Sold,1011,0x4efad7,0xa8f8f5,"123.85Ξ ($399,653)","Aug 28, 2021"
1,Offered,1011,,,"123.85Ξ ($401,426)","Aug 28, 2021"
2,Offered,1011,,,"114.95Ξ ($373,731)","Aug 28, 2021"
3,Offered,1011,,,"107.95Ξ ($350,183)","Aug 28, 2021"
4,Offered,1011,,,"97.95Ξ ($307,718)","Aug 27, 2021"
5,Offered,1011,,,"93.95Ξ ($310,686)","Aug 24, 2021"
6,Offered,1011,,,"93.95Ξ ($310,686)","Aug 24, 2021"
7,Offered,1011,,,"95.36Ξ ($263,420)","Aug 06, 2021"
8,Offered,1011,,,"71.55Ξ ($166,643)","Jul 29, 2021"
9,Offered,1011,,,"198.10Ξ ($627,858)","May 03, 2021"
10,Sold,1011,anonymou…,0x4efad7,"23.85Ξ ($75,243)","May 03, 2021"
11,Bid,1011,0x4efad7,,"23.85Ξ ($73,785)","May 03, 2021"
12,Offered,1011,,,"24.95Ξ ($72,990)","May 01, 2021"
13,Offered,1011,,,"26.75Ξ ($73,583)","Apr 30, 2021"
14,Sold,1011,AZonneve…,anonymou…,"22.85Ξ ($56,373)","Apr 26, 2021"
15,Offered,1011,,,"22.85Ξ ($52,620)","Apr 24, 2021"
16,Offered,1011,,,"23.85Ξ ($54,102)","Apr 21, 2021"
17,(Unwrap),1011,WrappedC…,AZonneve…,,"Apr 21, 2021"
18,(Wrap),1011,0xff73ce,WrappedC…,,"Apr 03, 2021"
19,Transfer,1011,0xb34860,0xff73ce,,"Apr 03, 2021"
20,Bid Withdrawn,1011,bn89.eth,,"11.25Ξ ($23,669)","Apr 03, 2021"
21,Bid,1011,bn89.eth,,"11.25Ξ ($23,669)","Apr 03, 2021"
22,Sold,1011,0xe1c336,0xb34860,"13.50Ξ ($28,403)","Apr 03, 2021"
23,Bid,1011,🤹🏻‍♂.e…,,"11Ξ ($23,143)","Apr 03, 2021"
24,Offered,1011,,,"13.50Ξ ($28,403)","Apr 03, 2021"
25,Offered,1011,,,"17.99Ξ ($36,913)","Apr 02, 2021"
26,Offered,1011,,,"24.99Ξ ($49,280)","Apr 01, 2021"
27,Offered,1011,,,"29.99Ξ ($58,142)","Mar 31, 2021"
28,Offered,1011,,,"39.99Ξ ($66,466)","Mar 26, 2021"
29,Offered,1011,,,"28.99Ξ ($46,959)","Mar 26, 2021"
30,Offered,1011,,,"23.50Ξ ($37,647)","Mar 26, 2021"
31,Offered,1011,,,"29.99Ξ ($48,038)","Mar 24, 2021"
32,Offered,1011,,,"28.99Ξ ($48,434)","Mar 23, 2021"
33,Offered,1011,,,"29.49Ξ ($52,606)","Mar 21, 2021"
34,Offered,1011,,,"29.99Ξ ($53,224)","Mar 21, 2021"
35,Offered,1011,,,"22.99Ξ ($41,084)","Mar 21, 2021"
36,Offered,1011,,,"49.99Ξ ($88,967)","Mar 18, 2021"
37,Offered,1011,,,"70.00Ξ ($127,870)","Mar 17, 2021"
38,Offered,1011,,,"88Ξ ($156,050)","Mar 15, 2021"
39,Offered,1011,,,888Ξ ($1.57M),"Mar 15, 2021"
40,Sold,1011,magicdhz…,0xe1c336,"26Ξ ($46,106)","Mar 15, 2021"
41,Offered,1011,,,"26Ξ ($48,990)","Mar 15, 2021"
42,Sold,1011,0xa3cb30,magicdhz…,"23.50Ξ ($44,280)","Mar 15, 2021"
43,Offered,1011,,,"23.50Ξ ($43,431)","Mar 14, 2021"
44,Offer Withdrawn,1011,,,,"Oct 09, 2020"
45,Offered,1011,,,"7.50Ξ ($2,634)","Oct 06, 2020"
46,Transfer,1011,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
47,Claimed,1011,,0x00bd9f,,"Jun 23, 2017"
0,Bid Withdrawn,1012,0x7d6fd7,,0.05Ξ ($93),"Mar 13, 2021"
1,Bid,1012,0x7d6fd7,,0.05Ξ ($89),"Mar 13, 2021"
2,Sold,1012,0x5b098b,0x00b278,0.29Ξ ($70),"Jul 07, 2017"
3,Bid,1012,0x7760e0,,0.04Ξ ($12),"Jun 28, 2017"
4,Offered,1012,,,0.29Ξ ($83),"Jun 27, 2017"
5,Claimed,1012,,0x5b098b,,"Jun 23, 2017"
0,Offered,1013,,,"145Ξ ($494,669)","Aug 31, 2021"
1,Offered,1013,,,"169Ξ ($542,493)","Aug 30, 2021"
2,Offered,1013,,,"240Ξ ($773,882)","Aug 28, 2021"
3,Offered,1013,,,"189Ξ ($611,502)","Aug 28, 2021"
4,Offered,1013,,,"169Ξ ($549,461)","Aug 28, 2021"
5,Bid Withdrawn,1013,0xf413af,,"80Ξ ($265,540)","Aug 23, 2021"
6,Offered,1013,,,"145Ξ ($481,291)","Aug 23, 2021"
7,Bid,1013,0xf413af,,"80Ξ ($267,574)","Aug 23, 2021"
8,Offered,1013,,,"95Ξ ($306,735)","Aug 22, 2021"
9,Sold,1013,rockinro…,0x186980,"69.42Ξ ($214,363)","Aug 10, 2021"
10,Bid Withdrawn,1013,xxyyjshc…,,"38Ξ ($112,105)","Aug 09, 2021"
11,Offered,1013,,,"69.42Ξ ($217,467)","Aug 08, 2021"
12,Offered,1013,,,"73.48Ξ ($213,114)","Aug 06, 2021"
13,Bid,1013,xxyyjshc…,,"38Ξ ($106,898)","Aug 06, 2021"
14,Offered,1013,,,"75.69Ξ ($213,904)","Aug 05, 2021"
15,Offered,1013,,,"69.42Ξ ($180,993)","Aug 05, 2021"
16,Offered,1013,,,"68.48Ξ ($170,468)","Aug 03, 2021"
17,Offered,1013,,,"90.48Ξ ($229,057)","Jul 31, 2021"
18,Offered,1013,,,"53.25Ξ ($131,099)","Jul 31, 2021"
19,Sold,1013,0x577ebc,rockinro…,"29.49Ξ ($68,133)","Jul 28, 2021"
20,Bid Withdrawn,1013,rockinro…,,"28.48Ξ ($65,800)","Jul 28, 2021"
21,Offered,1013,,,"29.49Ξ ($67,522)","Jul 28, 2021"
22,Bid,1013,rockinro…,,"28.48Ξ ($66,487)","Jul 28, 2021"
23,Bid Withdrawn,1013,rockinro…,,"27Ξ ($63,032)","Jul 28, 2021"
24,Bid,1013,rockinro…,,"27Ξ ($60,921)","Jul 27, 2021"
25,Bid Withdrawn,1013,0xb16386,,"21.60Ξ ($46,528)","Jul 09, 2021"
26,Bid,1013,0xb16386,,"21.60Ξ ($46,097)","Jul 09, 2021"
27,Offered,1013,,,"29.99Ξ ($118,682)","May 11, 2021"
28,Transfer,1013,0xcbd482,0x577ebc,,"Jan 30, 2021"
29,Bid Withdrawn,1013,niwin,,0.40Ξ ($509),"Jan 27, 2021"
30,Bid,1013,niwin,,0.40Ξ ($488),"Jan 17, 2021"
31,Bid Withdrawn,1013,magikarp…,,0Ξ ($12),"Jan 17, 2021"
32,Bid,1013,magikarp…,,0Ξ ($12),"Jan 17, 2021"
