,Type,Punk,From,To,Amount,Txn
0,Sold,5000,0xa9bfa9,0x717403,0.30Ξ ($67),"Aug 03, 2017"
1,Bid,5000,0x717403,,0.30Ξ ($80),"Jul 05, 2017"
2,Bid,5000,0xa0a59c,,0.30Ξ ($81),"Jul 04, 2017"
3,Bid Withdrawn,5000,0x717403,,0.06Ξ ($16),"Jul 04, 2017"
4,Bid,5000,0x717403,,0.06Ξ ($15),"Jun 26, 2017"
5,Bid,5000,0x9be1c7,,0.06Ξ ($15),"Jun 26, 2017"
6,Claimed,5000,,0xa9bfa9,,"Jun 23, 2017"
0,Transfer,5001,0x0601d0,0x31a5ff,,"Aug 07, 2021"
1,Transfer,5001,0x7e5280,0x0601d0,,"Jun 05, 2019"
2,Transfer,5001,0xd27e3f,0x7e5280,,"Oct 04, 2017"
3,Bid Withdrawn,5001,0xc352b5,,0.50Ξ ($150),"Sep 10, 2017"
4,Sold,5001,Zieg,0xd27e3f,1.20Ξ ($247),"Jul 29, 2017"
5,Offered,5001,,,1.20Ξ ($247),"Jul 29, 2017"
6,Offered,5001,,,1.90Ξ ($387),"Jul 25, 2017"
7,Bid,5001,0xc352b5,,0.50Ξ ($108),"Jul 21, 2017"
8,Offered,5001,,,1.60Ξ ($362),"Jul 20, 2017"
9,Offer Withdrawn,5001,,,,"Jul 19, 2017"
10,Offered,5001,,,1.90Ξ ($431),"Jul 18, 2017"
11,Bid,5001,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
12,Claimed,5001,,Zieg,,"Jun 23, 2017"
0,Transfer,5002,0xd0d05e,0x18e804,,"Jul 17, 2021"
1,Sold,5002,FunBum69,0xd0d05e,"205Ξ ($382,579)","Jul 17, 2021"
2,Bid,5002,0xd0d05e,,"205Ξ ($382,579)","Jul 17, 2021"
3,Bid Withdrawn,5002,0xd0d05e,,"204Ξ ($380,713)","Jul 17, 2021"
4,Offered,5002,,,"215Ξ ($400,723)","Jul 17, 2021"
5,Bid,5002,0xd0d05e,,"204Ξ ($381,717)","Jul 17, 2021"
6,Bid Withdrawn,5002,0xd0d05e,,"184Ξ ($344,293)","Jul 17, 2021"
7,Bid,5002,0xd0d05e,,"184Ξ ($349,843)","Jul 16, 2021"
8,Offered,5002,,,"235Ξ ($437,079)","Jul 16, 2021"
9,Offered,5002,,,"240Ξ ($461,628)","Jul 15, 2021"
10,Bid Withdrawn,5002,0x023ef7,,"120Ξ ($229,343)","Jul 15, 2021"
11,Offered,5002,,,"245Ξ ($471,329)","Jul 15, 2021"
12,Offered,5002,,,"255Ξ ($489,182)","Jul 15, 2021"
13,Offered,5002,,,"259Ξ ($485,521)","Jul 14, 2021"
14,Bid,5002,0x023ef7,,"120Ξ ($226,855)","Jul 14, 2021"
15,Offered,5002,,,"269Ξ ($508,534)","Jul 14, 2021"
16,Offered,5002,,,"295Ξ ($563,441)","Jul 14, 2021"
17,Offered,5002,,,"345.67Ξ ($689,204)","Jul 13, 2021"
18,Offered,5002,,,"385Ξ ($808,361)","Jul 12, 2021"
19,Offered,5002,,,"420Ξ ($889,736)","Jul 03, 2021"
20,Offer Withdrawn,5002,,,,"Jun 09, 2021"
21,Offered,5002,,,9KΞ ($31.08M),"May 07, 2021"
22,Offered,5002,,,6.9KΞ ($14.71M),"Apr 20, 2021"
23,Offered,5002,,,4.2KΞ ($7.54M),"Mar 21, 2021"
24,Offered,5002,,,1.5KΞ ($2.71M),"Mar 12, 2021"
25,Offered,5002,,,840Ξ ($1.49M),"Mar 11, 2021"
26,Offered,5002,,,"500.20Ξ ($765,856)","Mar 05, 2021"
27,Offered,5002,,,840Ξ ($1.16M),"Feb 28, 2021"
28,Offered,5002,,,950Ξ ($1.55M),"Feb 25, 2021"
29,Offer Withdrawn,5002,,,,"Feb 22, 2021"
30,Offered,5002,,,600Ξ ($1.17M),"Feb 19, 2021"
31,Offered,5002,,,"420Ξ ($775,480)","Feb 13, 2021"
32,Offered,5002,,,"375Ξ ($484,781)","Jan 24, 2021"
33,Offer Withdrawn,5002,,,,"Jan 11, 2021"
34,Offered,5002,,,"375Ξ ($452,100)","Jan 08, 2021"
35,Offered,5002,,,"250Ξ ($87,710)","Oct 08, 2020"
36,Transfer,5002,BumFun69,FunBum69,,"Jun 01, 2020"
37,Sold,5002,0x4960c4…,BumFun69,"49Ξ ($11,542)","Jun 01, 2020"
38,Bid Withdrawn,5002,TokenAng…,,"12Ξ ($2,491)","May 23, 2020"
39,Bid,5002,TokenAng…,,"12Ξ ($2,419)","May 22, 2020"
40,Offered,5002,,,"49Ξ ($10,458)","May 20, 2020"
41,Bid Withdrawn,5002,TokenAng…,,"5Ξ ($1,067)","May 07, 2020"
42,Bid,5002,TokenAng…,,"5Ξ ($1,039)","May 06, 2020"
43,Bid Withdrawn,5002,EliteCat…,,4.40Ξ ($776),"Oct 01, 2019"
44,Bid,5002,EliteCat…,,4.40Ξ ($766),"Sep 28, 2019"
45,Offer Withdrawn,5002,,,,"Dec 03, 2018"
46,Offered,5002,,,"9Ξ ($7,783)","Mar 04, 2018"
47,Sold,5002,0x8ba3e2,0x4960c4…,0.26Ξ ($88),"Oct 13, 2017"
48,Offered,5002,,,0.26Ξ ($88),"Oct 13, 2017"
49,Offered,5002,,,0.26Ξ ($88),"Oct 13, 2017"
50,Offered,5002,,,0.28Ξ ($85),"Oct 11, 2017"
51,Offered,5002,,,0.30Ξ ($91),"Oct 11, 2017"
52,Transfer,5002,0xc0f5dd,0x8ba3e2,,"Oct 09, 2017"
53,Offer Withdrawn,5002,,,,"Sep 26, 2017"
54,Offered,5002,,,0.50Ξ ($142),"Sep 19, 2017"
55,Bid,5002,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
56,Claimed,5002,,0xc0f5dd,,"Jun 23, 2017"
0,Transfer,5003,sov,sov.eth,,"Apr 25, 2021"
1,Claimed,5003,,sov,,"Jun 23, 2017"
0,Offer Withdrawn,5004,,,,"Aug 23, 2021"
1,Offered,5004,,,"135Ξ ($439,590)","Aug 22, 2021"
2,Offered,5004,,,"115Ξ ($318,886)","Aug 06, 2021"
3,Offered,5004,,,"95Ξ ($255,327)","Aug 05, 2021"
4,Offered,5004,,,"75Ξ ($187,011)","Aug 03, 2021"
5,Offered,5004,,,"100Ξ ($215,863)","Jun 30, 2021"
6,Sold,5004,0xa5c80b,droscott…,"25Ξ ($45,716)","Feb 22, 2021"
7,Offered,5004,,,"25Ξ ($47,688)","Feb 18, 2021"
8,Sold,5004,0x4960c4…,0xa5c80b,"5.95Ξ ($4,384)","Dec 31, 2020"
9,Bid Withdrawn,5004,0xa5c80b,,"5.25Ξ ($3,868)","Dec 31, 2020"
10,Bid,5004,0xa5c80b,,"5.25Ξ ($3,883)","Dec 30, 2020"
11,Bid,5004,0xc155f9,,"4.75Ξ ($3,084)","Dec 27, 2020"
12,Offered,5004,,,"5.95Ξ ($3,738)","Dec 26, 2020"
13,Bid Withdrawn,5004,0x4fa27c,,"4Ξ ($2,452)","Dec 23, 2020"
14,Bid,5004,0x4fa27c,,"4Ξ ($2,452)","Dec 23, 2020"
15,Sold,5004,ChrisR,0x4960c4…,0.84Ξ ($327),"Aug 05, 2020"
16,Offered,5004,,,0.84Ξ ($327),"Aug 05, 2020"
17,Transfer,5004,Pranksy,ChrisR,,"Jul 02, 2020"
18,Offered,5004,,,1.25Ξ ($303),"Jun 23, 2020"
19,Offered,5004,,,1.79Ξ ($365),"May 26, 2020"
20,Offered,5004,,,1.49Ξ ($298),"May 15, 2020"
21,Offered,5004,,,1Ξ ($209),"Aug 13, 2019"
22,Sold,5004,0x00d7c9,Pranksy,0.25Ξ ($53),"Aug 12, 2019"
23,Offered,5004,,,0.25Ξ ($53),"Aug 12, 2019"
24,Offered,5004,,,0.50Ξ ($138),"Jul 12, 2019"
25,Offered,5004,,,"4Ξ ($1,074)","Jun 16, 2019"
26,Offered,5004,,,0.70Ξ ($120),"Apr 22, 2019"
27,Claimed,5004,,0x00d7c9,,"Jun 23, 2017"
0,Transfer,5005,0xe5545c,0xdb9187,,"May 09, 2021"
1,Transfer,5005,0x7fdc01,0xe5545c,,"May 07, 2021"
2,Transfer,5005,0x1e243e,0x7fdc01,,"Feb 19, 2021"
3,Sold,5005,Carlini8,0x1e243e,"14.99Ξ ($28,779)","Feb 19, 2021"
4,Offered,5005,,,"14.99Ξ ($27,666)","Feb 17, 2021"
5,Offered,5005,,,"15Ξ ($25,644)","Feb 15, 2021"
6,Sold,5005,0xa3cb30,Carlini8,"12.50Ξ ($21,370)","Feb 15, 2021"
7,Offered,5005,,,"12.50Ξ ($14,211)","Jan 15, 2021"
8,Offered,5005,,,"8.10Ξ ($2,859)","Oct 06, 2020"
9,Transfer,5005,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
10,Claimed,5005,,0x00bd9f,,"Jun 23, 2017"
0,Bid Withdrawn,5006,0x889233,,"17Ξ ($31,340)","Mar 30, 2021"
1,Bid,5006,0x889233,,"17Ξ ($31,340)","Mar 30, 2021"
2,Sold,5006,0xa3cb30,0xfc80c3,"19.99Ξ ($36,853)","Mar 30, 2021"
3,Bid Withdrawn,5006,0x889233,,"18Ξ ($33,184)","Mar 30, 2021"
4,Bid,5006,0x889233,,"18Ξ ($33,184)","Mar 30, 2021"
5,Offered,5006,,,"19.99Ξ ($36,712)","Mar 30, 2021"
6,Offered,5006,,,"21.50Ξ ($36,613)","Mar 29, 2021"
7,Offered,5006,,,"24.99Ξ ($43,018)","Mar 28, 2021"
8,Offer Withdrawn,5006,,,,"Mar 24, 2021"
9,Offered,5006,,,"28.50Ξ ($51,125)","Mar 21, 2021"
10,Offered,5006,,,"31.99Ξ ($58,441)","Mar 20, 2021"
11,Transfer,5006,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
12,Claimed,5006,,0x00bd9f,,"Jun 23, 2017"
0,Sold,5007,0x00bd9f,0x7760e0,0.32Ξ ($88),"Jul 03, 2017"
1,Offered,5007,,,0.32Ξ ($91),"Jul 02, 2017"
2,Claimed,5007,,0x00bd9f,,"Jun 23, 2017"
0,Transfer,5008,0x8bb4f3,0xbf23b3,,"Aug 15, 2021"
1,Offer Withdrawn,5008,,,,"Aug 04, 2021"
2,Offered,5008,,,"144.99Ξ ($354,412)","Jul 31, 2021"
3,Offered,5008,,,"119.99Ξ ($295,091)","Jul 31, 2021"
4,Offered,5008,,,"79.99Ξ ($171,487)","Jul 12, 2021"
5,Offered,5008,,,"69.69Ξ ($237,439)","May 18, 2021"
6,Offered,5008,,,"74.99Ξ ($291,974)","May 09, 2021"
7,Offered,5008,,,"89.99Ξ ($275,010)","May 03, 2021"
8,Offered,5008,,,"99.99Ξ ($191,257)","Mar 13, 2021"
9,Offer Withdrawn,5008,,,,"Mar 11, 2021"
10,Offered,5008,,,"54.99Ξ ($100,912)","Mar 09, 2021"
11,Offered,5008,,,"54.99Ξ ($100,912)","Mar 09, 2021"
12,Offer Withdrawn,5008,,,,"Mar 05, 2021"
13,Offered,5008,,,"59.99Ξ ($87,472)","Mar 05, 2021"
14,Offered,5008,,,"64.99Ξ ($103,807)","Mar 03, 2021"
15,Offered,5008,,,"75Ξ ($113,894)","Mar 03, 2021"
16,Sold,5008,0x577ebc,0x8bb4f3,"8Ξ ($11,458)","Feb 02, 2021"
17,Bid,5008,0x8bb4f3,,"8Ξ ($11,458)","Feb 02, 2021"
18,Transfer,5008,0xcbd482,0x577ebc,,"Jan 30, 2021"
19,Bid Withdrawn,5008,0x0edc85,,0.55Ξ ($673),"Jan 18, 2021"
20,Bid,5008,0x0edc85,,0.55Ξ ($679),"Jan 17, 2021"
21,Bid,5008,0x0cf8e9,,0.50Ξ ($617),"Jan 17, 2021"
22,Bid Withdrawn,5008,AZonneve…,,0.50Ξ ($126),"Jun 02, 2020"
23,Bid,5008,AZonneve…,,0.50Ξ ($106),"May 20, 2020"
24,Bid,5008,0x7760e0,,0.05Ξ ($14),"Jul 02, 2017"
25,Claimed,5008,,0xcbd482,,"Jun 23, 2017"
0,Offered,5009,,,"248Ξ ($806,310)","Aug 28, 2021"
1,Offered,5009,,,"198.10Ξ ($649,227)","Aug 28, 2021"
2,Offered,5009,,,"148.10Ξ ($493,543)","Aug 24, 2021"
3,Offered,5009,,,"128.10Ξ ($353,860)","Aug 06, 2021"
4,Offered,5009,,,"83.10Ξ ($211,816)","Jul 31, 2021"
5,Offered,5009,,,"63.10Ξ ($155,182)","Jul 31, 2021"
6,Offered,5009,,,"43.10Ξ ($88,716)","Jul 23, 2021"
7,Offered,5009,,,"33.10Ξ ($142,659)","May 12, 2021"
8,Bid Withdrawn,5009,0xff0bd4,,"22Ξ ($36,436)","Feb 25, 2021"
9,Bid,5009,0xff0bd4,,"22Ξ ($39,235)","Feb 22, 2021"
10,Bid,5009,0xb74f01,,"21Ξ ($40,592)","Feb 21, 2021"
11,Offered,5009,,,"66.20Ξ ($125,855)","Feb 18, 2021"
12,Offered,5009,,,"33.10Ξ ($45,721)","Jan 29, 2021"
13,Bid,5009,0x7760e0,,0.10Ξ ($28),"Jul 02, 2017"
14,Bid,5009,0x00bd3a,,0.10Ξ ($26),"Jul 01, 2017"
15,Claimed,5009,,0xb38071,,"Jun 23, 2017"
0,Offered,5010,,,"179.99Ξ ($572,071)","Aug 24, 2021"
1,Offered,5010,,,"129.99Ξ ($341,662)","Aug 04, 2021"
2,Offered,5010,,,"89.99Ξ ($225,717)","Aug 03, 2021"
3,Bid Withdrawn,5010,0xa68529,,"42Ξ ($104,186)","Aug 03, 2021"
4,Bid,5010,0xa68529,,"42Ξ ($104,186)","Aug 03, 2021"
5,Bid Withdrawn,5010,fumbledt…,,"42Ξ ($107,722)","Aug 01, 2021"
6,Bid,5010,fumbledt…,,"42Ξ ($107,722)","Aug 01, 2021"
7,Offered,5010,,,"56.99Ξ ($139,160)","Jul 30, 2021"
8,Offered,5010,,,"37.99Ξ ($144,979)","May 15, 2021"
9,Sold,5010,0xa3cb30,jmg,"8Ξ ($2,906)","Oct 09, 2020"
10,Offered,5010,,,"45Ξ ($15,232)","Oct 08, 2020"
11,Bid,5010,jmg,,"8Ξ ($2,729)","Oct 08, 2020"
12,Offered,5010,,,"11.11Ξ ($3,766)","Oct 07, 2020"
13,Bid,5010,0x0553de,,"6.50Ξ ($2,218)","Oct 06, 2020"
14,Transfer,5010,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
15,Bid Withdrawn,5010,0x717403,,0.05Ξ ($15),"Jun 29, 2017"
16,Bid,5010,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
17,Claimed,5010,,0x00bd9f,,"Jun 23, 2017"
0,Offered,5011,,,"126.99Ξ ($433,945)","Aug 31, 2021"
1,Offered,5011,,,"170Ξ ($548,774)","Aug 28, 2021"
2,Offer Withdrawn,5011,,,,"Aug 28, 2021"
3,Offered,5011,,,"145Ξ ($469,207)","Aug 27, 2021"
4,Offer Withdrawn,5011,,,,"Aug 05, 2021"
5,Offered,5011,,,"43Ξ ($107,008)","Jul 31, 2021"
6,Offer Withdrawn,5011,,,,"Jul 31, 2021"
7,Offered,5011,,,"30Ξ ($89,687)","May 03, 2021"
8,Sold,5011,0x84c920,0xb5b84e,"29Ξ ($46,716)","Feb 24, 2021"
9,Bid Withdrawn,5011,0xb5b84e,,"25Ξ ($40,273)","Feb 24, 2021"
10,Offered,5011,,,"29Ξ ($47,818)","Feb 24, 2021"
11,Bid,5011,0xb5b84e,,"25Ξ ($40,298)","Feb 24, 2021"
12,Offered,5011,,,"32Ξ ($49,261)","Feb 23, 2021"
13,Sold,5011,CPyrc,0x84c920,"19Ξ ($37,123)","Feb 21, 2021"
14,Offered,5011,,,"19Ξ ($37,228)","Feb 21, 2021"
15,Bid Withdrawn,5011,0xb5b84e,,"15Ξ ($29,389)","Feb 20, 2021"
16,Bid,5011,0xb5b84e,,"15Ξ ($29,170)","Feb 20, 2021"
17,Offered,5011,,,"17Ξ ($33,436)","Feb 19, 2021"
18,Offered,5011,,,"18.50Ξ ($34,144)","Feb 17, 2021"
19,Sold,5011,Theodora,CPyrc,"13.40Ξ ($24,731)","Feb 17, 2021"
20,Offered,5011,,,"13.40Ξ ($24,731)","Feb 17, 2021"
21,Sold,5011,Michel_M…,Theodora,0.95Ξ ($330),"Sep 06, 2020"
22,Offered,5011,,,0.95Ξ ($364),"Sep 04, 2020"
23,Offered,5011,,,1.05Ξ ($410),"Aug 28, 2020"
24,Offered,5011,,,1.15Ξ ($438),"Aug 27, 2020"
25,Offer Withdrawn,5011,,,,"Aug 14, 2020"
26,Offered,5011,,,1.49Ξ ($565),"Aug 01, 2020"
27,Offered,5011,,,1.99Ξ ($632),"Jul 28, 2020"
28,Sold,5011,_K_A_M_I…,Michel_M…,1Ξ ($317),"Jul 28, 2020"
29,Bid,5011,Michel_M…,,1Ξ ($317),"Jul 28, 2020"
30,Offered,5011,,,1.44Ξ ($457),"Jul 28, 2020"
31,Bid Withdrawn,5011,Michel_M…,,0.90Ξ ($286),"Jul 28, 2020"
32,Bid,5011,Michel_M…,,0.90Ξ ($286),"Jul 28, 2020"
33,Offered,5011,,,1.88Ξ ($599),"Jul 28, 2020"
34,Offered,5011,,,2.50Ξ ($592),"Jul 21, 2020"
35,Offer Withdrawn,5011,,,,"Jun 08, 2020"
36,Offered,5011,,,2.75Ξ ($666),"Jun 03, 2020"
37,Offered,5011,,,3Ξ ($719),"Jun 03, 2020"
38,Offered,5011,,,"5Ξ ($1,235)","Jun 02, 2020"
39,Offered,5011,,,2.50Ξ ($591),"Jun 01, 2020"
40,Offered,5011,,,2.90Ξ ($683),"Jun 01, 2020"
41,Offered,5011,,,2.30Ξ ($550),"May 31, 2020"
42,Offered,5011,,,2.40Ξ ($527),"May 30, 2020"
43,Offered,5011,,,2.75Ξ ($605),"May 29, 2020"
44,Offered,5011,,,3Ξ ($664),"May 29, 2020"
45,Offered,5011,,,2.55Ξ ($565),"May 29, 2020"
46,Offered,5011,,,3.33Ξ ($743),"May 29, 2020"
47,Offered,5011,,,2.75Ξ ($565),"May 28, 2020"
48,Sold,5011,TweetyPi…,_K_A_M_I…,2.20Ξ ($452),"May 28, 2020"
49,Offered,5011,,,2.20Ξ ($446),"May 27, 2020"
50,Sold,5011,Hemba,TweetyPi…,1.75Ξ ($355),"May 27, 2020"
51,Bid Withdrawn,5011,Pranksy,,1.20Ξ ($244),"May 26, 2020"
52,Bid,5011,Pranksy,,1.20Ξ ($245),"May 26, 2020"
53,Offered,5011,,,1.75Ξ ($357),"May 25, 2020"
54,Offered,5011,,,1.45Ξ ($250),"Jan 19, 2020"
55,Transfer,5011,0xe4d36b,Hemba,,"Jun 28, 2017"
56,Claimed,5011,,0xe4d36b,,"Jun 23, 2017"
0,Transfer,5012,0x292d76,0x68a7ac,,"Jan 14, 2021"
1,Sold,5012,0x2fdacd,0x292d76,"5Ξ ($5,501)","Jan 13, 2021"
2,Bid,5012,0x292d76,,"5Ξ ($5,528)","Jan 13, 2021"
3,Bid,5012,TweetyPi…,,"4.60Ξ ($5,073)","Jan 13, 2021"
4,Bid,5012,redlione…,,"3Ξ ($3,308)","Jan 13, 2021"
5,Claimed,5012,,0x2fdacd,,"Jun 23, 2017"
0,Bid Withdrawn,5013,0x39183c,,"45Ξ ($113,288)","Aug 04, 2021"
1,Bid,5013,0x39183c,,"45Ξ ($113,288)","Aug 04, 2021"
2,Offer Withdrawn,5013,,,,"Aug 02, 2021"
3,Offered,5013,,,"60Ξ ($166,987)","Apr 29, 2021"
4,Sold,5013,0xb4bb41,0x9cc5f0,"34.99Ξ ($56,953)","Feb 24, 2021"
5,Offered,5013,,,"34.99Ξ ($53,441)","Feb 23, 2021"
6,Sold,5013,0x846d55,0xb4bb41,"25Ξ ($38,209)","Feb 23, 2021"
7,Bid,5013,0xb4bb41,,"25Ξ ($38,209)","Feb 23, 2021"
8,Offered,5013,,,"29Ξ ($44,181)","Feb 23, 2021"
9,Claimed,5013,,0x846d55,,"Jun 23, 2017"
0,Sold,5014,0xf1b658,0xc72aed,"7Ξ ($9,138)","Jan 20, 2021"
1,Offered,5014,,,"7Ξ ($9,318)","Jan 19, 2021"
2,Offered,5014,,,"6.20Ξ ($7,676)","Jan 18, 2021"
3,Offer Withdrawn,5014,,,,"Jan 18, 2021"
4,Offered,5014,,,"6.25Ξ ($7,625)","Jan 17, 2021"
5,Offer Withdrawn,5014,,,,"Jan 16, 2021"
6,Offered,5014,,,"7.70Ξ ($9,007)","Jan 15, 2021"
7,Offered,5014,,,"7.49Ξ ($9,110)","Jan 15, 2021"
8,Offered,5014,,,"8.49Ξ ($10,117)","Jan 14, 2021"
9,Transfer,5014,comicdao…,0xf1b658,,"Jan 13, 2021"
10,Sold,5014,0x2fdacd,comicdao…,"6Ξ ($6,616)","Jan 13, 2021"
11,Bid,5014,comicdao…,,"6Ξ ($6,616)","Jan 13, 2021"
12,Bid,5014,Party,,"5.50Ξ ($6,065)","Jan 13, 2021"
13,Bid Withdrawn,5014,comicdao…,,"5Ξ ($5,368)","Jan 13, 2021"
14,Offered,5014,,,"10Ξ ($10,736)","Jan 13, 2021"
15,Bid,5014,comicdao…,,"5Ξ ($5,368)","Jan 13, 2021"
16,Claimed,5014,,0x2fdacd,,"Jun 23, 2017"
0,Transfer,5015,0xcbd482,0x577ebc,,"Jan 30, 2021"
1,Bid Withdrawn,5015,0x5554a0,,"2Ξ ($2,519)","Jan 23, 2021"
2,Bid,5015,0x5554a0,,"2Ξ ($2,469)","Jan 17, 2021"
3,Bid Withdrawn,5015,Party,,"3Ξ ($3,562)","Jan 07, 2021"
4,Bid,5015,Party,,"3Ξ ($3,590)","Jan 07, 2021"
5,Claimed,5015,,0xcbd482,,"Jun 23, 2017"
0,Offer Withdrawn,5016,,,,"Apr 21, 2021"
1,Offered,5016,,,"100Ξ ($223,885)","Apr 19, 2021"
2,Offer Withdrawn,5016,,,,"Apr 01, 2021"
3,Offered,5016,,,"337.37Ξ ($609,668)","Mar 29, 2021"
4,Offered,5016,,,"137.37Ξ ($233,098)","Mar 23, 2021"
5,Offered,5016,,,"73.37Ξ ($125,059)","Mar 23, 2021"
6,Offered,5016,,,"55.37Ξ ($94,378)","Mar 23, 2021"
7,Offer Withdrawn,5016,,,,"Mar 19, 2021"
8,Offered,5016,,,"137.37Ξ ($245,093)","Mar 18, 2021"
9,Offered,5016,,,"100Ξ ($177,969)","Mar 18, 2021"
10,Offer Withdrawn,5016,,,,"Mar 12, 2021"
11,Offered,5016,,,"237Ξ ($412,754)","Mar 12, 2021"
12,Offered,5016,,,"137Ξ ($244,087)","Mar 11, 2021"
13,Offered,5016,,,"100Ξ ($180,147)","Mar 11, 2021"
14,Claimed,5016,,0x19f233,,"Jun 23, 2017"
0,Offer Withdrawn,5017,,,,"Sep 02, 2021"
1,Offered,5017,,,"110Ξ ($416,318)","Sep 02, 2021"
2,Sold,5017,0x19d566,0x31176f,"52.69Ξ ($171,387)","Aug 14, 2021"
3,Offered,5017,,,"52.69Ξ ($161,514)","Aug 12, 2021"
4,Bid Withdrawn,5017,0xf3016b,,"49.50Ξ ($158,976)","Aug 11, 2021"
5,Bid,5017,0xf3016b,,"49.50Ξ ($155,959)","Aug 11, 2021"
6,Offered,5017,,,"55.55Ξ ($170,065)","Aug 09, 2021"
7,Offered,5017,,,"63.96Ξ ($199,870)","Aug 09, 2021"
8,Offered,5017,,,"75.69Ξ ($221,687)","Aug 09, 2021"
9,Offer Withdrawn,5017,,,,"Aug 07, 2021"
10,Offered,5017,,,"68.94Ξ ($199,947)","Aug 06, 2021"
11,Offered,5017,,,"62.50Ξ ($181,269)","Aug 06, 2021"
12,Offered,5017,,,"92.99Ξ ($269,340)","Aug 06, 2021"
13,Offered,5017,,,"96.99Ξ ($269,253)","Aug 06, 2021"
14,Offered,5017,,,"300Ξ ($847,815)","Aug 05, 2021"
15,Offer Withdrawn,5017,,,,"Aug 05, 2021"
16,Offered,5017,,,"55.55Ξ ($156,074)","Aug 05, 2021"
17,Sold,5017,jabulon.…,0x19d566,"48.48Ξ ($136,210)","Aug 05, 2021"
18,Offered,5017,,,"48.48Ξ ($126,710)","Aug 05, 2021"
19,Offered,5017,,,"50Ξ ($129,268)","Aug 02, 2021"
20,Offer Withdrawn,5017,,,,"Aug 02, 2021"
21,Offered,5017,,,"55Ξ ($143,147)","Aug 01, 2021"
22,Sold,5017,punkz.et…,jabulon.…,"26.66Ξ ($62,401)","Jul 30, 2021"
23,Offered,5017,,,"26.66Ξ ($59,829)","Jul 26, 2021"
24,Offered,5017,,,"27.77Ξ ($60,695)","Jul 24, 2021"
25,Bid Withdrawn,5017,0x00df0a,,"22.22Ξ ($45,829)","Jul 23, 2021"
26,Sold,5017,0xd94be5,punkz.et…,"22.97Ξ ($46,576)","Jul 22, 2021"
27,Bid,5017,0x00df0a,,"22.22Ξ ($44,250)","Jul 22, 2021"
28,Offered,5017,,,"22.97Ξ ($45,233)","Jul 21, 2021"
29,Bid,5017,seriousl…,,"22Ξ ($43,322)","Jul 21, 2021"
30,Bid,5017,0x00df0a,,"20Ξ ($38,106)","Jul 21, 2021"
31,Offered,5017,,,"23.20Ξ ($50,127)","Jul 08, 2021"
32,Offered,5017,,,"24.20Ξ ($50,510)","Jun 28, 2021"
33,Offer Withdrawn,5017,,,,"May 12, 2021"
34,Offered,5017,,,"21.50Ξ ($84,770)","May 10, 2021"
35,Offered,5017,,,"23.90Ξ ($83,283)","May 06, 2021"
36,Offered,5017,,,"24.45Ξ ($82,555)","May 04, 2021"
37,Offer Withdrawn,5017,,,,"May 03, 2021"
38,Offer Withdrawn,5017,,,,"May 03, 2021"
39,Offered,5017,,,"25Ξ ($71,828)","May 01, 2021"
40,Sold,5017,0xa6e2e9,0xd94be5,"22.97Ξ ($62,702)","Apr 28, 2021"
41,Offered,5017,,,"22.97Ξ ($62,702)","Apr 28, 2021"
42,Offered,5017,,,"24.97Ξ ($57,911)","Apr 24, 2021"
43,Claimed,5017,,0xa6e2e9,,"Jun 23, 2017"
0,Sold,5018,0x82b7c9,0xbb67d2,"45Ξ ($141,437)","Aug 19, 2021"
1,Bid Withdrawn,5018,ryley-to…,,"42Ξ ($135,550)","Aug 13, 2021"
2,Bid,5018,ryley-to…,,"42Ξ ($136,048)","Aug 13, 2021"
3,Offered,5018,,,"45Ξ ($145,765)","Aug 13, 2021"
4,Offered,5018,,,"49Ξ ($158,222)","Aug 12, 2021"
5,Offer Withdrawn,5018,,,,"Aug 10, 2021"
6,Offered,5018,,,"55Ξ ($167,472)","Aug 08, 2021"
7,Offered,5018,,,"80Ξ ($234,844)","Aug 06, 2021"
8,Sold,5018,0x0e6167,0x82b7c9,"35.10Ξ ($92,720)","Aug 05, 2021"
9,Offered,5018,,,"35.10Ξ ($89,397)","Aug 01, 2021"
10,Sold,5018,0x13816f,0x0e6167,"14.88Ξ ($29,357)","Feb 21, 2021"
11,Offered,5018,,,"14.88Ξ ($28,466)","Feb 18, 2021"
12,(Unwrap),5018,WrappedC…,0x13816f,,"Feb 18, 2021"
13,Sold,5018,Loopify,0x13816f,"3.60Ξ ($1,284)","Sep 28, 2020"
14,Sold,5018,0x3ba9cd,Loopify,"3.15Ξ ($1,110)","Sep 27, 2020"
15,Sold,5018,Carlini8,0x3ba9cd,2Ξ ($679),"Sep 23, 2020"
16,(Wrap),5018,0xaadfe3,WrappedC…,,"Sep 15, 2020"
17,Transfer,5018,Carlini8,0xaadfe3,,"Sep 15, 2020"
18,Sold,5018,Hemba,Carlini8,1.45Ξ ($545),"Sep 14, 2020"
19,Offered,5018,,,1.45Ξ ($320),"May 29, 2020"
20,Claimed,5018,,Hemba,,"Jun 23, 2017"
0,Bid,5019,0x06a993,,<0.01Ξ ($0),"Mar 06, 2021"
