,Type,Punk,From,To,Amount,Txn
29,Transfer,0,0xa0a59c,0xf5099e,,"Jul 07, 2017"
30,Sold,0,0x00d7c9,0xa0a59c,1.60Ξ ($386),"Jul 07, 2017"
31,Bid,0,0xa0a59c,,1.60Ξ ($386),"Jul 07, 2017"
32,Bid,0,0x7760e0,,1.53Ξ ($422),"Jul 03, 2017"
33,Bid,0,0xa0a59c,,1.52Ξ ($422),"Jul 03, 2017"
34,Bid,0,0x7760e0,,1.30Ξ ($369),"Jul 02, 2017"
35,Bid,0,0xa0a59c,,1.30Ξ ($369),"Jul 02, 2017"
36,Bid,0,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
37,Sold,0,0xc352b5,0x00d7c9,0.98Ξ ($320),"Jun 23, 2017"
38,Bid,0,0x00d7c9,,0.98Ξ ($320),"Jun 23, 2017"
39,Bid,0,0x948a10,,0.67Ξ ($219),"Jun 23, 2017"
40,Claimed,0,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,1,0xe73a1d,,"198Ξ ($777,132)","Sep 04, 2021"
1,Bid,1,0xe73a1d,,"198Ξ ($742,652)","Sep 02, 2021"
2,Bid Withdrawn,1,0x2e5e22,,"198Ξ ($686,169)","Sep 01, 2021"
3,Bid,1,0x2e5e22,,"198Ξ ($636,024)","Aug 31, 2021"
4,Bid Withdrawn,1,0x2e5e22,,"183Ξ ($587,840)","Aug 31, 2021"
5,Bid,1,0x2e5e22,,"183Ξ ($591,246)","Aug 29, 2021"
6,Bid,1,0x118c16,,"150Ξ ($485,927)","Aug 28, 2021"
7,Bid,1,0x6b3e41,,"65Ξ ($209,871)","Aug 28, 2021"
8,Bid Withdrawn,1,0xe1e492,,"10Ξ ($32,197)","Aug 13, 2021"
9,Bid,1,0xe1e492,,"10Ξ ($32,276)","Aug 12, 2021"
10,Transfer,1,0xcf6165,0xb88f61,,"Nov 30, 2020"
11,Sold,1,EliteCat…,0xcf6165,"60Ξ ($36,305)","Nov 30, 2020"
12,Bid,1,0xcf6165,,"60Ξ ($36,305)","Nov 30, 2020"
13,Offered,1,,,"79.50Ξ ($46,842)","Nov 25, 2020"
14,Bid Withdrawn,1,natealex,,"50Ξ ($30,187)","Nov 23, 2020"
15,Bid,1,natealex,,"50Ξ ($29,918)","Nov 23, 2020"
16,Offered,1,,,"119.10Ξ ($65,980)","Nov 22, 2020"
17,Offered,1,,,"249.90Ξ ($90,921)","Sep 15, 2020"
18,Offer Withdrawn,1,,,,"Sep 14, 2020"
19,Offered,1,,,"149.50Ξ ($54,973)","Sep 10, 2020"
20,Offer Withdrawn,1,,,,"May 27, 2020"
21,Bid Withdrawn,1,DANNY,,"40Ξ ($8,107)","May 14, 2020"
22,Offered,1,,,"299Ξ ($60,811)","May 14, 2020"
23,Bid,1,DANNY,,"40Ξ ($8,088)","May 14, 2020"
24,Offered,1,,,"189Ξ ($40,461)","May 08, 2020"
25,Offer Withdrawn,1,,,,"May 08, 2020"
26,Offered,1,,,"349Ξ ($91,274)","Feb 22, 2020"
27,Offer Withdrawn,1,,,,"Feb 22, 2020"
28,Offered,1,,,"89Ξ ($25,310)","Feb 18, 2020"
29,Offer Withdrawn,1,,,,"Feb 18, 2020"
30,Offered,1,,,"699Ξ ($149,453)","Feb 06, 2020"
31,Offer Withdrawn,1,,,,"Jan 17, 2020"
32,Offered,1,,,"599Ξ ($87,406)","Dec 10, 2019"
33,Transfer,1,EliteNFT,EliteCat…,,"Jun 09, 2019"
34,Offered,1,,,"895Ξ ($155,461)","May 06, 2019"
35,Transfer,1,EliteCat…,EliteNFT,,"Apr 13, 2019"
36,Transfer,1,GoWest23,EliteCat…,,"Apr 06, 2019"
37,Sold,1,0xf5099e,GoWest23,"31Ξ ($5,155)","Apr 06, 2019"
38,Bid Withdrawn,1,GoWest23,,"21.50Ξ ($3,575)","Apr 06, 2019"
39,Bid,1,GoWest23,,"21.50Ξ ($3,575)","Apr 06, 2019"
40,Offered,1,,,"31Ξ ($4,153)","Mar 25, 2019"
41,Offered,1,,,"32Ξ ($3,824)","Feb 08, 2019"
42,Bid Withdrawn,1,jmg,,5Ξ ($747),"Jan 03, 2019"
43,Offered,1,,,"32.14Ξ ($4,210)","Dec 25, 2018"
44,Bid,1,jmg,,5Ξ ($704),"Dec 24, 2018"
45,Offered,1,,,"45Ξ ($5,920)","Dec 23, 2018"
46,Offered,1,,,"50Ξ ($5,644)","Nov 30, 2018"
47,Offered,1,,,"75Ξ ($13,727)","Sep 12, 2018"
48,Bid Withdrawn,1,0x55c016,,0.05Ξ ($50),"Feb 03, 2018"
49,Bid,1,0x55c016,,0.05Ξ ($24),"Dec 05, 2017"
50,Offered,1,,,"100Ξ ($46,281)","Dec 03, 2017"
51,Offered,1,,,"300Ξ ($72,282)","Jul 07, 2017"
52,Transfer,1,0xa0a59c,0xf5099e,,"Jul 07, 2017"
53,Bid,1,0x7760e0,,0.05Ξ ($16),"Jun 28, 2017"
54,Offered,1,,,"300Ξ ($85,842)","Jun 27, 2017"
55,Sold,1,0xc352b5,0xa0a59c,0.42Ξ ($107),"Jun 26, 2017"
56,Bid,1,0xa0a59c,,0.42Ξ ($107),"Jun 26, 2017"
57,Bid,1,0x717403,,0.35Ξ ($98),"Jun 25, 2017"
58,Bid,1,sov,,0.35Ξ ($98),"Jun 25, 2017"
59,Bid,1,0xa0a59c,,<0.01Ξ ($1),"Jun 25, 2017"
60,Bid Withdrawn,1,sov,,0.20Ξ ($61),"Jun 24, 2017"
61,Bid,1,sov,,0.20Ξ ($61),"Jun 24, 2017"
62,Claimed,1,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,2,0x8adc26,,"48Ξ ($151,860)","Aug 09, 2021"
1,Bid,2,0x8adc26,,"48Ξ ($149,433)","Aug 07, 2021"
2,Bid Withdrawn,2,vdp.eth,,"14Ξ ($34,230)","Jul 31, 2021"
3,Bid,2,vdp.eth,,"14Ξ ($34,230)","Jul 31, 2021"
4,Transfer,2,0xc352b5,0x897aea,,"Jun 09, 2021"
5,Bid,2,0x7f6498,,<0.01Ξ ($6),"Jun 04, 2021"
6,Bid Withdrawn,2,0x4c9692,,"9.50Ξ ($12,718)","Jan 30, 2021"
7,Bid,2,0x4c9692,,"9.50Ξ ($12,783)","Jan 28, 2021"
8,Bid Withdrawn,2,DANNY,,"20Ξ ($6,914)","Sep 21, 2020"
9,Bid,2,DANNY,,"20Ξ ($7,400)","Sep 20, 2020"
10,Bid Withdrawn,2,0x9b35db,,"9Ξ ($3,532)","Aug 24, 2020"
11,Bid,2,0x9b35db,,"9Ξ ($3,504)","Aug 22, 2020"
12,Bid Withdrawn,2,natealex,,"8Ξ ($1,125)","Jan 07, 2020"
13,Bid,2,natealex,,"8Ξ ($1,071)","Jan 04, 2020"
14,Bid Withdrawn,2,jmg,,3.35Ξ ($431),"Jan 01, 2020"
15,Bid,2,jmg,,3.35Ξ ($433),"Dec 31, 2019"
16,Bid Withdrawn,2,jmg,,4Ξ ($500),"Dec 28, 2019"
17,Bid,2,jmg,,4Ξ ($724),"Oct 02, 2019"
18,Bid Withdrawn,2,jmg,,3.50Ξ ($634),"Oct 02, 2019"
19,Bid,2,jmg,,3.50Ξ ($634),"Sep 12, 2019"
20,Bid Withdrawn,2,jmg,,2.70Ξ ($489),"Sep 12, 2019"
21,Bid,2,jmg,,2.70Ξ ($504),"Aug 25, 2019"
22,Bid,2,0x7760e0,,1.10Ξ ($270),"Jul 08, 2017"
23,Bid,2,0x00d7c9,,1.10Ξ ($270),"Jul 08, 2017"
24,Bid,2,0x7760e0,,1Ξ ($246),"Jul 08, 2017"
25,Bid,2,0x00d7c9,,1Ξ ($246),"Jul 08, 2017"
26,Bid,2,0x8b27de,,0.51Ξ ($123),"Jul 07, 2017"
27,Bid Withdrawn,2,0xa0a59c,,0.42Ξ ($117),"Jun 25, 2017"
28,Bid,2,0xa0a59c,,0.42Ξ ($117),"Jun 25, 2017"
29,Claimed,2,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,3,ruoran.e…,,"30Ξ ($97,368)","Aug 28, 2021"
1,Bid,3,ruoran.e…,,"30Ξ ($95,708)","Aug 27, 2021"
2,Bid Withdrawn,3,jmg,,"33Ξ ($11,638)","Oct 04, 2020"
3,Bid,3,jmg,,"33Ξ ($11,944)","Sep 28, 2020"
4,Bid Withdrawn,3,Alex3422,,"5Ξ ($1,215)","Jun 06, 2020"
5,Bid,3,Alex3422,,"5Ξ ($1,197)","Jun 01, 2020"
6,Bid,3,0x7760e0,,1.10Ξ ($270),"Jul 08, 2017"
7,Bid,3,0x00d7c9,,1.10Ξ ($270),"Jul 08, 2017"
8,Bid,3,0x7760e0,,1Ξ ($246),"Jul 08, 2017"
9,Bid,3,0x00d7c9,,1Ξ ($246),"Jul 08, 2017"
10,Bid,3,0x7760e0,,0.05Ξ ($14),"Jul 02, 2017"
11,Bid Withdrawn,3,0x00d7c9,,0.37Ξ ($104),"Jun 30, 2017"
12,Bid,3,0x00d7c9,,0.37Ξ ($117),"Jun 28, 2017"
13,Bid,3,0x717403,,0.06Ξ ($15),"Jun 26, 2017"
14,Bid,3,0x9be1c7,,0.06Ξ ($15),"Jun 26, 2017"
15,Bid,3,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
16,Claimed,3,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,4,notmycir…,,"28Ξ ($109,026)","May 13, 2021"
1,Bid,4,notmycir…,,"28Ξ ($71,053)","Apr 26, 2021"
2,Bid Withdrawn,4,natealex,,4.40Ξ ($621),"Jan 06, 2020"
3,Bid,4,natealex,,4.40Ξ ($589),"Jan 04, 2020"
4,Bid Withdrawn,4,Carlini8,,2Ξ ($255),"Jan 03, 2020"
5,Bid,4,Carlini8,,2Ξ ($264),"Jan 01, 2020"
6,Bid Withdrawn,4,jmg,,2Ξ ($250),"Dec 28, 2019"
7,Bid,4,jmg,,2Ξ ($373),"Aug 25, 2019"
8,Bid Withdrawn,4,0x00d7c9,,1Ξ ($238),"Jul 09, 2017"
9,Bid,4,0x00d7c9,,1Ξ ($246),"Jul 08, 2017"
10,Bid,4,ddaavvee,,0.10Ξ ($28),"Jun 25, 2017"
11,Claimed,4,,0xc352b5,,"Jun 23, 2017"
0,Bid,5,0x976292,,"5Ξ ($16,098)","Aug 13, 2021"
1,Bid,5,vengist,,"4.20Ξ ($11,322)","Apr 29, 2021"
2,Bid Withdrawn,5,0x2d0f9c,,"3Ξ ($6,037)","Apr 04, 2021"
3,Bid,5,0x2d0f9c,,"3Ξ ($6,115)","Apr 03, 2021"
4,(Wrap),5,0xfd9065,WrappedC…,,"Feb 04, 2021"
5,Transfer,5,0xe34bde,0xfd9065,,"Feb 04, 2021"
6,Transfer,5,0xc352b5,0xe34bde,,"Feb 04, 2021"
7,Bid Withdrawn,5,0xce6259,,"1.25Ξ ($1,613)","Jan 27, 2021"
8,Bid,5,0xce6259,,"1.25Ξ ($1,635)","Jan 27, 2021"
9,Bid Withdrawn,5,0x00d7c9,,1Ξ ($238),"Jul 09, 2017"
10,Bid,5,0x00d7c9,,1Ξ ($246),"Jul 08, 2017"
11,Bid Withdrawn,5,0x717403,,0.06Ξ ($16),"Jul 04, 2017"
12,Bid,5,0x717403,,0.06Ξ ($15),"Jun 26, 2017"
13,Bid,5,0x9be1c7,,0.06Ξ ($15),"Jun 26, 2017"
14,Claimed,5,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,6,snoopalo…,,"1Ξ ($3,941)","Sep 06, 2021"
1,Bid,6,snoopalo…,,"1Ξ ($3,923)","Sep 04, 2021"
2,Bid Withdrawn,6,0x8a0a45,,0.06Ξ ($191),"Aug 30, 2021"
3,Bid,6,0x8a0a45,,0.06Ξ ($191),"Aug 30, 2021"
4,Bid Withdrawn,6,s19m.eth,,0.06Ξ ($127),"Jun 30, 2021"
5,Bid,6,s19m.eth,,0.06Ξ ($130),"Jun 30, 2021"
6,Bid Withdrawn,6,TokenAng…,,"10Ξ ($10,126)","Jan 04, 2021"
7,Bid,6,TokenAng…,,"10Ξ ($7,350)","Jan 01, 2021"
8,Bid Withdrawn,6,0x00d7c9,,1Ξ ($238),"Jul 09, 2017"
9,Bid,6,0x00d7c9,,1Ξ ($246),"Jul 08, 2017"
10,Bid,6,0x717403,,0.06Ξ ($15),"Jun 26, 2017"
11,Bid,6,0x9be1c7,,0.06Ξ ($15),"Jun 26, 2017"
12,Claimed,6,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,7,Michel_M…,,1.75Ξ ($551),"Jul 26, 2020"
1,Bid,7,Michel_M…,,1.75Ξ ($428),"Jul 13, 2020"
2,Bid Withdrawn,7,jmg,,6Ξ ($965),"Jan 25, 2020"
3,Bid,7,jmg,,6Ξ ($960),"Jan 25, 2020"
4,Bid,7,MrTpunks,,5.50Ξ ($898),"Jan 24, 2020"
5,Bid,7,jmg,,5Ξ ($816),"Jan 24, 2020"
6,Bid Withdrawn,7,Pranksy,,1Ξ ($136),"Jan 05, 2020"
7,Bid,7,Pranksy,,1Ξ ($132),"Jan 01, 2020"
8,Bid Withdrawn,7,0x00d7c9,,1Ξ ($238),"Jul 09, 2017"
9,Bid,7,0x00d7c9,,1Ξ ($246),"Jul 08, 2017"
10,Bid,7,0x9be1c7,,0.06Ξ ($15),"Jun 26, 2017"
11,Claimed,7,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,8,0x516358,,"30Ξ ($68,985)","Apr 13, 2021"
1,Bid,8,0x516358,,"30Ξ ($62,427)","Apr 09, 2021"
2,Bid Withdrawn,8,0x516358,,"20Ξ ($41,618)","Apr 09, 2021"
3,Bid,8,0x516358,,"20Ξ ($40,949)","Apr 05, 2021"
4,Bid,8,kskum,,"2Ξ ($3,618)","Mar 16, 2021"
5,Bid Withdrawn,8,Michel_M…,,2.15Ξ ($945),"Aug 14, 2020"
6,Bid,8,Michel_M…,,2.15Ξ ($918),"Aug 14, 2020"
7,Bid Withdrawn,8,MBK,,2Ξ ($409),"May 24, 2020"
8,Bid,8,MBK,,2Ξ ($422),"May 21, 2020"
9,Bid Withdrawn,8,jmg,,5Ξ ($804),"Jan 25, 2020"
10,Bid,8,jmg,,5Ξ ($808),"Jan 24, 2020"
11,Bid Withdrawn,8,0x43b89f,,0.10Ξ ($31),"Oct 18, 2017"
12,Bid,8,0x43b89f,,0.10Ξ ($38),"Aug 30, 2017"
13,Bid Withdrawn,8,0x00d7c9,,1Ξ ($238),"Jul 09, 2017"
14,Bid,8,0x00d7c9,,1Ξ ($246),"Jul 08, 2017"
15,Bid,8,0x8b27de,,0.49Ξ ($118),"Jul 07, 2017"
16,Bid,8,0x717403,,0.06Ξ ($15),"Jun 26, 2017"
17,Bid,8,0x9be1c7,,0.06Ξ ($15),"Jun 26, 2017"
18,Claimed,8,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,9,jmg,,"36Ξ ($13,597)","Oct 14, 2020"
1,Bid,9,jmg,,"36Ξ ($13,669)","Oct 13, 2020"
2,Bid Withdrawn,9,jmg,,"27.50Ξ ($9,493)","Oct 02, 2020"
3,Bid,9,jmg,,"27.50Ξ ($9,986)","Sep 28, 2020"
4,Bid,9,jmg,,"25Ξ ($8,839)","Sep 26, 2020"
5,Bid Withdrawn,9,jmg,,"20Ξ ($7,071)","Sep 26, 2020"
6,Bid,9,jmg,,"20Ξ ($7,400)","Sep 20, 2020"
7,Bid Withdrawn,9,Alex3422,,"6Ξ ($1,443)","Jun 04, 2020"
8,Bid,9,Alex3422,,"6Ξ ($1,437)","Jun 01, 2020"
9,Bid Withdrawn,9,Pranksy,,4Ξ ($794),"May 22, 2020"
10,Bid,9,Pranksy,,4Ξ ($839),"May 20, 2020"
11,Bid Withdrawn,9,jmg,,5Ξ ($804),"Jan 25, 2020"
12,Bid,9,jmg,,5Ξ ($832),"Jan 20, 2020"
13,Bid Withdrawn,9,jmg,,2Ξ ($362),"Sep 12, 2019"
14,Bid,9,jmg,,2Ξ ($377),"Aug 26, 2019"
15,Bid Withdrawn,9,0xa1179f,,1.80Ξ ($314),"Apr 18, 2019"
16,Bid,9,0xa1179f,,1.80Ξ ($301),"Apr 17, 2019"
17,Bid Withdrawn,9,jmg,,1.50Ξ ($263),"Apr 07, 2019"
18,Bid,9,jmg,,1.50Ξ ($217),"Mar 29, 2019"
19,Bid Withdrawn,9,jmg,,1.50Ξ ($217),"Mar 29, 2019"
20,Bid,9,jmg,,1.50Ξ ($217),"Mar 29, 2019"
21,Bid Withdrawn,9,0x00bd3a,,1.25Ξ ($924),"Dec 29, 2017"
22,Bid,9,0x00bd3a,,1.25Ξ ($282),"Jul 24, 2017"
23,Bid Withdrawn,9,0x00bd3a,,1.20Ξ ($274),"Jul 23, 2017"
24,Bid,9,0x00bd3a,,1.20Ξ ($260),"Jul 21, 2017"
25,Bid Withdrawn,9,0x00d7c9,,1Ξ ($238),"Jul 09, 2017"
26,Bid,9,0x00d7c9,,1Ξ ($246),"Jul 08, 2017"
27,Bid Withdrawn,9,0xa0a59c,,0.20Ξ ($48),"Jul 07, 2017"
28,Bid,9,0xa0a59c,,0.20Ξ ($63),"Jun 28, 2017"
29,Bid,9,0x9be1c7,,0.06Ξ ($15),"Jun 26, 2017"
30,Claimed,9,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,10,0xddfdcb,,"25.50Ξ ($45,336)","Mar 21, 2021"
1,Bid,10,0xddfdcb,,"25.50Ξ ($46,570)","Mar 19, 2021"
2,Bid Withdrawn,10,0x00d7c9,,0.60Ξ ($123),"Jul 10, 2017"
3,Bid,10,0x00d7c9,,0.60Ξ ($123),"Jul 10, 2017"
4,Bid Withdrawn,10,0x00d7c9,,1Ξ ($238),"Jul 09, 2017"
5,Bid,10,0x00d7c9,,1Ξ ($246),"Jul 08, 2017"
6,Bid Withdrawn,10,0x7ebcda,,0.60Ξ ($145),"Jul 07, 2017"
7,Bid,10,0x7ebcda,,0.60Ξ ($145),"Jul 07, 2017"
8,Bid,10,0x717403,,0.06Ξ ($15),"Jun 26, 2017"
9,Bid,10,0x9be1c7,,0.06Ξ ($15),"Jun 26, 2017"
10,Claimed,10,,0xc352b5,,"Jun 23, 2017"
0,Claimed,11,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,12,Pranksy,,0.50Ξ ($65),"Jan 02, 2020"
1,Bid,12,Pranksy,,0.50Ξ ($66),"Jan 01, 2020"
2,Bid,12,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
3,Claimed,12,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,13,daddykal…,,"42Ξ ($116,917)","Jun 07, 2021"
1,Bid,13,daddykal…,,"42Ξ ($112,400)","Jun 06, 2021"
2,Bid Withdrawn,13,0x983ace,,"70Ξ ($149,334)","Apr 12, 2021"
3,Bid,13,0x983ace,,"70Ξ ($149,995)","Apr 12, 2021"
4,Bid Withdrawn,13,0x4eb676,,"53.33Ξ ($81,801)","Mar 05, 2021"
5,Bid,13,0x4eb676,,"53.33Ξ ($81,654)","Mar 05, 2021"
6,Bid Withdrawn,13,Pranksy,,"15Ξ ($21,074)","Feb 02, 2021"
7,Bid,13,Pranksy,,"15Ξ ($19,917)","Feb 01, 2021"
8,Bid Withdrawn,13,jmg,,"13Ξ ($4,910)","Oct 14, 2020"
9,Bid,13,jmg,,"13Ξ ($4,538)","Oct 03, 2020"
10,Bid Withdrawn,13,Pranksy,,3.33Ξ ($661),"May 22, 2020"
11,Bid,13,Pranksy,,3.33Ξ ($699),"May 20, 2020"
12,Bid Withdrawn,13,jmg,,3.50Ξ ($477),"Jan 09, 2020"
13,Bid,13,jmg,,3.50Ξ ($506),"Jan 07, 2020"
14,Bid Withdrawn,13,jmg,,2Ξ ($289),"Jan 07, 2020"
15,Bid,13,jmg,,2Ξ ($263),"Jan 01, 2020"
16,Bid,13,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
17,Claimed,13,,0xc352b5,,"Jun 23, 2017"
0,Bid,14,0xd69111,,"0.48Ξ ($1,230)","Aug 03, 2021"
1,Bid Withdrawn,14,0xe369a8,,"33.25Ξ ($64,905)","Feb 20, 2021"
2,Bid,14,0xe369a8,,"33.25Ξ ($64,905)","Feb 20, 2021"
3,Bid Withdrawn,14,0xe369a8,,"33Ξ ($66,189)","Feb 20, 2021"
4,Bid,14,0xe369a8,,"33Ξ ($66,189)","Feb 20, 2021"
5,Bid Withdrawn,14,0xe369a8,,"34Ξ ($68,201)","Feb 20, 2021"
6,Bid,14,0xe369a8,,"34Ξ ($68,246)","Feb 20, 2021"
7,Offered,14,,,"555Ξ ($986,357)","Feb 17, 2021"
8,Offered,14,,,"444Ξ ($736,920)","Feb 07, 2021"
9,Bid Withdrawn,14,robers,,0.50Ξ ($83),"Apr 10, 2020"
10,Bid,14,robers,,0.50Ξ ($86),"Apr 22, 2019"
11,Offer Withdrawn,14,,,,"Dec 08, 2018"
12,Offered,14,,,5.50Ξ ($515),"Dec 07, 2018"
13,Sold,14,0x582fa7,0x7c00c9…,2.50Ξ ($234),"Dec 07, 2018"
14,Offered,14,,,"2.50Ξ ($1,884)","Dec 26, 2017"
15,Sold,14,0xd8e806,0x582fa7,1.85Ξ ($351),"Jul 17, 2017"
16,Offered,14,,,1.85Ξ ($365),"Jul 14, 2017"
17,Offered,14,,,1.90Ξ ($375),"Jul 14, 2017"
18,Offered,14,,,2Ξ ($394),"Jul 14, 2017"
19,Sold,14,0xc352b5,0xd8e806,0.90Ξ ($185),"Jul 13, 2017"
20,Offered,14,,,0.90Ξ ($185),"Jul 13, 2017"
21,Bid,14,0x3a6372,,0.10Ξ ($22),"Jul 12, 2017"
22,Bid Withdrawn,14,Hemba,,0.61Ξ ($145),"Jul 09, 2017"
23,Bid,14,Hemba,,0.61Ξ ($145),"Jul 09, 2017"
24,Bid,14,0x717403,,0.33Ξ ($88),"Jul 06, 2017"
25,Bid,14,0x6611fe,,0.33Ξ ($88),"Jul 06, 2017"
26,Bid,14,0x7760e0,,0.10Ξ ($28),"Jul 02, 2017"
27,Bid,14,0x6611fe,,0.10Ξ ($28),"Jul 02, 2017"
28,Bid,14,0x7760e0,,0.05Ξ ($16),"Jun 28, 2017"
29,Bid Withdrawn,14,0x00d7c9,,0.36Ξ ($114),"Jun 28, 2017"
30,Bid,14,0x00d7c9,,0.36Ξ ($114),"Jun 28, 2017"
31,Bid,14,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
32,Claimed,14,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,15,runhot99…,,"57.50Ξ ($123,576)","Apr 18, 2021"
1,Bid,15,runhot99…,,"57.50Ξ ($131,713)","Apr 18, 2021"
2,Bid Withdrawn,15,TokenAng…,,"50Ξ ($80,008)","Feb 25, 2021"
3,Bid,15,TokenAng…,,"50Ξ ($94,707)","Feb 21, 2021"
4,Bid Withdrawn,15,opal.eth,,"15Ξ ($29,211)","Feb 20, 2021"
5,Bid,15,opal.eth,,"15Ξ ($29,170)","Feb 20, 2021"
6,Bid Withdrawn,15,0x2e2e26,,0.75Ξ ($276),"Oct 01, 2020"
7,Bid,15,0x2e2e26,,0.75Ξ ($89),"Dec 22, 2018"
8,Bid,15,0x717403,,0.10Ξ ($28),"Jun 25, 2017"
9,Bid,15,0x00d7c9,,0.10Ξ ($30),"Jun 24, 2017"
10,Claimed,15,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,16,0x83e0bb,,"1.60Ξ ($3,385)","Apr 05, 2021"
1,Bid,16,0x83e0bb,,"1.60Ξ ($3,011)","Mar 31, 2021"
2,Claimed,16,,0xc352b5,,"Jun 23, 2017"
0,Bid,17,0x682b2a,,0.10Ξ ($222),"Apr 20, 2021"
1,Bid,17,0x565590,,0.02Ξ ($26),"Mar 07, 2021"
2,Bid,17,0x118ee7,,<0.01Ξ ($0),"Mar 10, 2020"
3,Claimed,17,,0xc352b5,,"Jun 23, 2017"
0,Claimed,18,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,19,Dude_Nak…,,2.30Ξ ($470),"May 26, 2020"
1,Bid,19,Dude_Nak…,,2.30Ξ ($464),"May 22, 2020"
2,Claimed,19,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,20,0x7e152b,,"28Ξ ($93,739)","May 05, 2021"
1,Bid,20,0x7e152b,,"28Ξ ($94,399)","May 05, 2021"
2,Bid Withdrawn,20,0x516358,,"20Ξ ($41,618)","Apr 09, 2021"
3,Bid,20,0x516358,,"20Ξ ($42,231)","Apr 07, 2021"
4,Claimed,20,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,21,magicdhz…,,"21Ξ ($44,643)","Apr 12, 2021"
1,Bid,21,magicdhz…,,"21Ξ ($44,569)","Apr 11, 2021"
2,Claimed,21,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,22,m01222,,"6.50Ξ ($2,381)","Oct 16, 2020"
1,Bid,22,m01222,,"6.50Ξ ($2,484)","Oct 13, 2020"
2,Bid Withdrawn,22,Pranksy,,"9Ξ ($1,858)","May 27, 2020"
3,Bid,22,Pranksy,,"9Ξ ($1,853)","May 27, 2020"
4,Bid Withdrawn,22,Pranksy,,"8Ξ ($1,614)","May 27, 2020"
5,Bid,22,Pranksy,,"8Ξ ($1,627)","May 26, 2020"
