,Type,Punk,From,To,Amount,Txn
3,Bid,305,Pranksy,,2.50Ξ ($525),"May 20, 2020"
4,Bid Withdrawn,305,Pranksy,,1Ξ ($136),"Jan 05, 2020"
5,Bid,305,Pranksy,,1Ξ ($132),"Jan 01, 2020"
6,Bid,305,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
7,Claimed,305,,0xc352b5,,"Jun 23, 2017"
0,Claimed,306,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,307,ryley-to…,,"42.50Ξ ($138,258)","Aug 11, 2021"
1,Bid,307,ryley-to…,,"42.50Ξ ($138,258)","Aug 11, 2021"
2,Sold,307,krybhara…,0x471ccd,"46.50Ξ ($151,271)","Aug 11, 2021"
3,Offered,307,,,"46.50Ξ ($151,271)","Aug 11, 2021"
4,Bid Withdrawn,307,0x6f6ab4,,"41.50Ξ ($134,223)","Aug 11, 2021"
5,Bid,307,0x6f6ab4,,"41.50Ξ ($131,694)","Aug 11, 2021"
6,Bid,307,ryley-to…,,"40.50Ξ ($127,603)","Aug 11, 2021"
7,Offered,307,,,"49Ξ ($152,794)","Aug 10, 2021"
8,Offered,307,,,"55Ξ ($173,305)","Aug 10, 2021"
9,Offered,307,,,"65Ξ ($204,815)","Aug 10, 2021"
10,Bid Withdrawn,307,0x62bdc6,,20Ξ ($<0.01),"May 06, 2021"
11,Bid,307,0x62bdc6,,"20Ξ ($70,270)","May 05, 2021"
12,Transfer,307,0x5d7c72,krybhara…,,"May 05, 2021"
13,Transfer,307,krybhara…,0x5d7c72,,"Apr 12, 2021"
14,Transfer,307,0x2cbee4,krybhara…,,"Mar 07, 2021"
15,Transfer,307,0x35388c,0x2cbee4,,"Mar 05, 2021"
16,Transfer,307,0xc352b5,0x35388c,,"Feb 04, 2021"
17,Claimed,307,,0xc352b5,,"Jun 23, 2017"
0,Transfer,308,0x822335,0x9963be,,"Aug 31, 2021"
1,Sold,308,cryptoke…,0x822335,"23.90Ξ ($56,120)","Jul 30, 2021"
2,Offered,308,,,"23.90Ξ ($56,366)","Jul 30, 2021"
3,(Unwrap),308,WrappedC…,cryptoke…,,"Jul 30, 2021"
4,(Wrap),308,0x147027,WrappedC…,,"Jun 14, 2021"
5,Transfer,308,cryptoke…,0x147027,,"Jun 14, 2021"
6,Offer Withdrawn,308,,,,"Jun 14, 2021"
7,Bid Withdrawn,308,0x4f65e5,,"15Ξ ($39,301)","Jun 04, 2021"
8,Bid,308,0x4f65e5,,"15Ξ ($36,162)","May 30, 2021"
9,Offered,308,,,"35Ξ ($84,525)","May 29, 2021"
10,Offered,308,,,"120Ξ ($278,305)","Apr 24, 2021"
11,Transfer,308,0x2cbee4,cryptoke…,,"Mar 06, 2021"
12,Transfer,308,0x35388c,0x2cbee4,,"Mar 05, 2021"
13,Transfer,308,0xc352b5,0x35388c,,"Feb 04, 2021"
14,Claimed,308,,0xc352b5,,"Jun 23, 2017"
0,Offered,309,,,2.5KΞ ($8.8M),"Sep 01, 2021"
1,Offered,309,,,875Ξ ($2.72M),"Aug 27, 2021"
2,Offered,309,,,950Ξ ($2.96M),"Aug 26, 2021"
3,Offered,309,,,450Ξ ($1.44M),"Aug 24, 2021"
4,Offer Withdrawn,309,,,,"Aug 23, 2021"
5,Offered,309,,,"309Ξ ($989,925)","Aug 20, 2021"
6,Offered,309,,,"195Ξ ($626,822)","Aug 20, 2021"
7,Offered,309,,,"290Ξ ($939,861)","Aug 13, 2021"
8,Offered,309,,,"295Ξ ($919,102)","Aug 12, 2021"
9,Offered,309,,,"309Ξ ($966,898)","Aug 10, 2021"
10,Offered,309,,,3.09KΞ ($8.15M),"Aug 02, 2021"
11,Offered,309,,,"285Ξ ($721,500)","Jul 31, 2021"
12,Offered,309,,,"295Ξ ($726,275)","Jul 31, 2021"
13,Offered,309,,,"309Ξ ($706,053)","Jul 28, 2021"
14,Offered,309,,,"175Ξ ($347,583)","Jul 22, 2021"
15,Offered,309,,,"85Ξ ($161,381)","Jul 19, 2021"
16,Offered,309,,,"90Ξ ($171,437)","Jul 16, 2021"
17,Offered,309,,,"95Ξ ($187,501)","Jul 13, 2021"
18,Offered,309,,,"113Ξ ($229,823)","Jul 13, 2021"
19,Offered,309,,,"115Ξ ($247,076)","Jul 12, 2021"
20,Offered,309,,,"118Ξ ($261,566)","Jul 08, 2021"
21,Offered,309,,,"125Ξ ($292,101)","Jul 04, 2021"
22,Offered,309,,,"149Ξ ($306,959)","Jul 02, 2021"
23,Offered,309,,,"169Ξ ($360,420)","Jun 29, 2021"
24,Offered,309,,,"175Ξ ($342,363)","Jun 25, 2021"
25,Offered,309,,,"179Ξ ($453,319)","Jun 16, 2021"
26,Offered,309,,,"183Ξ ($471,783)","Jun 15, 2021"
27,Offered,309,,,"185Ξ ($454,273)","Jun 11, 2021"
28,Offered,309,,,"190Ξ ($472,766)","Jun 09, 2021"
29,Offered,309,,,"309Ξ ($756,027)","May 31, 2021"
30,Offered,309,,,"99Ξ ($383,261)","May 15, 2021"
31,Offered,309,,,"149Ξ ($514,078)","May 07, 2021"
32,Offered,309,,,"199Ξ ($654,019)","May 04, 2021"
33,Offered,309,,,"245Ξ ($419,935)","Mar 27, 2021"
34,Offered,309,,,"249Ξ ($399,882)","Mar 25, 2021"
35,Offered,309,,,"275Ξ ($488,579)","Mar 22, 2021"
36,Offered,309,,,"290Ξ ($526,246)","Mar 18, 2021"
37,Offered,309,,,"295Ξ ($525,206)","Mar 17, 2021"
38,Offered,309,,,"303Ξ ($532,174)","Mar 12, 2021"
39,Offered,309,,,"305Ξ ($540,201)","Mar 11, 2021"
40,Offered,309,,,"309Ξ ($560,251)","Mar 10, 2021"
41,Transfer,309,0x2cbee4,0xab7244,,"Mar 07, 2021"
42,Transfer,309,0x35388c,0x2cbee4,,"Mar 05, 2021"
43,Transfer,309,0xc352b5,0x35388c,,"Feb 04, 2021"
44,Claimed,309,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,310,gobzy.et…,,0.15Ξ ($356),"Jun 13, 2021"
1,Bid,310,gobzy.et…,,0.15Ξ ($351),"Jun 13, 2021"
2,Transfer,310,0xc352b5,0xb88f61,,"Feb 05, 2021"
3,Bid,310,Blaze310,,0.14Ξ ($27),"May 11, 2019"
4,Claimed,310,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,311,Novo311,,"3.11Ξ ($4,893)","Mar 06, 2021"
1,Transfer,311,0xc352b5,0xb88f61,,"Feb 05, 2021"
2,Bid,311,Novo311,,"3.11Ξ ($3,936)","Jan 27, 2021"
3,Bid Withdrawn,311,Novo311,,"3.11Ξ ($4,132)","Jan 26, 2021"
4,Bid,311,Novo311,,"3.11Ξ ($4,130)","Jan 24, 2021"
5,Bid Withdrawn,311,Novo311,,"3.11Ξ ($2,012)","Dec 26, 2020"
6,Bid,311,Novo311,,"3.11Ξ ($1,898)","Dec 23, 2020"
7,Bid Withdrawn,311,Novo311,,"3.11Ξ ($1,135)","Oct 16, 2020"
8,Bid,311,Novo311,,"3.11Ξ ($1,055)","Oct 08, 2020"
9,Claimed,311,,0xc352b5,,"Jun 23, 2017"
0,Transfer,312,0x8a5a3c,0x2423b6,,"Sep 06, 2021"
1,Offered,312,,,"162Ξ ($617,452)","Sep 03, 2021"
2,Offer Withdrawn,312,,,,"Aug 28, 2021"
3,Offered,312,,,"200Ξ ($645,756)","Aug 28, 2021"
4,Offered,312,,,"150Ξ ($466,534)","Aug 25, 2021"
5,Offered,312,,,"100Ξ ($331,925)","Aug 23, 2021"
6,Sold,312,milliond…,0x8a5a3c,"77.70Ξ ($257,906)","Aug 23, 2021"
7,Offered,312,,,"77.70Ξ ($231,246)","Aug 07, 2021"
8,Offer Withdrawn,312,,,,"Aug 07, 2021"
9,Offered,312,,,"88.80Ξ ($220,714)","Aug 04, 2021"
10,Transfer,312,0x2cbee4,milliond…,,"Mar 07, 2021"
11,Transfer,312,0x35388c,0x2cbee4,,"Mar 05, 2021"
12,Transfer,312,0xc352b5,0x35388c,,"Feb 04, 2021"
13,Claimed,312,,0xc352b5,,"Jun 23, 2017"
0,Claimed,313,,0xc352b5,,"Jun 23, 2017"
0,Transfer,314,trippy.e…,0xe54c39,,"Jun 14, 2021"
1,Transfer,314,0x2cbee4,trippy.e…,,"Mar 07, 2021"
2,Transfer,314,0x35388c,0x2cbee4,,"Mar 05, 2021"
3,Transfer,314,0xc352b5,0x35388c,,"Feb 04, 2021"
4,Claimed,314,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,315,Pranksy,,1.50Ξ ($298),"May 22, 2020"
1,Bid,315,Pranksy,,1.50Ξ ($315),"May 20, 2020"
2,Claimed,315,,0xc352b5,,"Jun 23, 2017"
0,Claimed,316,,0xc352b5,,"Jun 23, 2017"
0,Transfer,317,0xc352b5,0xb88f61,,"Feb 05, 2021"
1,Claimed,317,,0xc352b5,,"Jun 23, 2017"
0,Offered,318,,,31.8KΞ ($100.87M),"Aug 24, 2021"
1,Offered,318,,,15KΞ ($49.93M),"Aug 23, 2021"
2,Bid,318,0x77de34,,<0.01Ξ ($17),"Aug 23, 2021"
3,Offered,318,,,1.5KΞ ($3.1M),"Apr 08, 2021"
4,Offered,318,,,"350Ξ ($722,355)","Apr 08, 2021"
5,Sold,318,0xa876cd,0xcbb9ab,"27.50Ξ ($56,756)","Apr 08, 2021"
6,Offered,318,,,"27.50Ξ ($58,219)","Apr 06, 2021"
7,Offered,318,,,"32Ξ ($54,161)","Mar 23, 2021"
8,Offered,318,,,"50Ξ ($88,591)","Mar 17, 2021"
9,Offered,318,,,999Ξ ($1.81M),"Mar 12, 2021"
10,Offered,318,,,"50Ξ ($86,215)","Mar 08, 2021"
11,Offered,318,,,"35Ξ ($57,438)","Mar 07, 2021"
12,Offered,318,,,"30Ξ ($45,561)","Mar 05, 2021"
13,Sold,318,Pranksy,0xa876cd,"26.50Ξ ($41,940)","Mar 04, 2021"
14,Offered,318,,,"26.50Ξ ($41,940)","Mar 04, 2021"
15,Offered,318,,,"27.99Ξ ($44,981)","Mar 03, 2021"
16,Offered,318,,,"29.99Ξ ($58,595)","Feb 21, 2021"
17,Offered,318,,,"49.99Ξ ($95,037)","Feb 18, 2021"
18,Transfer,318,0xc352b5,Pranksy,,"Feb 18, 2021"
19,Claimed,318,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,319,0xa66f42,,0.50Ξ ($713),"Mar 01, 2021"
1,Bid,319,0xa66f42,,0.50Ξ ($644),"Jan 26, 2021"
2,Bid,319,0xce6259,,0.40Ξ ($502),"Jan 24, 2021"
3,Claimed,319,,0xc352b5,,"Jun 23, 2017"
0,Claimed,320,,0xc352b5,,"Jun 23, 2017"
0,Claimed,321,,0xc352b5,,"Jun 23, 2017"
0,Transfer,322,🍎🍎🍎.e…,0x800366,,"Aug 26, 2021"
1,Sold,322,kingskin…,🍎🍎🍎.e…,"16Ξ ($21,298)","Jan 19, 2021"
2,Offered,322,,,"16Ξ ($19,886)","Jan 18, 2021"
3,Transfer,322,KingChad,kingskin…,,"Jan 16, 2021"
4,Offered,322,,,"20Ξ ($22,392)","Jan 14, 2021"
5,Offer Withdrawn,322,,,,"Jan 14, 2021"
6,Offered,322,,,"20Ξ ($25,209)","Jan 07, 2021"
7,Offered,322,,,"26Ξ ($16,359)","Dec 26, 2020"
8,(Unwrap),322,WrappedC…,KingChad,,"Nov 05, 2020"
9,(Wrap),322,0x02a648,WrappedC…,,"Oct 07, 2020"
10,Transfer,322,KingChad,0x02a648,,"Oct 07, 2020"
11,Offered,322,,,"32Ξ ($11,034)","Oct 03, 2020"
12,(Unwrap),322,WrappedC…,KingChad,,"Oct 03, 2020"
13,(Wrap),322,0x02a648,WrappedC…,,"Sep 26, 2020"
14,Transfer,322,KingChad,0x02a648,,"Sep 26, 2020"
15,Offered,322,,,"50Ξ ($18,440)","Sep 16, 2020"
16,Sold,322,0xc352b5,KingChad,"12Ξ ($4,628)","Sep 13, 2020"
17,Bid Withdrawn,322,Pranksy,,4Ξ ($794),"May 22, 2020"
18,Offered,322,,,"12Ξ ($2,402)","May 21, 2020"
19,Bid,322,Pranksy,,4Ξ ($839),"May 20, 2020"
20,Bid Withdrawn,322,Pranksy,,1Ξ ($136),"Jan 05, 2020"
21,Bid,322,Pranksy,,1Ξ ($132),"Jan 01, 2020"
22,Bid Withdrawn,322,0x7f3560,,<0.01Ξ ($1),"Apr 24, 2019"
23,Bid,322,0x7f3560,,<0.01Ξ ($2),"Oct 05, 2018"
24,Bid,322,0x07f537,,<0.01Ξ ($3),"Aug 04, 2018"
25,Bid,322,0xd47c5f,,<0.01Ξ ($3),"Mar 08, 2018"
26,Claimed,322,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,323,0x011e44,,<0.01Ξ ($6),"Jan 29, 2018"
1,Bid,323,0x011e44,,<0.01Ξ ($5),"Jan 23, 2018"
2,Bid,323,0x011e44,,<0.01Ξ ($4),"Jan 23, 2018"
3,Bid,323,0x011e44,,<0.01Ξ ($2),"Jan 23, 2018"
4,Bid,323,stefan,,<0.01Ξ ($1),"Dec 23, 2017"
5,Claimed,323,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,324,Deeze,,"20Ξ ($36,802)","Feb 17, 2021"
1,Bid,324,Deeze,,"20Ξ ($36,263)","Feb 17, 2021"
2,Bid,324,LoveArtH…,,0.02Ξ ($3),"May 08, 2019"
3,Bid,324,protospi…,,<0.01Ξ ($1),"Sep 25, 2018"
4,Bid,324,0xd47c5f,,<0.01Ξ ($3),"Mar 08, 2018"
5,Bid,324,0x00817a,,<0.01Ξ ($5),"Jan 26, 2018"
6,Bid,324,TokyoBas…,,<0.01Ξ ($2),"Dec 23, 2017"
7,Bid,324,stefan,,<0.01Ξ ($1),"Dec 23, 2017"
8,Claimed,324,,0xc352b5,,"Jun 23, 2017"
0,Bid,325,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
1,Claimed,325,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,326,Dude_Nak…,,0.10Ξ ($73),"Mar 09, 2018"
1,Bid,326,Dude_Nak…,,0.10Ξ ($82),"Mar 06, 2018"
2,Claimed,326,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,327,nicholas…,,"22Ξ ($44,557)","Jul 22, 2021"
1,Bid,327,nicholas…,,"22Ξ ($44,557)","Jul 22, 2021"
2,Claimed,327,,0xc352b5,,"Jun 23, 2017"
0,Sold,328,0x6add24,mintelan…,"52Ξ ($172,428)","Aug 14, 2021"
1,Bid Withdrawn,328,0xa876cd,,"44Ξ ($142,526)","Aug 13, 2021"
2,Bid,328,0xa876cd,,"44Ξ ($141,752)","Aug 13, 2021"
3,Offered,328,,,"52Ξ ($168,442)","Aug 13, 2021"
4,Offered,328,,,"100Ξ ($250,337)","Aug 04, 2021"
5,Sold,328,0x471ccd,0x6add24,"42Ξ ($105,142)","Aug 04, 2021"
6,Bid Withdrawn,328,daddykal…,,"38Ξ ($94,690)","Aug 04, 2021"
7,Bid,328,daddykal…,,"38Ξ ($96,021)","Aug 04, 2021"
8,Bid Withdrawn,328,nftguild…,,"35Ξ ($92,129)","Aug 02, 2021"
9,Bid,328,nftguild…,,"35Ξ ($92,295)","Aug 02, 2021"
10,Offered,328,,,"42Ξ ($92,084)","Jul 26, 2021"
11,Bid Withdrawn,328,0x65b1b9,,"16.55Ξ ($31,656)","Mar 13, 2021"
12,Sold,328,0x3f13f5,0x471ccd,"21.88Ξ ($39,666)","Mar 12, 2021"
13,Bid,328,0x65b1b9,,"16.55Ξ ($29,896)","Mar 11, 2021"
14,Offered,328,,,"21.88Ξ ($36,362)","Mar 07, 2021"
15,Offered,328,,,"24.50Ξ ($40,320)","Mar 06, 2021"
16,Transfer,328,0x2cbee4,0x3f13f5,,"Mar 06, 2021"
17,Transfer,328,0x35388c,0x2cbee4,,"Mar 05, 2021"
18,Transfer,328,0xc352b5,0x35388c,,"Feb 04, 2021"
19,Claimed,328,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,329,0xe4f0ac,,"21Ξ ($32,421)","Mar 02, 2021"
1,Sold,329,0x89eacd,snax,"24.90Ξ ($37,680)","Feb 27, 2021"
2,Offered,329,,,"24.90Ξ ($37,558)","Feb 27, 2021"
3,Offered,329,,,"25.90Ξ ($42,110)","Feb 25, 2021"
4,Offered,329,,,"27.90Ξ ($45,993)","Feb 25, 2021"
5,Sold,329,0x07c5ea,0x89eacd,"22.95Ξ ($38,774)","Feb 24, 2021"
6,Offered,329,,,"22.95Ξ ($38,774)","Feb 24, 2021"
7,Bid,329,0xe4f0ac,,"21Ξ ($35,125)","Feb 24, 2021"
8,Bid Withdrawn,329,0xe4f0ac,,"20Ξ ($33,452)","Feb 24, 2021"
9,Offered,329,,,"23.47Ξ ($39,256)","Feb 24, 2021"
10,Bid,329,0xe4f0ac,,"20Ξ ($32,693)","Feb 24, 2021"
11,Offered,329,,,"23.98Ξ ($39,199)","Feb 24, 2021"
12,Offered,329,,,"24.75Ξ ($40,477)","Feb 24, 2021"
13,Offered,329,,,"26Ξ ($37,763)","Feb 23, 2021"
14,Offered,329,,,"28Ξ ($44,937)","Feb 23, 2021"
15,Offered,329,,,"26.75Ξ ($42,674)","Feb 23, 2021"
16,Offered,329,,,"29Ξ ($51,718)","Feb 22, 2021"
17,Sold,329,Pranksy,0x07c5ea,"24.99Ξ ($44,567)","Feb 22, 2021"
18,Offered,329,,,"24.99Ξ ($47,890)","Feb 18, 2021"
19,Offered,329,,,"49.99Ξ ($95,037)","Feb 18, 2021"
20,Transfer,329,0xc352b5,Pranksy,,"Feb 18, 2021"
21,Claimed,329,,0xc352b5,,"Jun 23, 2017"
0,Transfer,330,0xc352b5,0xb88f61,,"Feb 05, 2021"
1,Claimed,330,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,331,Pranksy,,1.50Ξ ($298),"May 22, 2020"
1,Bid,331,Pranksy,,1.50Ξ ($315),"May 20, 2020"
2,Claimed,331,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,332,ryley-to…,,"14.80Ξ ($39,996)","May 26, 2021"
1,Sold,332,0x13816f,0x3ee18f,"15.25Ξ ($41,213)","May 26, 2021"
2,Bid,332,ryley-to…,,"14.80Ξ ($40,047)","May 26, 2021"
3,Bid Withdrawn,332,sartoshi…,,"14.50Ξ ($28,531)","May 23, 2021"
4,Bid,332,sartoshi…,,"14.50Ξ ($30,038)","May 23, 2021"
5,Offered,332,,,"15.25Ξ ($31,591)","May 23, 2021"
6,Sold,332,0xbae25a,0x13816f,"21.49Ξ ($71,183)","May 03, 2021"
7,Offered,332,,,"21.49Ξ ($71,183)","May 03, 2021"
8,(Unwrap),332,WrappedC…,0xbae25a,,"May 03, 2021"
9,(Wrap),332,0x1011ce,WrappedC…,,"May 03, 2021"
10,Transfer,332,sillytun…,0x1011ce,,"May 03, 2021"
11,Transfer,332,0x2cbee4,sillytun…,,"Mar 07, 2021"
12,Transfer,332,0x35388c,0x2cbee4,,"Mar 05, 2021"
13,Transfer,332,0xc352b5,0x35388c,,"Feb 04, 2021"
14,Claimed,332,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,333,ruoran.e…,,"30Ξ ($97,064)","Aug 28, 2021"
1,Bid,333,ruoran.e…,,"30Ξ ($95,708)","Aug 27, 2021"
2,Bid,333,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
3,Claimed,333,,0xc352b5,,"Jun 23, 2017"
0,Bid,334,0xc21c1d,,0.07Ξ ($130),"Jun 26, 2021"
1,Bid,334,0xc21c1d,,0.07Ξ ($129),"Jun 26, 2021"
2,Bid,334,0xebf2c6,,0.07Ξ ($125),"Jun 22, 2021"
3,Bid,334,0x7760e0,,0.05Ξ ($16),"Jun 28, 2017"
4,Claimed,334,,0xc352b5,,"Jun 23, 2017"
0,Offered,335,,,399Ξ ($1.29M),"Aug 28, 2021"
1,Offered,335,,,320Ξ ($1.04M),"Aug 28, 2021"
2,Offered,335,,,"290Ξ ($950,408)","Aug 28, 2021"
3,Offered,335,,,"250Ξ ($813,990)","Aug 21, 2021"
4,Transfer,335,0x07c5ea,0xd5509e,,"Mar 10, 2021"
5,Offer Withdrawn,335,,,,"Mar 10, 2021"
6,Offered,335,,,"95Ξ ($146,943)","Mar 02, 2021"
7,Offer Withdrawn,335,,,,"Feb 25, 2021"
8,Offered,335,,,"85Ξ ($135,600)","Feb 23, 2021"
9,Sold,335,heygaret…,0x07c5ea,"33Ξ ($61,220)","Feb 22, 2021"
10,Bid,335,0x07c5ea,,"33Ξ ($61,909)","Feb 22, 2021"
11,Offered,335,,,"45Ξ ($84,422)","Feb 22, 2021"
12,Offered,335,,,"48Ξ ($90,275)","Feb 22, 2021"
13,Offered,335,,,"60Ξ ($115,112)","Feb 22, 2021"
14,Offered,335,,,"99Ξ ($191,174)","Feb 22, 2021"
15,Sold,335,0xc352b5,heygaret…,"40Ξ ($77,242)","Feb 22, 2021"
16,Offered,335,,,"40Ξ ($76,435)","Feb 19, 2021"
17,Claimed,335,,0xc352b5,,"Jun 23, 2017"
0,Bid Withdrawn,336,0x48cb22,,"0.50Ξ ($1,024)","Apr 08, 2021"
1,Bid,336,0x48cb22,,0.50Ξ ($990),"Apr 07, 2021"
2,Bid,336,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
3,Claimed,336,,0xc352b5,,"Jun 23, 2017"
0,Claimed,337,,0xc352b5,,"Jun 23, 2017"
0,Offered,338,,,"250Ξ ($806,128)","Aug 28, 2021"
1,Sold,338,markydao…,geo.eth,"26.99Ξ ($70,861)","May 19, 2021"
2,Bid,338,geo.eth,,"21Ξ ($67,589)","May 19, 2021"
3,Offered,338,,,"26.99Ξ ($92,580)","May 18, 2021"
4,Offered,338,,,"27.99Ξ ($94,275)","May 18, 2021"
5,Offered,338,,,"28.99Ξ ($95,660)","May 17, 2021"
6,Bid Withdrawn,338,0x6b43ab,,"19Ξ ($76,878)","May 10, 2021"
7,Bid,338,0x6b43ab,,"19Ξ ($66,794)","May 07, 2021"
8,Offered,338,,,"33.33Ξ ($112,881)","May 04, 2021"
9,Transfer,338,0x2cbee4,markydao…,,"Mar 06, 2021"
10,Transfer,338,0x35388c,0x2cbee4,,"Mar 05, 2021"
11,Transfer,338,0xc352b5,0x35388c,,"Feb 04, 2021"
12,Claimed,338,,0xc352b5,,"Jun 23, 2017"
0,Offered,339,,,1KΞ ($3.21M),"Aug 31, 2021"
1,Transfer,339,0x87f806,0x87f806,,"Aug 28, 2021"
2,Sold,339,thebinoc…,0x87f806,"239Ξ ($775,701)","Aug 28, 2021"
3,Offered,339,,,"239Ξ ($775,825)","Aug 28, 2021"
4,Offered,339,,,"224Ξ ($697,946)","Aug 27, 2021"
5,Offered,339,,,"248Ξ ($799,631)","Aug 25, 2021"
6,Offered,339,,,"224Ξ ($747,143)","Aug 24, 2021"
7,Offered,339,,,"199.97Ξ ($670,271)","Aug 23, 2021"
8,Offered,339,,,"224.96Ξ ($751,762)","Aug 23, 2021"
9,Offered,339,,,"183.97Ξ ($563,864)","Aug 18, 2021"
10,Offered,339,,,"198.97Ξ ($644,973)","Aug 14, 2021"
11,Offered,339,,,"218Ξ ($718,997)","Aug 14, 2021"
12,Offered,339,,,"249Ξ ($761,148)","Aug 12, 2021"
13,Offered,339,,,"299Ξ ($828,747)","Aug 06, 2021"
14,Offered,339,,,"249Ξ ($687,830)","Aug 06, 2021"
15,Transfer,339,0xf3016b,thebinoc…,,"Aug 06, 2021"
16,Sold,339,daddykal…,0xf3016b,"155Ξ ($430,423)","Aug 06, 2021"
17,Offered,339,,,"155Ξ ($386,234)","Aug 04, 2021"
18,Offered,339,,,"129Ξ ($344,581)","Aug 01, 2021"
19,Offered,339,,,"149Ξ ($360,701)","Jul 30, 2021"
20,Offered,339,,,"117.77Ξ ($255,852)","Jul 27, 2021"
21,Sold,339,anonymou…,daddykal…,"74.50Ξ ($160,094)","Jul 24, 2021"
22,Offered,339,,daddykal…,"74.50Ξ ($159,706)","Jul 24, 2021"
23,Offered,339,,,"74.50Ξ ($159,706)","Jul 24, 2021"
24,Bid Withdrawn,339,punkpist…,,"71.11Ξ ($152,439)","Jul 24, 2021"
25,Offered,339,,,"76Ξ ($162,921)","Jul 24, 2021"
26,Offered,339,,,"77.50Ξ ($167,661)","Jul 24, 2021"
27,Bid,339,punkpist…,,"71.11Ξ ($153,837)","Jul 24, 2021"
28,Offered,339,,,"78.88Ξ ($170,647)","Jul 24, 2021"
29,Bid,339,daddykal…,,"70.70Ξ ($154,525)","Jul 24, 2021"
30,Offered,339,,,"80.50Ξ ($175,945)","Jul 24, 2021"
31,Bid,339,thebinoc…,,"68Ξ ($148,624)","Jul 24, 2021"
32,Bid Withdrawn,339,biddecli…,,"65Ξ ($142,067)","Jul 24, 2021"
33,Bid,339,biddecli…,,"65Ξ ($142,067)","Jul 24, 2021"
34,Bid,339,daddykal…,,"65Ξ ($142,067)","Jul 24, 2021"
35,Offer Withdrawn,339,,,,"Jul 23, 2021"
36,Offered,339,,,"80.50Ξ ($161,735)","Jul 23, 2021"
37,Offered,339,,,"82Ξ ($169,277)","Jul 23, 2021"
38,Offered,339,,,"84Ξ ($170,140)","Jul 22, 2021"
39,Offered,339,,,"87.50Ξ ($174,251)","Jul 22, 2021"
40,Offered,339,,,"88Ξ ($173,232)","Jul 22, 2021"
41,Offered,339,,,"90Ξ ($174,616)","Jul 21, 2021"
42,Offered,339,,,"92.50Ξ ($176,238)","Jul 21, 2021"
43,Offered,339,,,"95Ξ ($176,707)","Jul 21, 2021"
44,Offered,339,,,"98Ξ ($175,396)","Jul 20, 2021"
45,Offered,339,,,"115Ξ ($205,154)","Jul 20, 2021"
46,Offered,339,,,"339Ξ ($727,925)","Jul 12, 2021"
47,Offered,339,,,"150Ξ ($347,056)","Jul 06, 2021"
48,Offered,339,,,"125Ξ ($289,608)","Jul 04, 2021"
49,Sold,339,0xddfdcb,anonymou…,"79.99Ξ ($196,709)","Apr 26, 2021"
50,Bid Withdrawn,339,0x449c69,,"55Ξ ($120,544)","Apr 18, 2021"
51,Bid,339,0x449c69,,"55Ξ ($125,974)","Apr 18, 2021"
52,Bid Withdrawn,339,cryptopu…,,"70Ξ ($166,372)","Apr 17, 2021"
53,Offered,339,,,"79.99Ξ ($190,105)","Apr 17, 2021"
54,Bid,339,cryptopu…,,"70Ξ ($166,363)","Apr 17, 2021"
55,Bid Withdrawn,339,cryptopu…,,"65Ξ ($154,480)","Apr 17, 2021"
56,Offered,339,,,"84.99Ξ ($198,498)","Apr 17, 2021"
57,Bid,339,cryptopu…,,"65Ξ ($151,810)","Apr 17, 2021"
58,Bid Withdrawn,339,cryptopu…,,"70Ξ ($165,062)","Apr 17, 2021"
59,Bid,339,cryptopu…,,"70Ξ ($166,191)","Apr 17, 2021"
60,Bid Withdrawn,339,mbeck.et…,,"60Ξ ($125,027)","Apr 09, 2021"
61,Offered,339,,,"89.99Ξ ($186,517)","Apr 09, 2021"
62,Bid,339,mbeck.et…,,"60Ξ ($124,898)","Apr 09, 2021"
63,Offered,339,,,"79.99Ξ ($163,806)","Apr 08, 2021"
64,Offer Withdrawn,339,,,,"Apr 08, 2021"
65,Offered,339,,,"79.99Ξ ($165,341)","Apr 08, 2021"
66,Offered,339,,,"65.99Ξ ($138,603)","Apr 05, 2021"
67,Offered,339,,,"59.99Ξ ($123,152)","Apr 04, 2021"
68,Offered,339,,,"72.99Ξ ($125,646)","Mar 28, 2021"
69,Bid Withdrawn,339,0xae7721,,"56Ξ ($93,054)","Mar 26, 2021"
70,Bid,339,0xae7721,,"56Ξ ($90,324)","Mar 25, 2021"
