,Type,Punk,From,To,Amount,Txn
21,Offered,4130,,,"50Ξ ($127,194)","Aug 03, 2021"
22,Offered,4130,,,"55Ξ ($140,269)","Aug 03, 2021"
23,Offered,4130,,,"100Ξ ($256,322)","Aug 03, 2021"
24,Offer Withdrawn,4130,,,,"Aug 03, 2021"
25,Offer Withdrawn,4130,,,,"Aug 03, 2021"
26,Offered,4130,,,"59Ξ ($153,359)","Aug 02, 2021"
27,Offered,4130,,,"60Ξ ($156,475)","Aug 02, 2021"
28,Offered,4130,,,"100Ξ ($255,049)","Aug 01, 2021"
29,Offer Withdrawn,4130,,,,"Jul 31, 2021"
30,Offer Withdrawn,4130,,,,"Jul 31, 2021"
31,Offered,4130,,,"49.99Ξ ($126,554)","Jul 31, 2021"
32,Offered,4130,,,"37Ξ ($92,076)","Jul 31, 2021"
33,Offered,4130,,,"38Ξ ($94,565)","Jul 31, 2021"
34,Offered,4130,,,"39Ξ ($97,053)","Jul 31, 2021"
35,Offered,4130,,,"40Ξ ($99,542)","Jul 31, 2021"
36,Offered,4130,,,"99Ξ ($241,746)","Jul 30, 2021"
37,Offered,4130,,,"49.99Ξ ($122,070)","Jul 30, 2021"
38,Sold,4130,0xb5696e,0xb16386,"23Ξ ($56,162)","Jul 30, 2021"
39,Offered,4130,,0xb16386,"23Ξ ($56,162)","Jul 30, 2021"
40,Sold,4130,0xb16386,0xb5696e,"22Ξ ($50,795)","Jul 26, 2021"
41,Offered,4130,,0xb5696e,"22Ξ ($49,303)","Jul 26, 2021"
42,Offer Withdrawn,4130,,,,"Jul 26, 2021"
43,Offered,4130,,0x000000,"22Ξ ($49,303)","Jul 26, 2021"
44,Offered,4130,,,"40Ξ ($84,512)","Jul 25, 2021"
45,Offered,4130,,,"30Ξ ($65,075)","Jul 25, 2021"
46,Offer Withdrawn,4130,,,,"Jul 23, 2021"
47,Offered,4130,,,"30Ξ ($61,574)","Jul 23, 2021"
48,Offered,4130,,,"55Ξ ($107,013)","Jul 21, 2021"
49,Offered,4130,,,"43.99Ξ ($81,766)","Jul 21, 2021"
50,Offer Withdrawn,4130,,,,"Jul 20, 2021"
51,Offered,4130,,,"29.50Ξ ($52,920)","Jul 20, 2021"
52,Offered,4130,,,"29.88Ξ ($52,773)","Jul 20, 2021"
53,Bid Withdrawn,4130,seriousl…,,"24Ξ ($42,288)","Jul 20, 2021"
54,Offered,4130,,,"29.99Ξ ($52,843)","Jul 20, 2021"
55,Sold,4130,0x7a5dbd,0xb16386,"25.95Ξ ($45,724)","Jul 20, 2021"
56,Bid,4130,seriousl…,,"24Ξ ($47,449)","Jul 18, 2021"
57,Offered,4130,,,"25.95Ξ ($51,621)","Jul 14, 2021"
58,Offered,4130,,,"26.95Ξ ($56,564)","Jun 30, 2021"
59,Offer Withdrawn,4130,,,,"Jun 30, 2021"
60,Bid Withdrawn,4130,laggy.et…,,"19.69Ξ ($34,214)","Jun 26, 2021"
61,Offered,4130,,,"24Ξ ($42,358)","Jun 26, 2021"
62,Sold,4130,thebinoc…,0x7a5dbd,"21.45Ξ ($37,857)","Jun 26, 2021"
63,Bid,4130,laggy.et…,,"19.69Ξ ($34,865)","Jun 26, 2021"
64,Bid Withdrawn,4130,laggy.et…,,"18.18Ξ ($32,192)","Jun 26, 2021"
65,Offered,4130,,,"21.45Ξ ($39,566)","Jun 25, 2021"
66,Bid,4130,laggy.et…,,"18.18Ξ ($33,534)","Jun 25, 2021"
67,Offered,4130,,,"21.96Ξ ($44,397)","Jun 24, 2021"
68,Offered,4130,,,"22.98Ξ ($56,780)","Jun 11, 2021"
69,Offered,4130,,,"23.45Ξ ($56,969)","Jun 09, 2021"
70,Offered,4130,,,"23.96Ξ ($60,838)","May 25, 2021"
71,Offered,4130,,,"24.76Ξ ($56,869)","May 22, 2021"
72,Offered,4130,,,"25.99Ξ ($84,660)","May 17, 2021"
73,Offered,4130,,,"26.89Ξ ($97,164)","May 16, 2021"
74,Offered,4130,,,"27.83Ξ ($104,328)","May 13, 2021"
75,Sold,4130,0x5fd36a,thebinoc…,"26Ξ ($100,851)","May 08, 2021"
76,Bid,4130,thebinoc…,,"26Ξ ($100,851)","May 08, 2021"
77,Bid Withdrawn,4130,thebinoc…,,"25.25Ξ ($97,942)","May 08, 2021"
78,Offered,4130,,,"27Ξ ($103,817)","May 08, 2021"
79,Bid,4130,thebinoc…,,"25.25Ξ ($97,089)","May 08, 2021"
80,Offered,4130,,,"29Ξ ($110,524)","May 08, 2021"
81,Offered,4130,,,"29.99Ξ ($94,246)","May 03, 2021"
82,Offered,4130,,,"33Ξ ($90,970)","Apr 30, 2021"
83,Offered,4130,,,"39Ξ ($108,515)","Apr 30, 2021"
84,Offered,4130,,,"45Ξ ($122,034)","Apr 29, 2021"
85,Offered,4130,,,"32Ξ ($86,950)","Apr 29, 2021"
86,Offered,4130,,,"33.69Ξ ($91,965)","Apr 28, 2021"
87,Offered,4130,,,"38Ξ ($101,510)","Apr 27, 2021"
88,Offered,4130,,,"39.99Ξ ($93,560)","Apr 20, 2021"
89,Offered,4130,,,"45Ξ ($96,375)","Apr 19, 2021"
90,Offered,4130,,,"55Ξ ($113,984)","Apr 09, 2021"
91,Offered,4130,,,"36Ξ ($73,722)","Apr 08, 2021"
92,Offered,4130,,,"29.95Ξ ($54,126)","Mar 30, 2021"
93,Offered,4130,,,"42Ξ ($67,856)","Mar 25, 2021"
94,Sold,4130,0x7e455c,0x5fd36a,"28Ξ ($44,129)","Mar 25, 2021"
95,Bid,4130,0x5fd36a,,"28Ξ ($44,129)","Mar 25, 2021"
96,Bid,4130,0x5fd36a,,"27Ξ ($42,553)","Mar 25, 2021"
97,Bid,4130,0x5fd36a,,"25Ξ ($39,401)","Mar 25, 2021"
98,Offered,4130,,,"28.88Ξ ($45,516)","Mar 25, 2021"
99,Offered,4130,,,"45Ξ ($77,618)","Mar 16, 2021"
100,Offered,4130,,,"29.90Ξ ($56,427)","Mar 13, 2021"
101,Offered,4130,,,"38.80Ξ ($56,562)","Feb 26, 2021"
102,Transfer,4130,0x241ec7,0x7e455c,,"Feb 23, 2021"
103,Offered,4130,,,"188.89Ξ ($341,623)","Feb 17, 2021"
104,Offered,4130,,,"25.98Ξ ($47,895)","Feb 13, 2021"
105,Sold,4130,Pranksy,0x241ec7,"12.99Ξ ($23,947)","Feb 13, 2021"
106,Offered,4130,,,"12.99Ξ ($24,185)","Feb 13, 2021"
107,Offered,4130,,,"14.99Ξ ($26,031)","Feb 09, 2021"
108,Offered,4130,,,"99.99Ξ ($166,885)","Feb 04, 2021"
109,Sold,4130,EliteCat…,Pranksy,"9.55Ξ ($15,934)","Feb 04, 2021"
110,Offered,4130,,,"9.55Ξ ($15,934)","Feb 04, 2021"
111,Transfer,4130,GoWest23,EliteCat…,,"Oct 04, 2020"
112,(Unwrap),4130,WrappedC…,GoWest23,,"Oct 04, 2020"
113,(Wrap),4130,0xa18fd5,WrappedC…,,"Sep 28, 2020"
114,Transfer,4130,GoWest23,0xa18fd5,,"Sep 28, 2020"
115,Offer Withdrawn,4130,,,,"Sep 28, 2020"
116,Offered,4130,,,"8.75Ξ ($3,038)","Sep 25, 2020"
117,Sold,4130,0x4dcaf3,GoWest23,0.75Ξ ($100),"Jan 04, 2020"
118,Offered,4130,,,0.75Ξ ($164),"Jul 31, 2019"
119,Offered,4130,,,1Ξ ($217),"Jul 22, 2019"
120,Offered,4130,,,0.75Ξ ($163),"Jul 22, 2019"
121,Sold,4130,0xe45df5,0x4dcaf3,0.40Ξ ($96),"Jul 07, 2017"
122,Bid,4130,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
123,Offered,4130,,,0.40Ξ ($112),"Jun 25, 2017"
124,Claimed,4130,,0xe45df5,,"Jun 23, 2017"
0,Sold,4131,0x5cda7e,TokenAng…,"26.90Ξ ($54,316)","Jul 23, 2021"
1,Offered,4131,,,"26.90Ξ ($54,316)","Jul 23, 2021"
2,Bid Withdrawn,4131,0x4db1dd,,"17.50Ξ ($33,800)","Apr 01, 2021"
3,Sold,4131,0xa3cb30,0x5cda7e,"19Ξ ($34,928)","Mar 30, 2021"
4,Bid,4131,0x4db1dd,,"17.50Ξ ($32,171)","Mar 30, 2021"
5,Offered,4131,,,"19Ξ ($35,210)","Mar 30, 2021"
6,Bid,4131,0x5cda7e,,"16.99Ξ ($31,485)","Mar 30, 2021"
7,Bid,4131,ibimssic…,,"16.50Ξ ($30,577)","Mar 30, 2021"
8,Bid,4131,NFTcrypt…,,"16Ξ ($29,650)","Mar 30, 2021"
9,Bid,4131,ibimssic…,,"15Ξ ($27,653)","Mar 30, 2021"
10,Bid,4131,0x36d1b7,,"14.50Ξ ($26,731)","Mar 30, 2021"
11,Transfer,4131,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
12,Claimed,4131,,0x00bd9f,,"Jun 23, 2017"
0,Sold,4132,0xeb6599,gld.eth,"75Ξ ($186,414)","Aug 04, 2021"
1,Offered,4132,,,"75Ξ ($196,663)","Aug 01, 2021"
2,Transfer,4132,0x663623,0xeb6599,,"Aug 01, 2021"
3,Transfer,4132,MrTpunks,0x663623,,"Jul 05, 2021"
4,Sold,4132,0xa3cb30,MrTpunks,"12.50Ξ ($4,599)","Oct 17, 2020"
5,Bid Withdrawn,4132,0x4fa27c,,"9Ξ ($3,283)","Oct 16, 2020"
6,Offered,4132,,,"12.50Ξ ($4,579)","Oct 16, 2020"
7,Bid,4132,0x4fa27c,,"9Ξ ($3,311)","Oct 16, 2020"
8,Bid Withdrawn,4132,0x257e2b,,"8.20Ξ ($3,097)","Oct 14, 2020"
9,Bid,4132,0x257e2b,,"8.20Ξ ($3,084)","Oct 14, 2020"
10,Bid Withdrawn,4132,MrTpunks…,,"9Ξ ($3,424)","Oct 14, 2020"
11,Offered,4132,,,"13.10Ξ ($5,006)","Oct 14, 2020"
12,Bid,4132,MrTpunks…,,"9Ξ ($3,434)","Oct 14, 2020"
13,Bid,4132,0x257e2b,,"8Ξ ($3,058)","Oct 14, 2020"
14,Bid Withdrawn,4132,0x257e2b,,"8Ξ ($3,058)","Oct 14, 2020"
15,Bid,4132,0x257e2b,,"8Ξ ($3,058)","Oct 14, 2020"
16,Bid Withdrawn,4132,0x257e2b,,"7Ξ ($2,676)","Oct 14, 2020"
17,Bid,4132,0x257e2b,,"7Ξ ($2,664)","Oct 13, 2020"
18,Bid Withdrawn,4132,Carlini8,,"5Ξ ($1,734)","Oct 06, 2020"
19,Bid,4132,Carlini8,,"5Ξ ($1,765)","Oct 06, 2020"
20,Bid Withdrawn,4132,SpacedPa…,,0.10Ξ ($37),"Sep 10, 2020"
21,Bid,4132,SpacedPa…,,0.10Ξ ($34),"Sep 08, 2020"
22,Transfer,4132,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
23,Bid,4132,0x7760e0,,0.05Ξ ($16),"Jun 28, 2017"
24,Claimed,4132,,0x00bd9f,,"Jun 23, 2017"
0,Sold,4133,0x062c54,0xbb1ec7,"55Ξ ($192,134)","May 07, 2021"
1,Bid,4133,0xbb1ec7,,"55Ξ ($193,244)","May 06, 2021"
2,Offered,4133,,,"85Ξ ($285,574)","May 04, 2021"
3,Transfer,4133,0xa3cb30,0x062c54,,"Mar 14, 2021"
4,Bid Withdrawn,4133,DANNY,,"8Ξ ($2,721)","Oct 07, 2020"
5,Bid,4133,DANNY,,"8Ξ ($2,713)","Oct 07, 2020"
6,Bid Withdrawn,4133,Carlini8,,"5Ξ ($1,734)","Oct 06, 2020"
7,Bid,4133,Carlini8,,"5Ξ ($1,756)","Oct 06, 2020"
8,Bid Withdrawn,4133,0x5b098b,,0.20Ξ ($70),"Oct 03, 2020"
9,Transfer,4133,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
10,Bid,4133,0x5b098b,,0.20Ξ ($67),"Oct 13, 2017"
11,Claimed,4133,,0x00bd9f,,"Jun 23, 2017"
0,Transfer,4134,0x133524,0xd79b93,,"May 05, 2021"
1,Claimed,4134,,0x133524,,"Jun 23, 2017"
0,Transfer,4135,Wilcox,wilcox.e…,,"Apr 25, 2021"
1,Transfer,4135,0x00d7c9,Wilcox,,"Sep 15, 2019"
2,Offered,4135,,,0.75Ξ ($201),"Jul 11, 2019"
3,Claimed,4135,,0x00d7c9,,"Jun 23, 2017"
0,Bid Withdrawn,4136,0x02ecd3,,"51Ξ ($175,348)","May 04, 2021"
1,Transfer,4136,0xe0b432,zazpower…,,"Apr 27, 2021"
2,Bid,4136,0x02ecd3,,"51Ξ ($121,148)","Apr 14, 2021"
3,Bid Withdrawn,4136,Ouroboro…,,0.50Ξ ($189),"Sep 17, 2020"
4,Bid,4136,Ouroboro…,,0.50Ξ ($189),"Sep 17, 2020"
5,Bid,4136,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
6,Claimed,4136,,0xe0b432,,"Jun 23, 2017"
0,Transfer,4137,0x637532,0x51688c,,"Jun 01, 2019"
1,Transfer,4137,0x58164b,0x637532,,"May 10, 2019"
2,Claimed,4137,,0x58164b,,"Jun 23, 2017"
0,Transfer,4138,0x133524,0xd79b93,,"May 04, 2021"
1,Claimed,4138,,0x133524,,"Jun 23, 2017"
0,Sold,4139,shilpixe…,Kenney,0.19Ξ ($162),"Mar 03, 2018"
1,Offered,4139,,,0.19Ξ ($161),"Feb 28, 2018"
2,Offered,4139,,,0.25Ξ ($174),"Feb 05, 2018"
3,Offered,4139,,,0.45Ξ ($132),"Aug 18, 2017"
4,Offered,4139,,,0.55Ξ ($164),"Aug 10, 2017"
5,Offered,4139,,,"5.50Ξ ($1,641)","Aug 10, 2017"
6,Bid Withdrawn,4139,0xa0a59c,,0.35Ξ ($103),"Aug 09, 2017"
7,Bid,4139,0xa0a59c,,0.35Ξ ($104),"Aug 08, 2017"
8,Offered,4139,,,0.74Ξ ($219),"Aug 08, 2017"
9,Offered,4139,,,1Ξ ($241),"Jul 07, 2017"
10,Bid Withdrawn,4139,0x0a4eaf…,,0.04Ξ ($11),"Jul 06, 2017"
11,Bid,4139,0x0a4eaf…,,0.04Ξ ($11),"Jul 05, 2017"
12,Offer Withdrawn,4139,,,,"Jun 26, 2017"
13,Offered,4139,,,1Ξ ($254),"Jun 26, 2017"
14,Offered,4139,,,1Ξ ($254),"Jun 26, 2017"
15,Claimed,4139,,shilpixe…,,"Jun 23, 2017"
0,Offer Withdrawn,4140,,,,"Jun 28, 2021"
1,Offered,4140,,,"36Ξ ($79,385)","Jun 19, 2021"
2,Sold,4140,0x62bdc6,✨🚀🌙.et…,"27.95Ξ ($50,199)","Mar 16, 2021"
3,Bid,4140,✨🚀🌙.et…,,"27.95Ξ ($50,199)","Mar 16, 2021"
4,Offered,4140,,,"29.49Ξ ($52,965)","Mar 16, 2021"
5,Offered,4140,,,"29.97Ξ ($54,222)","Mar 16, 2021"
6,Offered,4140,,,"29.99Ξ ($53,561)","Mar 15, 2021"
7,Sold,4140,0x1dabc3,0x62bdc6,"26Ξ ($49,038)","Mar 15, 2021"
8,Bid,4140,0x62bdc6,,"26Ξ ($49,038)","Mar 15, 2021"
9,Offered,4140,,,"31Ξ ($59,227)","Mar 13, 2021"
10,Offer Withdrawn,4140,,,,"Mar 06, 2021"
11,Offered,4140,,,"32Ξ ($50,253)","Mar 02, 2021"
12,Offered,4140,,,"54Ξ ($101,404)","Feb 22, 2021"
13,Offer Withdrawn,4140,,,,"Feb 22, 2021"
14,Offered,4140,,,"38.50Ξ ($75,000)","Feb 21, 2021"
15,Sold,4140,redlione…,0x1dabc3,"19.99Ξ ($40,095)","Feb 20, 2021"
16,Offered,4140,,,"19.99Ξ ($39,317)","Feb 19, 2021"
17,Offer Withdrawn,4140,,,,"Feb 14, 2021"
18,Offered,4140,,,"17.50Ξ ($25,073)","Feb 02, 2021"
19,Offered,4140,,,"12.99Ξ ($8,348)","Dec 26, 2020"
20,Offer Withdrawn,4140,,,,"Dec 26, 2020"
21,Bid Withdrawn,4140,2pac,,"6Ξ ($3,553)","Nov 23, 2020"
22,Bid,4140,2pac,,"6Ξ ($3,489)","Nov 23, 2020"
23,Offered,4140,,,"9Ξ ($3,959)","Nov 06, 2020"
24,(Unwrap),4140,WrappedC…,redlione…,,"Oct 19, 2020"
25,Sold,4140,CPyrc,redlione…,"9.99Ξ ($3,521)","Sep 26, 2020"
26,(Wrap),4140,0x6f0186,WrappedC…,,"Sep 11, 2020"
27,Transfer,4140,CPyrc,0x6f0186,,"Sep 11, 2020"
28,Offer Withdrawn,4140,,,,"Sep 11, 2020"
29,Offered,4140,,,"6.50Ξ ($2,300)","Sep 06, 2020"
30,Offered,4140,,,"7Ξ ($2,715)","Aug 26, 2020"
31,Offered,4140,,,"9.99Ξ ($2,265)","Jul 03, 2020"
32,Sold,4140,MBK,CPyrc,2Ξ ($454),"Jul 03, 2020"
33,Offered,4140,,,2.74Ξ ($622),"Jul 02, 2020"
34,Bid,4140,CPyrc,,2Ξ ($454),"Jul 02, 2020"
35,Offered,4140,,,2.85Ξ ($645),"Jul 02, 2020"
36,Offered,4140,,,2.99Ξ ($677),"Jul 02, 2020"
37,Offered,4140,,,"4.99Ξ ($1,134)","Jul 02, 2020"
38,Offer Withdrawn,4140,,,,"Apr 29, 2020"
39,Offered,4140,,,"6Ξ ($1,129)","Apr 25, 2020"
40,Offered,4140,,,"7.99Ξ ($1,316)","Jan 16, 2020"
41,Offer Withdrawn,4140,,,,"Jan 06, 2020"
42,Offered,4140,,,5Ξ ($679),"Jan 05, 2020"
43,Sold,4140,ross_VRO…,MBK,1.50Ξ ($202),"Jan 04, 2020"
44,Offered,4140,,,1.50Ξ ($316),"Aug 09, 2019"
45,Sold,4140,0xf5099e,ross_VRO…,0.30Ξ ($35),"Dec 27, 2018"
46,Offered,4140,,,0.30Ξ ($56),"Sep 11, 2018"
47,Offered,4140,,,0.90Ξ ($297),"Aug 25, 2017"
48,Offered,4140,,,0.90Ξ ($297),"Aug 25, 2017"
49,Transfer,4140,0xa0a59c,0xf5099e,,"Jul 07, 2017"
50,Offered,4140,,,3Ξ ($879),"Jun 29, 2017"
51,Sold,4140,0x0b30fd,0xa0a59c,0.15Ξ ($44),"Jun 29, 2017"
52,Bid,4140,0xa0a59c,,0.15Ξ ($44),"Jun 29, 2017"
53,Claimed,4140,,0x0b30fd,,"Jun 23, 2017"
0,Sold,4141,brazy.et…,0xdf612c,"47Ξ ($97,546)","Apr 09, 2021"
1,Offered,4141,,,"47Ξ ($86,985)","Mar 31, 2021"
2,Sold,4141,shilpixe…,brazy.et…,"35.50Ξ ($57,073)","Mar 25, 2021"
3,Offered,4141,,brazy.et…,"35.50Ξ ($57,073)","Mar 25, 2021"
4,Offered,4141,,,"45Ξ ($71,994)","Mar 25, 2021"
5,Bid Withdrawn,4141,MBK,,1.50Ξ ($295),"May 13, 2020"
6,Bid,4141,MBK,,1.50Ξ ($317),"May 09, 2020"
7,Bid,4141,0x717403,,0.05Ξ ($14),"Jun 25, 2017"
8,Claimed,4141,,shilpixe…,,"Jun 23, 2017"
0,Offered,4142,,,"199Ξ ($610,502)","Aug 19, 2021"
1,Sold,4142,0xa47b31,0x86e5ea,"49.49Ξ ($149,911)","Aug 19, 2021"
2,Offered,4142,,,"49.49Ξ ($147,652)","Aug 19, 2021"
3,Offered,4142,,,"49.75Ξ ($149,862)","Aug 19, 2021"
4,Offered,4142,,,"50Ξ ($150,529)","Aug 18, 2021"
5,Offered,4142,,,"49.50Ξ ($149,222)","Aug 18, 2021"
6,Offered,4142,,,"50Ξ ($154,424)","Aug 18, 2021"
7,Offered,4142,,,"52Ξ ($159,379)","Aug 18, 2021"
8,Offered,4142,,,"60Ξ ($196,812)","Aug 17, 2021"
9,Offered,4142,,,"53.50Ξ ($170,422)","Aug 17, 2021"
10,Offered,4142,,,"54.50Ξ ($179,653)","Aug 16, 2021"
11,Offered,4142,,,"55Ξ ($181,924)","Aug 16, 2021"
12,Offered,4142,,,"57Ξ ($178,915)","Aug 15, 2021"
13,Offered,4142,,,"58Ξ ($182,955)","Aug 15, 2021"
14,Offered,4142,,,"59.50Ξ ($187,353)","Aug 15, 2021"
15,Offered,4142,,,"62.69Ξ ($205,310)","Aug 15, 2021"
16,Offered,4142,,,"67Ξ ($222,039)","Aug 14, 2021"
17,Offered,4142,,,"69Ξ ($225,604)","Aug 13, 2021"
18,Offered,4142,,,"76.69Ξ ($233,643)","Aug 12, 2021"
19,Sold,4142,0x670d75,0xa47b31,"52.50Ξ ($169,716)","Aug 11, 2021"
20,Bid,4142,0xa47b31,,"52.50Ξ ($169,801)","Aug 11, 2021"
21,Offered,4142,,,"62.50Ξ ($196,704)","Aug 10, 2021"
22,Offered,4142,,,"75Ξ ($232,562)","Aug 10, 2021"
23,Offered,4142,,,"150Ξ ($461,289)","Aug 10, 2021"
24,Offered,4142,,,"200Ξ ($557,450)","Aug 06, 2021"
25,Claimed,4142,,0x670d75,,"Jun 23, 2017"
0,Bid Withdrawn,4143,0x0c3749,,"9.40Ξ ($20,118)","Apr 12, 2021"
1,Bid,4143,0x0c3749,,"9.40Ξ ($20,167)","Apr 11, 2021"
2,Bid Withdrawn,4143,Dude_Nak…,,0.20Ξ ($33),"Jan 26, 2020"
3,Transfer,4143,0x637532,0x51688c,,"Jun 01, 2019"
4,Transfer,4143,0x58164b,0x637532,,"May 08, 2019"
5,Bid,4143,Dude_Nak…,,0.20Ξ ($26),"Jan 10, 2019"
6,Bid Withdrawn,4143,0x976b59,,0.09Ξ ($20),"Oct 02, 2018"
7,Bid,4143,0x976b59,,0.09Ξ ($20),"Oct 02, 2018"
8,Bid Withdrawn,4143,jmg,,0.08Ξ ($24),"Aug 18, 2018"
9,Bid,4143,jmg,,0.08Ξ ($69),"Jan 02, 2018"
10,Sold,4143,0xc00c2b,0x58164b,2.20Ξ ($494),"Aug 03, 2017"
11,Offered,4143,,,2.20Ξ ($454),"Jul 29, 2017"
12,Bid Withdrawn,4143,0xd8e806,,1.50Ξ ($341),"Jul 18, 2017"
13,Bid,4143,0xd8e806,,1.50Ξ ($308),"Jul 13, 2017"
14,Offered,4143,,,2.40Ξ ($493),"Jul 13, 2017"
15,Offered,4143,,,2.13Ξ ($477),"Jul 12, 2017"
16,Offered,4143,,,2.25Ξ ($605),"Jul 04, 2017"
17,Offered,4143,,,2.40Ξ ($682),"Jul 02, 2017"
18,Bid Withdrawn,4143,0x00bd3a,,0.35Ξ ($99),"Jul 02, 2017"
19,Bid,4143,0x00bd3a,,0.35Ξ ($91),"Jul 01, 2017"
20,Claimed,4143,,0xc00c2b,,"Jun 23, 2017"
0,Transfer,4144,VonMises,0x275463,,"Aug 29, 2021"
1,Offer Withdrawn,4144,,,,"Feb 06, 2021"
2,Offered,4144,,,"80Ξ ($131,201)","Feb 04, 2021"
3,Bid Withdrawn,4144,TokenAng…,,3.50Ξ ($723),"May 27, 2020"
4,Sold,4144,0x5b098b,VonMises,"7.50Ξ ($1,548)","May 27, 2020"
5,Bid,4144,TokenAng…,,3.50Ξ ($720),"May 27, 2020"
6,Offered,4144,,,"7.50Ξ ($1,544)","May 27, 2020"
7,Sold,4144,shilpixe…,0x5b098b,0.31Ξ ($92),"Aug 10, 2017"
8,Bid,4144,0x5b098b,,0.31Ξ ($70),"Jul 20, 2017"
9,Claimed,4144,,shilpixe…,,"Jun 23, 2017"
0,Offered,4145,,,"225Ξ ($719,359)","Aug 29, 2021"
1,Sold,4145,0xa8f8f5,0xc79b1c,"87.69Ξ ($270,706)","Aug 27, 2021"
2,Offered,4145,,,"87.69Ξ ($292,337)","Aug 23, 2021"
3,Offer Withdrawn,4145,,,,"Aug 23, 2021"
4,Offered,4145,,,"82Ξ ($274,264)","Aug 23, 2021"
5,Transfer,4145,fumbledt…,0xa8f8f5,,"Aug 22, 2021"
6,Bid Withdrawn,4145,0xb5e6ac,,"43Ξ ($140,582)","Aug 15, 2021"
7,Sold,4145,0x3dc0fc,fumbledt…,"47Ξ ($152,353)","Aug 15, 2021"
8,Bid,4145,0xb5e6ac,,"43Ξ ($139,928)","Aug 14, 2021"
9,Offered,4145,,,"47Ξ ($152,944)","Aug 14, 2021"
10,Offer Withdrawn,4145,,,,"Aug 14, 2021"
11,Bid Withdrawn,4145,0x02cfda,,"41Ξ ($127,249)","Aug 09, 2021"
12,Bid,4145,0x02cfda,,"41Ξ ($120,508)","Aug 09, 2021"
13,Offered,4145,,,"55Ξ ($173,204)","Aug 08, 2021"
14,Offer Withdrawn,4145,,,,"Aug 08, 2021"
15,Offered,4145,,,"85Ξ ($243,477)","Aug 06, 2021"
16,Transfer,4145,0x1d3db4,0x3dc0fc,,"Aug 06, 2021"
17,Offer Withdrawn,4145,,,,"Mar 13, 2021"
18,Offered,4145,,,"40Ξ ($70,645)","Mar 12, 2021"
19,Offer Withdrawn,4145,,,,"Mar 12, 2021"
20,Offered,4145,,,1KΞ ($1.79M),"Mar 12, 2021"
21,Sold,4145,0xddfdcb,0x1d3db4,"26.99Ξ ($48,804)","Mar 12, 2021"
22,Offered,4145,,,"26.99Ξ ($39,237)","Mar 05, 2021"
23,Sold,4145,0x5b098b,0xddfdcb,"12.75Ξ ($23,384)","Feb 17, 2021"
24,Bid Withdrawn,4145,0x0503ed,,"11Ξ ($20,019)","Feb 17, 2021"
25,Bid,4145,0x0503ed,,"11Ξ ($19,912)","Feb 17, 2021"
26,Offered,4145,,,"12.75Ξ ($21,637)","Feb 06, 2021"
27,Sold,4145,Hemba,0x5b098b,0.17Ξ ($19),"Nov 26, 2018"
28,Bid,4145,0x5b098b,,0.17Ξ ($19),"Nov 26, 2018"
29,Claimed,4145,,Hemba,,"Jun 23, 2017"
0,Transfer,4146,0x047ce0,0xd1e190,,"Aug 17, 2021"
1,Transfer,4146,0xd68965,0x047ce0,,"Jun 22, 2021"
2,Transfer,4146,0xeb9191,0xd68965,,"Jun 03, 2021"
3,Transfer,4146,0x4c1bd9…,0xeb9191,,"Oct 04, 2020"
4,Sold,4146,Davicio,0x4c1bd9…,2.40Ξ ($907),"Sep 14, 2020"
5,Offered,4146,,,2.40Ξ ($343),"Jan 13, 2020"
6,Sold,4146,cielxnoe…,Davicio,0.90Ξ ($129),"Jan 13, 2020"
7,Offered,4146,,,0.90Ξ ($132),"Feb 21, 2019"
8,Sold,4146,0x8234be,cielxnoe…,0.14Ξ ($100),"Dec 17, 2017"
9,Offered,4146,,,0.14Ξ ($96),"Dec 15, 2017"
10,Offered,4146,,,0.50Ξ ($257),"Dec 11, 2017"
11,Claimed,4146,,0x8234be,,"Jun 23, 2017"
0,Transfer,4147,0xcce1f0,0x82cefc,,"Apr 29, 2021"
1,Sold,4147,0x5b098b,0xcce1f0,"21Ξ ($50,891)","Apr 15, 2021"
2,Bid,4147,0xcce1f0,,"21Ξ ($50,891)","Apr 15, 2021"
3,Offered,4147,,,"23.70Ξ ($49,537)","Apr 10, 2021"
4,Claimed,4147,,0x5b098b,,"Jun 23, 2017"
0,Bid Withdrawn,4148,0xebf1db,,"66Ξ ($211,648)","Aug 13, 2021"
1,Bid,4148,0xebf1db,,"66Ξ ($205,090)","Aug 10, 2021"
2,Bid Withdrawn,4148,0xf3016b,,"52.50Ξ ($130,821)","Aug 04, 2021"
3,Bid,4148,0xf3016b,,"52.50Ξ ($130,542)","Aug 03, 2021"
4,Sold,4148,0xbff231,0xe8831f,"29.99Ξ ($115,507)","May 09, 2021"
5,Offered,4148,,,"29.99Ξ ($116,328)","May 08, 2021"
6,Offered,4148,,,"30.69Ξ ($116,964)","May 08, 2021"
7,Offered,4148,,,"31.99Ξ ($119,716)","May 08, 2021"
8,Sold,4148,disco.et…,0xbff231,"27.50Ξ ($100,476)","May 08, 2021"
9,Bid,4148,0xbff231,,"27.50Ξ ($100,476)","May 08, 2021"
