,Type,Punk,From,To,Amount,Txn
0,Offered,3000,,,300Ξ ($1.05M),"May 17, 2021"
1,Sold,3000,0x65ba4f,0x6b1297,"13.85Ξ ($26,554)","Feb 20, 2021"
2,Offered,3000,,,"13.85Ξ ($26,554)","Feb 20, 2021"
3,Sold,3000,0xb1a875,0x65ba4f,"12Ξ ($23,038)","Feb 19, 2021"
4,Offered,3000,,,"12Ξ ($23,038)","Feb 19, 2021"
5,Offered,3000,,,"30Ξ ($52,045)","Feb 16, 2021"
6,Sold,3000,0xa3cb30,0xb1a875,"7.10Ξ ($12,440)","Feb 11, 2021"
7,Offered,3000,,,"7.10Ξ ($12,831)","Feb 10, 2021"
8,Transfer,3000,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
9,Claimed,3000,,0x00bd9f,,"Jun 23, 2017"
0,Sold,3001,0x5f5df4,0x1a1824,"23.99Ξ ($42,879)","Mar 15, 2021"
1,Bid,3001,0x1a1824,,"23.99Ξ ($44,617)","Mar 15, 2021"
2,Offered,3001,,,"24.99Ξ ($44,541)","Mar 11, 2021"
3,Transfer,3001,0xa3cb30,0x5f5df4,,"Mar 06, 2021"
4,Offered,3001,,,"23.50Ξ ($35,981)","Mar 05, 2021"
5,Transfer,3001,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
6,Claimed,3001,,0x00bd9f,,"Jun 23, 2017"
0,Bid,3002,0xc7c6b9,,<0.01Ξ ($<0.01),"Dec 16, 2020"
1,Sold,3002,Cyborg,0xde03d3,0.20Ξ ($41),"Nov 13, 2018"
2,Offered,3002,,,0.20Ξ ($44),"Oct 03, 2018"
3,Offered,3002,,,1Ξ ($486),"Mar 26, 2018"
4,Sold,3002,0xd8e806,Cyborg,0.18Ξ ($55),"Aug 12, 2017"
5,Offered,3002,,,0.18Ξ ($55),"Aug 12, 2017"
6,Offer Withdrawn,3002,,,,"Aug 10, 2017"
7,Offered,3002,,,0.30Ξ ($89),"Aug 09, 2017"
8,Offered,3002,,,0.35Ξ ($104),"Aug 08, 2017"
9,Offer Withdrawn,3002,,,,"Aug 02, 2017"
10,Offered,3002,,,0.34Ξ ($77),"Aug 01, 2017"
11,Offered,3002,,,0.35Ξ ($79),"Aug 01, 2017"
12,Bid Withdrawn,3002,juggerna…,,0.16Ξ ($31),"Jul 19, 2017"
13,Sold,3002,0xbc081c,0xd8e806,0.30Ξ ($58),"Jul 19, 2017"
14,Offered,3002,,,0.30Ξ ($58),"Jul 19, 2017"
15,Bid,3002,juggerna…,,0.16Ξ ($36),"Jul 18, 2017"
16,Claimed,3002,,0xbc081c,,"Jun 23, 2017"
0,(Wrap),3003,0xa5f05c,WrappedC…,,"Aug 28, 2021"
1,Transfer,3003,0x650dcd,0xa5f05c,,"Aug 28, 2021"
2,Transfer,3003,0x24e267,0x650dcd,,"Aug 28, 2021"
3,Transfer,3003,0x650dcd,0x24e267,,"Aug 07, 2021"
4,Sold,3003,0xc88908,0x650dcd,"25.49Ξ ($62,244)","Jul 30, 2021"
5,Bid Withdrawn,3003,wookie.e…,,"22.50Ξ ($76,402)","May 04, 2021"
6,Bid,3003,wookie.e…,,"22.50Ξ ($76,402)","May 04, 2021"
7,Offered,3003,,,"25.49Ξ ($49,417)","Mar 31, 2021"
8,Offered,3003,,,"44Ξ ($67,203)","Feb 23, 2021"
9,Sold,3003,pablopun…,0xc88908,"24.50Ξ ($37,420)","Feb 23, 2021"
10,Offered,3003,,,"24.50Ξ ($47,004)","Feb 22, 2021"
11,Offer Withdrawn,3003,,,,"Jan 23, 2021"
12,Offered,3003,,,"7Ξ ($2,422)","Sep 24, 2020"
13,Offered,3003,,,"4Ξ ($1,437)","Sep 13, 2020"
14,Offered,3003,,,3Ξ ($641),"May 28, 2020"
15,Transfer,3003,0xd8e806,pablopun…,,"Jun 17, 2018"
16,Offered,3003,,,0.20Ξ ($230),"Jan 20, 2018"
17,Offer Withdrawn,3003,,,,"Dec 13, 2017"
18,Offered,3003,,,0.20Ξ ($61),"Oct 31, 2017"
19,Offer Withdrawn,3003,,,,"Aug 14, 2017"
20,Offered,3003,,,0.20Ξ ($62),"Aug 12, 2017"
21,Offer Withdrawn,3003,,,,"Aug 10, 2017"
22,Offered,3003,,,0.30Ξ ($89),"Aug 09, 2017"
23,Offered,3003,,,0.35Ξ ($103),"Aug 09, 2017"
24,Offer Withdrawn,3003,,,,"Aug 02, 2017"
25,Offered,3003,,,0.34Ξ ($77),"Aug 01, 2017"
26,Offered,3003,,,0.35Ξ ($79),"Aug 01, 2017"
27,Sold,3003,0xbc081c,0xd8e806,0.30Ξ ($58),"Jul 19, 2017"
28,Offered,3003,,,0.30Ξ ($58),"Jul 19, 2017"
29,Claimed,3003,,0xbc081c,,"Jun 23, 2017"
0,Transfer,3004,0x99e0ac,0x6d9194,,"Aug 05, 2021"
1,Offered,3004,,,"80Ξ ($209,618)","Aug 04, 2021"
2,Offered,3004,,,"52.15Ξ ($129,672)","Aug 03, 2021"
3,Offered,3004,,,"55Ξ ($143,068)","Aug 01, 2021"
4,Offered,3004,,,"45Ξ ($109,998)","Jul 31, 2021"
5,Offered,3004,,,"41.20Ξ ($101,656)","Jul 31, 2021"
6,Offered,3004,,,"36.50Ξ ($85,031)","Jul 26, 2021"
7,Offered,3004,,,"41Ξ ($95,429)","Jul 06, 2021"
8,Sold,3004,antagoni…,0x99e0ac,"24.50Ξ ($67,830)","Apr 30, 2021"
9,Bid,3004,0x99e0ac,,"24.50Ξ ($67,830)","Apr 30, 2021"
10,Offered,3004,,,"25.50Ξ ($70,140)","Apr 30, 2021"
11,Offered,3004,,,"25.50Ξ ($69,669)","Apr 30, 2021"
12,Offer Withdrawn,3004,,,,"Apr 30, 2021"
13,Bid Withdrawn,3004,0x7774e9,,"24Ξ ($65,756)","Apr 30, 2021"
14,Offered,3004,,,"26.99Ξ ($75,197)","Apr 30, 2021"
15,Offer Withdrawn,3004,,,,"Apr 30, 2021"
16,Bid,3004,0x7774e9,,"24Ξ ($66,311)","Apr 29, 2021"
17,Offered,3004,,,"28.28Ξ ($74,048)","Apr 28, 2021"
18,Offer Withdrawn,3004,,,,"Apr 28, 2021"
19,Offered,3004,,,"29.29Ξ ($72,503)","Apr 26, 2021"
20,Offer Withdrawn,3004,,,,"Apr 26, 2021"
21,Offered,3004,,,"32.32Ξ ($79,760)","Apr 22, 2021"
22,Offer Withdrawn,3004,,,,"Apr 22, 2021"
23,Bid Withdrawn,3004,0xe3bf86,,"21Ξ ($50,582)","Apr 21, 2021"
24,Bid,3004,0xe3bf86,,"21Ξ ($50,890)","Apr 21, 2021"
25,Offered,3004,,,"23.23Ξ ($55,343)","Apr 21, 2021"
26,Offer Withdrawn,3004,,,,"Apr 21, 2021"
27,Bid Withdrawn,3004,0x449c69,,"23Ξ ($48,015)","Apr 20, 2021"
28,Bid,3004,0x449c69,,"23Ξ ($49,648)","Apr 19, 2021"
29,Bid Withdrawn,3004,0xcf8401,,"21.21Ξ ($46,655)","Apr 18, 2021"
30,Offered,3004,,,"25Ξ ($54,992)","Apr 18, 2021"
31,Offer Withdrawn,3004,,,,"Apr 18, 2021"
32,Bid,3004,0xcf8401,,"21.21Ξ ($46,655)","Apr 18, 2021"
33,Bid,3004,0x449c69,,"20.50Ξ ($46,954)","Apr 18, 2021"
34,Offered,3004,,,"23.23Ξ ($55,800)","Apr 16, 2021"
35,Offer Withdrawn,3004,,,,"Apr 16, 2021"
36,Offered,3004,,,"24.75Ξ ($59,146)","Apr 14, 2021"
37,Offer Withdrawn,3004,,,,"Apr 14, 2021"
38,Offered,3004,,,"27.50Ξ ($61,988)","Apr 13, 2021"
39,Offered,3004,,,"37.50Ξ ($80,504)","Apr 11, 2021"
40,Offer Withdrawn,3004,,,,"Apr 11, 2021"
41,Offered,3004,,,"39Ξ ($83,724)","Apr 11, 2021"
42,Offered,3004,,,"45Ξ ($97,411)","Apr 10, 2021"
43,Bid Withdrawn,3004,wookie.e…,,"16.25Ξ ($30,114)","Mar 30, 2021"
44,Sold,3004,0xa3cb30,antagoni…,"19.50Ξ ($36,136)","Mar 30, 2021"
45,Bid,3004,wookie.e…,,"16.25Ξ ($30,114)","Mar 30, 2021"
46,Bid,3004,pablopun…,,"16.10Ξ ($29,836)","Mar 30, 2021"
47,Bid,3004,wookie.e…,,"16Ξ ($29,650)","Mar 30, 2021"
48,Offered,3004,,,"19.50Ξ ($36,136)","Mar 30, 2021"
49,Bid,3004,pablopun…,,"15.50Ξ ($28,724)","Mar 30, 2021"
50,Bid,3004,wookie.e…,,"15.30Ξ ($28,206)","Mar 30, 2021"
51,Bid,3004,0xbff231,,"15Ξ ($27,653)","Mar 30, 2021"
52,Bid,3004,0x62bdc6,,"14.10Ξ ($25,994)","Mar 30, 2021"
53,Bid,3004,pablopun…,,"13Ξ ($23,966)","Mar 30, 2021"
54,Transfer,3004,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
55,Claimed,3004,,0x00bd9f,,"Jun 23, 2017"
0,Bid Withdrawn,3005,0x0d9080,,"25Ξ ($67,590)","Aug 04, 2021"
1,Bid,3005,0x0d9080,,"25Ξ ($64,648)","Aug 02, 2021"
2,Transfer,3005,0xf1ad94,0x032057,,"Jul 22, 2021"
3,Bid,3005,0x7760e0,,0.21Ξ ($60),"Jul 02, 2017"
4,Bid,3005,0x6611fe,,0.21Ξ ($60),"Jul 02, 2017"
5,Bid,3005,0x7760e0,,0.20Ξ ($57),"Jul 02, 2017"
6,Bid,3005,0x6611fe,,0.20Ξ ($57),"Jul 02, 2017"
7,Bid,3005,0x7760e0,,0.10Ξ ($28),"Jul 02, 2017"
8,Bid,3005,0x6611fe,,0.10Ξ ($28),"Jul 02, 2017"
9,Bid,3005,0x717403,,0.05Ξ ($13),"Jun 26, 2017"
10,Claimed,3005,,0xf1ad94,,"Jun 23, 2017"
0,Transfer,3006,0x207355,0x4084df,,"May 07, 2021"
1,Claimed,3006,,0x207355,,"Jun 23, 2017"
0,Transfer,3007,0x603da1,0x3bacc0,,"Aug 07, 2021"
1,Bid Withdrawn,3007,izebel.e…,,"75Ξ ($207,915)","Aug 06, 2021"
2,Bid,3007,izebel.e…,,"75Ξ ($207,915)","Aug 06, 2021"
3,Bid,3007,0x7ea3f3,,0.15Ξ ($384),"Aug 01, 2021"
4,Bid,3007,0x8a255f,,0.10Ξ ($196),"Jul 15, 2021"
5,Bid,3007,0x61567a,,<0.01Ξ ($<0.01),"Jul 08, 2021"
6,Sold,3007,0x5e1b38,0x603da1,"60Ξ ($142,138)","Jul 07, 2021"
7,Offered,3007,,0x603da1,"60Ξ ($139,220)","Jul 07, 2021"
8,Offer Withdrawn,3007,,,,"Jun 30, 2021"
9,Bid Withdrawn,3007,0x2d75fb,,"50.50Ξ ($107,720)","Jun 30, 2021"
10,Offered,3007,,,"66Ξ ($138,885)","Jun 30, 2021"
11,Bid,3007,0x2d75fb,,"50.50Ξ ($106,268)","Jun 30, 2021"
12,Offered,3007,,,"66.50Ξ ($139,937)","Jun 30, 2021"
13,Bid Withdrawn,3007,0x2d75fb,,"45.50Ξ ($99,942)","Jun 29, 2021"
14,Bid,3007,0x2d75fb,,"45.50Ξ ($101,408)","Jun 29, 2021"
15,Bid,3007,0xa94181,,"35Ξ ($77,268)","Jun 29, 2021"
16,Bid Withdrawn,3007,mrpants.…,,"48Ξ ($96,133)","Jun 25, 2021"
17,Bid,3007,mrpants.…,,"48Ξ ($93,368)","Jun 23, 2021"
18,Offered,3007,,,"67Ξ ($216,955)","May 17, 2021"
19,Offer Withdrawn,3007,,,,"May 11, 2021"
20,Bid Withdrawn,3007,0xd94be5,,"67Ξ ($272,100)","May 10, 2021"
21,Offered,3007,,,"68Ξ ($259,159)","May 08, 2021"
22,Offered,3007,,,"69Ξ ($243,193)","May 08, 2021"
23,Offered,3007,,,"70Ξ ($248,189)","May 07, 2021"
24,Offered,3007,,,"71Ξ ($249,460)","May 06, 2021"
25,Offered,3007,,,"73Ξ ($252,748)","May 06, 2021"
26,Bid,3007,0xd94be5,,"67Ξ ($233,471)","May 06, 2021"
27,Offered,3007,,,"75Ξ ($261,348)","May 06, 2021"
28,Bid,3007,kevallin…,,"63.50Ξ ($221,275)","May 06, 2021"
29,Offered,3007,,,"77.40Ξ ($269,711)","May 06, 2021"
30,Offered,3007,,,"90Ξ ($258,728)","May 01, 2021"
31,Bid Withdrawn,3007,kevallin…,,"50Ξ ($111,197)","Apr 18, 2021"
32,Bid,3007,kevallin…,,"50Ξ ($114,522)","Apr 18, 2021"
33,Offered,3007,,,"79Ξ ($169,886)","Apr 11, 2021"
34,Offer Withdrawn,3007,,,,"Apr 08, 2021"
35,Offered,3007,,,"75Ξ ($136,448)","Mar 17, 2021"
36,Offered,3007,,,"79Ξ ($140,342)","Mar 16, 2021"
37,Bid Withdrawn,3007,0x99b57c,,"40Ξ ($74,864)","Mar 10, 2021"
38,Sold,3007,0x6611fe,0x5e1b38,"45Ξ ($84,090)","Mar 10, 2021"
39,Bid,3007,0x99b57c,,"40Ξ ($74,746)","Mar 10, 2021"
40,Offered,3007,,,"45Ξ ($82,093)","Mar 09, 2021"
41,Bid Withdrawn,3007,AZonneve…,,0.20Ξ ($48),"May 31, 2020"
42,Bid,3007,AZonneve…,,0.20Ξ ($26),"Dec 20, 2019"
43,Bid Withdrawn,3007,AZonneve…,,0.10Ξ ($13),"Dec 20, 2019"
44,Bid,3007,AZonneve…,,0.10Ξ ($27),"Jun 02, 2019"
45,Claimed,3007,,0x6611fe,,"Jun 23, 2017"
0,Sold,3008,0x85e8eb,0x975581,"22Ξ ($41,974)","Jun 22, 2021"
1,Bid Withdrawn,3008,Pranksy,,"12Ξ ($48,170)","May 14, 2021"
2,Offered,3008,,,"22Ξ ($81,868)","May 13, 2021"
3,Sold,3008,renaissa…,0x85e8eb,"17Ξ ($62,646)","May 13, 2021"
4,Offered,3008,,,"17Ξ ($62,646)","May 13, 2021"
5,Offer Withdrawn,3008,,,,"May 13, 2021"
6,Bid,3008,Pranksy,,"12Ξ ($45,810)","May 13, 2021"
7,Offered,3008,,,"21Ξ ($83,871)","May 13, 2021"
8,Offer Withdrawn,3008,,,,"Apr 28, 2021"
9,Offered,3008,,,"35Ξ ($62,346)","Mar 11, 2021"
10,Offer Withdrawn,3008,,,,"Mar 11, 2021"
11,Offered,3008,,,"39Ξ ($55,028)","Feb 26, 2021"
12,Sold,3008,0x84c920,renaissa…,"32Ξ ($49,948)","Feb 24, 2021"
13,Bid,3008,renaissa…,,"28Ξ ($46,392)","Feb 24, 2021"
14,Offered,3008,,,"32Ξ ($52,765)","Feb 24, 2021"
15,Offered,3008,,,"33Ξ ($54,269)","Feb 24, 2021"
16,Offered,3008,,,"33.50Ξ ($56,598)","Feb 24, 2021"
17,Offered,3008,,,"34Ξ ($52,340)","Feb 23, 2021"
18,Offered,3008,,,"37Ξ ($57,423)","Feb 23, 2021"
19,Offered,3008,,,"39Ξ ($73,127)","Feb 22, 2021"
20,Offered,3008,,,"49Ξ ($92,201)","Feb 22, 2021"
21,Offered,3008,,,"64Ξ ($118,824)","Feb 22, 2021"
22,Sold,3008,0xd3e2e7,0x84c920,"26.60Ξ ($51,204)","Feb 21, 2021"
23,Offered,3008,,,"26.60Ξ ($52,965)","Feb 20, 2021"
24,Offer Withdrawn,3008,,,,"Feb 20, 2021"
25,Offered,3008,,,"23Ξ ($44,790)","Feb 20, 2021"
26,Offered,3008,,,"26Ξ ($50,182)","Feb 19, 2021"
27,Offered,3008,,,"29Ξ ($56,417)","Feb 19, 2021"
28,Offer Withdrawn,3008,,,,"Feb 18, 2021"
29,Offered,3008,,,"24Ξ ($45,741)","Feb 18, 2021"
30,Sold,3008,0xa3cb30,0xd3e2e7,"18.50Ξ ($35,259)","Feb 18, 2021"
31,Offered,3008,,,"18.50Ξ ($33,922)","Feb 14, 2021"
32,Transfer,3008,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
33,Claimed,3008,,0x00bd9f,,"Jun 23, 2017"
0,Sold,3009,0xf3cad4,pablopun…,"68Ξ ($131,514)","Jul 13, 2021"
1,Bid Withdrawn,3009,daddykal…,,"60Ξ ($119,132)","Jul 13, 2021"
2,Bid,3009,daddykal…,,"60Ξ ($119,132)","Jul 13, 2021"
3,Bid Withdrawn,3009,0x0e9aed,,"58Ξ ($115,161)","Jul 13, 2021"
4,Offered,3009,,,"68Ξ ($135,016)","Jul 13, 2021"
5,Offered,3009,,,"72Ξ ($143,555)","Jul 13, 2021"
6,Offered,3009,,,"79Ξ ($159,126)","Jul 13, 2021"
7,Bid,3009,0x0e9aed,,"58Ξ ($116,826)","Jul 13, 2021"
8,Offered,3009,,,"89Ξ ($192,341)","Jul 11, 2021"
9,Offered,3009,,,"99Ξ ($210,683)","Jul 09, 2021"
10,Offered,3009,,,"120Ξ ($265,472)","Jun 29, 2021"
11,Offered,3009,,,"195Ξ ($439,238)","May 30, 2021"
12,Offered,3009,,,"200Ξ ($556,360)","May 27, 2021"
13,Offered,3009,,,"115Ξ ($307,059)","May 27, 2021"
14,Transfer,3009,0x701f37,0xf3cad4,,"May 07, 2021"
15,Offer Withdrawn,3009,,,,"Mar 11, 2021"
16,Offered,3009,,,"80Ξ ($142,533)","Mar 11, 2021"
17,Sold,3009,pablopun…,0x701f37,"99Ξ ($157,029)","Feb 25, 2021"
18,Offered,3009,,,"99Ξ ($189,763)","Feb 22, 2021"
19,Offer Withdrawn,3009,,,,"Jan 23, 2021"
20,Offered,3009,,,"25Ξ ($8,651)","Sep 24, 2020"
21,Offered,3009,,,"12Ξ ($4,312)","Sep 13, 2020"
22,Offered,3009,,,"10Ξ ($2,063)","May 27, 2020"
23,Transfer,3009,0xd8e806,pablopun…,,"Jun 17, 2018"
24,Offered,3009,,,0.50Ξ ($575),"Jan 20, 2018"
25,Offer Withdrawn,3009,,,,"Dec 13, 2017"
26,Offered,3009,,,0.20Ξ ($61),"Oct 31, 2017"
27,Offered,3009,,,0.25Ξ ($72),"Sep 23, 2017"
28,Offered,3009,,,0.30Ξ ($76),"Sep 16, 2017"
29,Offered,3009,,,0.35Ξ ($122),"Aug 28, 2017"
30,Offered,3009,,,0.38Ξ ($122),"Aug 21, 2017"
31,Offered,3009,,,0.45Ξ ($134),"Aug 20, 2017"
32,Offered,3009,,,0.50Ξ ($151),"Aug 16, 2017"
33,Offered,3009,,,0.55Ξ ($158),"Aug 15, 2017"
34,Offered,3009,,,0.60Ξ ($179),"Aug 14, 2017"
35,Offer Withdrawn,3009,,,,"Jul 13, 2017"
36,Offered,3009,,,2Ξ ($448),"Jul 12, 2017"
37,Offer Withdrawn,3009,,,,"Jul 10, 2017"
38,Offered,3009,,,"4.99Ξ ($1,226)","Jul 08, 2017"
39,Claimed,3009,,0xd8e806,,"Jun 23, 2017"
0,Transfer,3010,0x6feeb0,itsallri…,,"Aug 28, 2021"
1,Offer Withdrawn,3010,,,,"Aug 23, 2021"
2,Offered,3010,,,"150Ξ ($477,825)","Aug 08, 2021"
3,Offered,3010,,,"120Ξ ($356,368)","Aug 07, 2021"
4,Offer Withdrawn,3010,,,,"Aug 05, 2021"
5,Offered,3010,,,"135Ξ ($336,891)","Aug 03, 2021"
6,Offered,3010,,,"111.10Ξ ($284,774)","Aug 03, 2021"
7,Offered,3010,,,"85Ξ ($218,351)","Aug 02, 2021"
8,Offer Withdrawn,3010,,,,"Jul 31, 2021"
9,Offer Withdrawn,3010,,,,"Jul 31, 2021"
10,Offer Withdrawn,3010,,,,"Jul 31, 2021"
11,Offered,3010,,,"69.69Ξ ($184,395)","Apr 27, 2021"
12,Sold,3010,heeee.et…,0x6feeb0,"24Ξ ($63,502)","Apr 27, 2021"
13,Bid Withdrawn,3010,0x9ff4ea,,"18Ξ ($47,474)","Apr 27, 2021"
14,Offered,3010,,,"24Ξ ($61,688)","Apr 27, 2021"
15,Bid,3010,0x9ff4ea,,"18Ξ ($46,266)","Apr 27, 2021"
16,Offered,3010,,,"23Ξ ($57,729)","Apr 27, 2021"
17,Offered,3010,,,"30Ξ ($75,482)","Apr 27, 2021"
18,Offered,3010,,,"23.50Ξ ($57,784)","Apr 26, 2021"
19,Offered,3010,,,"24Ξ ($61,056)","Apr 22, 2021"
20,Offered,3010,,,"66.60Ξ ($162,345)","Apr 22, 2021"
21,Sold,3010,0x267e95,heeee.et…,"21.49Ξ ($52,203)","Apr 22, 2021"
22,Offered,3010,,,"21.49Ξ ($50,920)","Apr 22, 2021"
23,Offered,3010,,,"21.99Ξ ($53,209)","Apr 21, 2021"
24,Bid Withdrawn,3010,beri.eth,,"19.85Ξ ($48,489)","Apr 21, 2021"
25,Bid,3010,beri.eth,,"19.85Ξ ($47,812)","Apr 21, 2021"
26,Bid Withdrawn,3010,0x5330be,,"18Ξ ($43,903)","Apr 21, 2021"
27,Offered,3010,,,"22.49Ξ ($53,580)","Apr 21, 2021"
28,Sold,3010,EliteCat…,0x267e95,"19.85Ξ ($47,291)","Apr 21, 2021"
29,Bid,3010,0x5330be,,"18Ξ ($42,629)","Apr 21, 2021"
30,Offered,3010,,,"19.85Ξ ($47,010)","Apr 21, 2021"
31,Offered,3010,,,"25.50Ξ ($57,829)","Apr 21, 2021"
32,Offered,3010,,,"20.25Ξ ($45,923)","Apr 21, 2021"
33,Transfer,3010,0xc2cf71,EliteCat…,,"Apr 20, 2021"
34,Offered,3010,,,"50Ξ ($96,553)","Feb 22, 2021"
35,Offered,3010,,,"25Ξ ($45,339)","Feb 17, 2021"
36,Offered,3010,,,"12.34Ξ ($22,085)","Feb 11, 2021"
37,(Unwrap),3010,WrappedC…,0xc2cf71,,"Nov 05, 2020"
38,(Wrap),3010,0xdef157,WrappedC…,,"Sep 12, 2020"
39,Transfer,3010,0xc2cf71,0xdef157,,"Sep 12, 2020"
40,Offered,3010,,,"2.50Ξ ($1,006)","Aug 29, 2020"
41,Offered,3010,,,"9.99Ξ ($2,351)","May 31, 2020"
42,Offered,3010,,,3.33Ξ ($692),"May 17, 2020"
43,Offered,3010,,,3Ξ ($587),"Feb 05, 2020"
44,Offered,3010,,,3Ξ ($574),"Feb 05, 2020"
45,Offered,3010,,,6Ξ ($850),"Mar 16, 2019"
46,Sold,3010,Pixls,0xc2cf71,0.60Ξ ($85),"Mar 16, 2019"
47,Offered,3010,,,0.60Ξ ($85),"Mar 16, 2019"
48,Offered,3010,,,0.39Ξ ($55),"Dec 30, 2018"
49,Sold,3010,0x0af8cc,Pixls,0.19Ξ ($27),"Dec 30, 2018"
50,Offered,3010,,,0.19Ξ ($26),"Dec 29, 2018"
51,Sold,3010,0x00d7c9,0x0af8cc,0.05Ξ ($25),"Jun 12, 2018"
52,Offered,3010,,,0.05Ξ ($27),"Jun 11, 2018"
53,Offered,3010,,,1Ξ ($971),"Feb 03, 2018"
54,Bid Withdrawn,3010,aclCrypt…,,0.06Ξ ($88),"Jan 14, 2018"
55,Bid,3010,aclCrypt…,,0.06Ξ ($82),"Jan 12, 2018"
56,Offered,3010,,,0.10Ξ ($126),"Jan 12, 2018"
57,Claimed,3010,,0x00d7c9,,"Jun 23, 2017"
0,Bid,3011,0xfef0a9,,<0.01Ξ ($0),"Jul 27, 2021"
1,Bid,3011,“larvala…,,<0.01Ξ ($0),"Jul 08, 2021"
2,Transfer,3011,peted.et…,0xe30161,,"Apr 28, 2021"
3,Sold,3011,0xc05488,peted.et…,667Ξ ($1.76M),"Apr 27, 2021"
4,Bid,3011,peted.et…,,667Ξ ($1.68M),"Apr 27, 2021"
5,Offered,3011,,,999Ξ ($1.85M),"Mar 20, 2021"
6,Sold,3011,TokenAng…,0xc05488,"400Ξ ($726,460)","Mar 12, 2021"
7,Bid Withdrawn,3011,0xdc5556,,"51Ξ ($72,196)","Feb 28, 2021"
8,Bid,3011,0xdc5556,,"51Ξ ($67,235)","Feb 28, 2021"
9,Offered,3011,,,"400Ξ ($606,628)","Feb 26, 2021"
10,Offered,3011,,,1KΞ ($1.95M),"Feb 19, 2021"
11,Bid Withdrawn,3011,0x265fca,,0.10Ξ ($192),"Feb 19, 2021"
12,Offered,3011,,,"500Ξ ($909,335)","Feb 17, 2021"
13,Bid,3011,0x265fca,,0.10Ξ ($174),"Feb 15, 2021"
14,Offered,3011,,,"301.10Ξ ($537,608)","Feb 11, 2021"
15,Sold,3011,Alex3422,TokenAng…,"42Ξ ($16,291)","Oct 12, 2020"
16,Offered,3011,,,"42Ξ ($15,707)","Oct 11, 2020"
17,Offer Withdrawn,3011,,,,"Oct 09, 2020"
18,Offered,3011,,,"40Ξ ($14,402)","Oct 09, 2020"
19,(Unwrap),3011,WrappedC…,Alex3422,,"Oct 09, 2020"
20,Bid Withdrawn,3011,natealex,,"14Ξ ($4,749)","Oct 08, 2020"
21,(Wrap),3011,0x5665e3,WrappedC…,,"Oct 07, 2020"
22,Transfer,3011,Alex3422,0x5665e3,,"Oct 07, 2020"
23,Sold,3011,0xa3cb30,Alex3422,"23Ξ ($7,843)","Oct 07, 2020"
24,Offered,3011,,,"23Ξ ($7,843)","Oct 07, 2020"
25,Bid,3011,natealex,,"14Ξ ($4,747)","Oct 07, 2020"
26,Bid,3011,0x45f672,,"8Ξ ($2,713)","Oct 07, 2020"
27,Bid Withdrawn,3011,Alex3422,,1Ξ ($144),"Jan 06, 2020"
28,Bid,3011,Alex3422,,1Ξ ($134),"Jan 04, 2020"
29,Transfer,3011,0x00bd9f,0xa3cb30,,"Mar 07, 2018"
30,Bid Withdrawn,3011,0xd8e806,,0.70Ξ ($208),"Aug 08, 2017"
31,Bid,3011,0xd8e806,,0.70Ξ ($154),"Aug 04, 2017"
32,Bid Withdrawn,3011,0xd8e806,,0.90Ξ ($199),"Aug 04, 2017"
33,Bid,3011,0xd8e806,,0.90Ξ ($202),"Aug 03, 2017"
34,Bid Withdrawn,3011,0x00bd3a,,0.66Ξ ($151),"Jul 23, 2017"
35,Bid,3011,0x00bd3a,,0.66Ξ ($152),"Jul 22, 2017"
36,Claimed,3011,,0x00bd9f,,"Jun 23, 2017"
0,Transfer,3012,0x36a5bc,thebeaut…,,"Aug 01, 2021"
1,Claimed,3012,,0x36a5bc,,"Jun 23, 2017"
0,Transfer,3013,Wilcox,wilcox.e…,,"Apr 25, 2021"
1,Sold,3013,DANNY,Wilcox,0.99Ξ ($329),"Jul 31, 2020"
2,Offered,3013,,,0.99Ξ ($329),"Jul 31, 2020"
3,Offer Withdrawn,3013,,,,"Jul 31, 2020"
4,Bid Withdrawn,3013,TweetyPi…,,2Ξ ($414),"May 28, 2020"
5,Bid,3013,TweetyPi…,,2Ξ ($412),"May 28, 2020"
6,Offered,3013,,,2.50Ξ ($506),"May 14, 2020"
7,Sold,3013,Hemba,DANNY,0.90Ξ ($182),"May 14, 2020"
8,Offered,3013,,,0.90Ξ ($147),"Jan 26, 2020"
9,Claimed,3013,,Hemba,,"Jun 23, 2017"
0,Bid Withdrawn,3014,Shrugs,,0.50Ξ ($680),"Jan 14, 2018"
1,Bid,3014,Shrugs,,0.50Ξ ($680),"Jan 14, 2018"
2,Claimed,3014,,0xdd9d84,,"Jun 23, 2017"
0,Offered,3015,,,296.96Ξ ($1.17M),"Sep 06, 2021"
1,Offered,3015,,,375.75Ξ ($1.27M),"Aug 31, 2021"
2,Offered,3015,,,425Ξ ($1.38M),"Aug 28, 2021"
3,Offered,3015,,,350Ξ ($1.14M),"Aug 28, 2021"
4,Offered,3015,,,"265Ξ ($878,369)","Aug 24, 2021"
5,Offered,3015,,,"250Ξ ($828,732)","Aug 24, 2021"
6,Offered,3015,,,"225Ξ ($727,625)","Aug 22, 2021"
7,Offered,3015,,,"225Ξ ($727,625)","Aug 22, 2021"
8,Sold,3015,heygaret…,subbo.et…,"120Ξ ($320,918)","Aug 04, 2021"
