,etherscan,opensea,owned,ethereums_spent,dollar_spent,ethereums_earned,dollar_earned,First_punk,Last_punk
0,0xc352b5,0,430,29.19,103327.0,2200.0,7770000.0,"Jun 23, 2017","May 14, 2020"
1,0xb7f7f6,1,308,0.0,0.0,0.0,0.0,"Sep 15, 2020","Aug 24, 2021"
2,0xa25803,0,254,0.0,0.0,1690.0,6000000.0,"Apr 25, 2021","Apr 25, 2021"
3,0xb88f61,0,215,0.0,0.0,0.0,0.0,"Nov 30, 2020","May 21, 2021"
4,0x577ebc,0,173,884.51,3130000.0,11620.0,41140000.0,"Jan 30, 2021","May 13, 2021"
5,0x69021a,0,147,0.0,0.0,0.0,0.0,"Apr 25, 2021","Apr 25, 2021"
6,0x26f744,0,141,0.0,0.0,0.0,0.0,"Jun 23, 2017","Jun 23, 2017"
7,0xcc7c33,0,131,132.25,468125.0,3550.0,12550000.0,"Jun 23, 2017","Jul 10, 2017"
8,0xcffc33,0,125,0.0,0.0,367.0,1300000.0,"May 5, 2021","May 5, 2021"
9,0x6f4a2d,0,110,45.92,162543.0,7420.0,26270000.0,"Jun 23, 2017","Feb 26, 2021"
10,0xd79b93,0,102,0.0,0.0,243.3,861209.0,"May 4, 2021","May 5, 2021"
11,0x6611fe,0,102,504.64,1790000.0,12420.0,43950000.0,"Jun 23, 2017","Aug 12, 2021"
12,0x51688c,0,100,0.0,0.0,0.0,0.0,"Jun 1, 2019","May 3, 2020"
13,0x31a5ff,0,98,0.0,0.0,0.0,0.0,"Aug 7, 2021","Aug 8, 2021"
14,0x4084df,0,98,0.0,0.0,0.0,0.0,"May 7, 2021","May 8, 2021"
15,0x062c54,0,93,0.0,0.0,2390.0,8440000.0,"Mar 13, 2021","Mar 23, 2021"
16,0x717403,0,89,13.9,49213.0,0.0,0.0,"Jun 25, 2017","Mar 12, 2021"
17,0xdde8df,1,82,59.91,212079.0,446.26,1580000.0,"Jan 16, 2018","Jul 13, 2021"
18,0x3be89b,0,80,18.8,66546.0,2150.0,7600000.0,"Mar 14, 2021","Jul 11, 2021"
19,0x6301ad,1,75,101.12,357933.0,1220.0,4310000.0,"Jun 23, 2017","Jul 30, 2021"
20,0x7760e0,0,66,18.14,64208.0,0.0,0.0,"Jun 28, 2017","Jul 4, 2018"
21,0x00b278,0,65,51.89,183675.0,3440.0,12180000.0,"Jul 4, 2017","Jul 18, 2017"
22,0xd6a984,0,59,2050.0,7270000.0,0.0,0.0,"May 24, 2021","Aug 14, 2021"
23,0x4d8e16,0,52,0.0,0.0,0.0,0.0,"Mar 19, 2021","Mar 24, 2021"
24,0x4bbb41,0,50,0.0,0.0,0.0,0.0,"Feb 14, 2021","Feb 15, 2021"
25,0xb47a70,0,49,0.0,0.0,139.0,492018.0,"Mar 19, 2021","Mar 19, 2021"
26,0x005734,0,46,0.31,1087.0,0.0,0.0,"Jun 23, 2017","Jun 24, 2017"
27,0x269616,0,44,0.0,0.0,0.0,0.0,none,none
28,0x2cc123,0,44,0.0,0.0,0.0,0.0,"Jul 31, 2021","Jul 31, 2021"
29,0xc480fb,0,39,22.11,78263.0,2140.0,7560000.0,"Jun 23, 2017","May 2, 2021"
30,0x8f6b1e,0,39,294.0,1040000.0,3040.0,10750000.0,"Feb 14, 2021","Jul 18, 2021"
31,0x032057,0,38,0.0,0.0,87.77,310679.0,"Jun 17, 2021","Aug 2, 2021"
32,0x2f2f23,0,37,0.0,0.0,1000.0,3540000.0,"Aug 1, 2021","Aug 1, 2021"
33,0xc272ed,0,37,0.0,0.0,1220.0,4330000.0,"Jun 23, 2017","Jun 23, 2017"
34,0x97ad15,0,35,0.0,0.0,0.0,0.0,none,none
35,0xc24f57,0,34,1210.0,4270000.0,3670.0,12990000.0,"Jun 23, 2017","Aug 24, 2021"
36,0x78f026,1,30,1490.0,5270000.0,3420.0,12100000.0,"Jun 14, 2019","Jul 31, 2021"
37,0xc6a820,0,30,0.0,0.0,0.0,0.0,"Jan 6, 2021","Mar 6, 2021"
38,0x8fa20d,0,30,0.0,0.0,0.0,0.0,"Aug 19, 2021","Aug 20, 2021"
39,0x0e9aed,0,30,7730.0,27370000.0,7150.0,25310000.0,"Apr 5, 2021","Aug 24, 2021"
40,0x758353,0,29,0.0,0.0,175.92,622704.0,"Jan 31, 2021","Apr 15, 2021"
41,0x052564,0,29,1830.0,6490000.0,2300.0,8130000.000000001,"Jun 13, 2018","Aug 17, 2021"
42,0x66c7a7,0,28,0.0,0.0,10.0,35397.0,"Feb 20, 2019","Feb 20, 2019"
43,0xf605c6,0,27,2630.0,9300000.0,99.0,350430.0,"Aug 6, 2021","Aug 23, 2021"
44,0xbb67d2,0,26,1640.0,5810000.0,0.0,0.0,"Aug 17, 2021","Aug 21, 2021"
45,0x94de7e,1,26,992.92,3510000.0,1040.0,3680000.0,"Jun 23, 2017","Aug 8, 2021"
46,0x561786,0,25,967.37,3420000.0,219.2,775902.0,"Jan 9, 2021","Aug 4, 2021"
47,0xc52650,0,25,0.0,0.0,297.68,1050000.0,"Jul 13, 2021","Aug 20, 2021"
48,0x7a341c,0,25,93.64,331458.0,115.69,409508.0,"Jun 30, 2017","Aug 23, 2021"
49,0x231d68,0,24,1410.0,4980000.0,0.0,0.0,"Aug 6, 2021","Aug 6, 2021"
50,0x9df947,0,23,0.0,0.0,0.0,0.0,"Jul 29, 2021","Aug 3, 2021"
51,0x3295df,1,23,2.48,8778.0,0.0,0.0,"Jun 30, 2018","Mar 7, 2021"
52,0xd5b171,0,23,52.48,185763.0,40.0,141588.0,"Jan 14, 2021","Feb 25, 2021"
53,0x68a7ac,0,22,104.41,369580.0,50.0,176985.0,"Dec 26, 2020","Apr 23, 2021"
54,0x9ae891,1,22,88.95,314862.0,172.5,610598.0,"Jan 20, 2018","May 4, 2021"
55,0xbb1ec7,0,22,1080.0,3830000.0,22.9,81059.0,"Apr 16, 2021","Aug 23, 2021"
56,0x1da533,0,21,0.0,0.0,996.02,3530000.0,"Jun 2, 2020","Jan 30, 2021"
57,0x96b48f,0,21,3.4,12035.0,0.0,0.0,"Aug 3, 2017","May 29, 2018"
58,0x530afa,1,21,34.24,121199.0,41.9,148313.0,"Jun 17, 2018","May 19, 2020"
59,0xb89c2f,1,19,191.61,678253.0,332.64,1180000.0,"Jan 26, 2019","May 10, 2021"
60,0xc2f87f,1,19,14.73,52140.0,165.77,586776.0,"Jun 23, 2017","Aug 14, 2017"
61,0x44fab5,0,19,0.0,0.0,0.0,0.0,"Jun 23, 2017","Jun 23, 2017"
62,0x940fec,0,18,940.68,3330000.0,0.0,0.0,"May 5, 2021","Aug 12, 2021"
63,0x024bcb,0,18,1710.0,6050000.0,587.0,2080000.0,"Feb 20, 2021","Aug 22, 2021"
64,0x896848,0,18,2410.0,8550000.0,0.0,0.0,none,none
65,0x584cdf,0,18,399.16,1410000.0,0.0,0.0,"Feb 14, 2021","Apr 8, 2021"
66,0x702a39,0,18,1900.0,6710000.0,0.0,0.0,none,none
67,0x2a5380,1,17,126.42,447489.0,11.8,41768.0,"Sep 25, 2020","Jan 22, 2021"
68,0xb4bb41,0,17,3490.0,12350000.0,3060.0,10820000.0,"Feb 22, 2021","Aug 8, 2021"
69,0xef768e,0,17,982.16,3480000.0,1580.0,5590000.0,"Jun 23, 2017","Jun 23, 2017"
70,0xdd9d84,0,17,0.0,0.0,0.0,0.0,"Jun 23, 2017","Jun 23, 2017"
71,0xe83c75,1,16,113.56,401968.0,4100.0,14520000.0,"Apr 29, 2019","Jul 31, 2021"
72,0x8be6ad,0,16,595.23,2110000.0,454.95,1610000.0,"May 3, 2021","Aug 9, 2021"
73,0x175b49,0,16,0.0,0.0,0.0,0.0,"Apr 5, 2021","Apr 5, 2021"
74,0xcf8401,0,16,669.82,2370000.0,21.5,76104.0,"Apr 7, 2021","Jul 28, 2021"
75,0xa8f8f5,0,16,402.84,1430000.0,756.7,2680000.0,"Aug 22, 2021","Aug 24, 2021"
76,0x7a3960,0,15,81.79,289512.0,0.0,0.0,"Oct 5, 2020","Oct 17, 2020"
77,0x32dd07,0,15,410.08,1450000.0,0.0,0.0,"Feb 14, 2021","Aug 3, 2021"
78,0xe5c4c4,1,15,81.64,288981.0,798.22,2830000.0,"Dec 9, 2019","Feb 23, 2021"
79,0x82b1f2,1,15,355.04,1260000.0,461.44,1630000.0,"Mar 28, 2019","Feb 19, 2021"
80,0x1e36a5,1,14,17.45,61768.0,112.95,399809.0,"Jan 3, 2019","Sep 23, 2020"
81,0x50dd57,0,14,69.0,244239.0,1190.0,4210000.0,"Mar 16, 2021","Aug 23, 2021"
82,0xb70c1a,0,14,2120.0,7500000.0,1840.0,6510000.0,"Apr 13, 2021","Aug 24, 2021"
83,0x8e7644,0,14,33.0,116810.0,0.0,0.0,"May 13, 2021","Jul 22, 2021"
84,0x275463,0,14,0.0,0.0,0.0,0.0,none,none
85,0x8ca89c,0,14,4.5,15911.0,0.0,0.0,"Dec 14, 2017","Dec 14, 2017"
86,0x9d3f4e,0,14,158.48,560972.0,0.0,0.0,"Sep 11, 2020","May 28, 2021"
87,0x762ec7,0,13,0.0,0.0,0.0,0.0,"Aug 15, 2021","Aug 15, 2021"
88,0xfe0d9a,0,13,0.0,0.0,0.0,0.0,"Mar 3, 2021","Apr 16, 2021"
89,0xe30161,0,13,23.49,83148.0,412.51,1460000.0,"Apr 28, 2021","Jul 30, 2021"
90,0x19f233,0,13,0.0,0.0,895.25,3170000.0,"Jun 23, 2017","May 4, 2021"
91,0x744739,0,13,0.0,0.0,1.0,3540.0,"Jun 23, 2017","Jun 23, 2017"
92,0x4c1147,0,13,0.0,0.0,0.0,0.0,"Jun 23, 2017","Jun 23, 2017"
93,0x47d4f2,0,13,45.9,162472.0,665.05,2350000.0,"Jun 23, 2017","May 22, 2021"
94,0xb0dafc,0,12,526.92,1870000.0,30.0,106191.0,"Mar 11, 2021","Aug 19, 2021"
95,0xbd33b5,0,12,0.0,0.0,360.0,1270000.0,none,none
96,0xa351a4,0,12,0.0,0.0,0.0,0.0,"Apr 13, 2021","Jul 9, 2021"
97,0xe75021,0,12,274.33,971046.0,398.0,1410000.0,"Feb 21, 2021","Aug 23, 2021"
98,0xfe2f27,0,12,2690.0,9530000.0,2890.0,10220000.0,"Jun 28, 2021","Aug 24, 2021"
99,0xdc9e11,0,11,0.0,0.0,0.0,0.0,"Apr 23, 2021","Apr 23, 2021"
100,0xed4701,0,11,0.0,0.0,20.0,70794.0,"Jun 29, 2021","Jul 12, 2021"
101,0x84d34f,0,11,266.62,943755.0,63.1,223355.0,"Mar 11, 2021","Mar 11, 2021"
102,0x20af8c,0,11,389.11,1380000.0,67.88,240275.0,"Feb 19, 2021","Feb 28, 2021"
103,0x33f848,0,11,4.2,14849.0,0.0,0.0,"Oct 4, 2018","Jan 26, 2019"
104,0x2e675e,0,11,0.0,0.0,0.0,0.0,"Aug 1, 2021","Aug 1, 2021"
105,0x6639c0,0,11,0.0,0.0,42.28,149659.0,none,none
106,0x51ec89,0,11,0.0,0.0,35.0,123889.0,"Jun 23, 2017","Jun 23, 2017"
107,0xd24ff5,0,11,0.0,0.0,0.0,0.0,"Apr 23, 2021","Apr 23, 2021"
108,0x98cfea,0,11,0.0,0.0,46.99,166331.0,"Jun 23, 2017","Jun 23, 2017"
109,0x415424,0,10,451.75,1600000.0,1070.0,3770000.0,"Jun 26, 2021","Aug 23, 2021"
110,0x79bb50,0,10,0.0,0.0,0.0,0.0,"May 23, 2021","May 23, 2021"
111,0x27c79a,0,10,557.57,1970000.0,560.13,1980000.0,"Jan 7, 2020","Aug 23, 2021"
112,0x944d32,0,10,0.0,0.0,0.0,0.0,"Aug 2, 2021","Aug 2, 2021"
113,0xcbefa0,0,10,0.0,0.0,0.0,0.0,"Mar 3, 2021","Mar 4, 2021"
114,0xcd2c66,0,10,112.19,397119.0,159.6,564936.0,"Jun 17, 2020","Jul 31, 2021"
115,0x303052,1,10,42.27,149613.0,114.97,406976.0,"Dec 8, 2018","May 22, 2020"
116,0x50664e,0,10,2170.0,7670000.0,2140.0,7560000.0,"Feb 23, 2021","Aug 11, 2021"
117,0x422fac,0,10,10.0,35397.0,456.7,1620000.0,"Sep 28, 2020","Feb 22, 2021"
118,0x0da0df,1,10,0.0,0.0,177.38,627872.0,"Jun 23, 2017","Jun 23, 2017"
119,0xa64bdd,0,10,1.21,4283.0,0.0,0.0,"Dec 6, 2017","Dec 11, 2017"
120,0x9e1e40,0,10,1.34,4743.0,0.0,0.0,"Jan 26, 2018","Mar 4, 2018"
121,0x8adbff,0,10,4.97,17592.0,0.0,0.0,"Dec 14, 2017","Dec 14, 2017"
122,0x2478c4,0,10,5.83,20653.0,68.0,240700.0,"Jul 21, 2017","Jul 21, 2017"
123,0x9674ed,0,10,0.0,0.0,0.0,0.0,"Aug 17, 2021","Aug 17, 2021"
124,0x800b4d,0,9,0.0,0.0,0.0,0.0,"Jun 23, 2017","Jun 23, 2017"
125,0xe20388,0,9,1000.0,3550000.0,0.0,0.0,"Aug 22, 2021","Aug 23, 2021"
126,0x516358,0,9,627.89,2220000.0,980.44,3470000.0,"Apr 4, 2021","Apr 29, 2021"
127,0xdb25e3,1,9,409.73,1450000.0,603.19,2140000.0,"Jan 9, 2019","Aug 8, 2021"
128,0x2e0c34,0,9,0.0,0.0,0.0,0.0,none,none
129,0x279679,0,9,307.0,1090000.0,393.72,1390000.0,"Apr 4, 2021","Jul 31, 2021"
130,0x374bd1,0,9,10.58,37439.0,3.0,10619.0,"May 22, 2019","May 23, 2019"
131,0x8dbbca,1,9,344.7,1220000.0,1220.0,4320000.0,"Apr 23, 2020","Feb 10, 2021"
132,0x362b63,0,9,1170.0,4150000.0000000005,0.0,0.0,none,none
133,0xdfc055,0,9,0.0,0.0,0.0,0.0,"Jan 2, 2021","Feb 5, 2021"
134,0x7d4823,0,9,487.15,1720000.0,355.0,1260000.0,"Mar 18, 2021","Aug 3, 2021"
135,0x5d89cc,0,9,0.0,0.0,0.0,0.0,"May 6, 2021","Aug 21, 2021"
136,0x808450,0,9,968.61,3430000.0,0.0,0.0,none,none
137,0x897aea,0,9,0.0,0.0,0.0,0.0,"Jun 9, 2021","Jun 9, 2021"
138,0xc5faf1,0,9,0.0,0.0,234.69,830732.0,"Feb 16, 2021","Feb 16, 2021"
139,0xe8723d,1,9,585.51,2069999.9999999998,1210.0,4280000.0,"Oct 31, 2017","Apr 8, 2021"
140,0xe5545c,0,9,173.0,612368.0,0.0,0.0,"May 7, 2021","May 8, 2021"
141,0x83506d,0,9,0.0,0.0,386.9,1370000.0,"Mar 18, 2021","Mar 18, 2021"
142,0x6ec30f,0,9,3680.0,13030000.0,3230.0,11420000.0,"Jul 1, 2021","Aug 11, 2021"
143,0x51636d,0,9,909.97,3220000.0,1050.0,3720000.0,"Mar 3, 2021","Mar 31, 2021"
144,0x28784d,0,9,1.73,6113.0,0.0,0.0,"Jan 9, 2018","Jan 20, 2018"
145,0xd4fa6e,0,9,26.0,92032.0,252.38,893349.0,"Jun 23, 2017","Jun 23, 2021"
146,0x51853e,1,9,5.36,18973.0,0.0,0.0,"Apr 27, 2020","May 14, 2020"
147,0x01ec73,0,9,70.95,251142.0,284.59,1010000.0,"Jun 23, 2017","Mar 26, 2021"
148,0x06bf2b,0,9,0.0,0.0,322.0,1140000.0,"Jun 23, 2017","Jun 23, 2017"
149,0xfeeb2d,0,9,0.0,0.0,2880.0,10190000.0,"Apr 12, 2021","Apr 21, 2021"
150,0xfe83a0,0,8,0.0,0.0,0.0,0.0,none,none
151,0x9e427e,0,8,0.0,0.0,244.38,865032.0,"May 23, 2021","May 31, 2021"
152,0xdb9187,0,8,0.0,0.0,0.0,0.0,"May 9, 2021","May 9, 2021"
153,0x3689df,0,8,0.0,0.0,0.0,0.0,none,none
154,0x4322aa,0,8,126.44,447560.0,204.5,723869.0,"Jan 25, 2021","Jul 28, 2021"
155,0x18e804,0,8,220.0,778734.0,491.0,1740000.0,"Jul 5, 2021","Jul 31, 2021"
156,0x55afb7,0,8,2.43,8600.0,0.0,0.0,"Aug 16, 2018","Sep 22, 2018"
157,0x88c500,0,8,0.0,0.0,212.8,753248.0,"Feb 16, 2021","Feb 16, 2021"
158,0x5f18f9,0,8,20.0,70794.0,410.0,1450000.0,"Feb 16, 2021","Feb 16, 2021"
159,0x67c443,0,8,141.3,500160.0,0.0,0.0,"Feb 19, 2021","Feb 21, 2021"
160,0x7f3aff,0,8,741.64,2630000.0,410.19,1450000.0,"Feb 18, 2021","May 12, 2021"
161,0x645eb3,0,8,24.99,88457.0,23.0,81413.0,"Apr 28, 2021","Jul 20, 2021"
162,0x8e6621,1,8,117.38,415490.0,224.68,795314.0,"Nov 1, 2019","Sep 30, 2020"
163,0xc46db2,1,8,2050.0,7260000.0,2100.0,7430000.0,"Jan 27, 2021","Aug 10, 2021"
164,0xb3e085,0,7,0.0,0.0,0.0,0.0,"Apr 23, 2021","Apr 23, 2021"
165,0xae7721,0,7,445.53,1580000.0,371.08,1310000.0,"Feb 17, 2021","Aug 6, 2021"
166,0x9e67d0,1,7,247.58,876359.0,335.57,1190000.0,"Oct 4, 2020","Feb 21, 2021"
167,0xce7a9f,0,7,262.57,929419.0,178.68,632474.0,"Feb 8, 2021","Aug 23, 2021"
168,0x4db1dd,0,7,281.78,997417.0,84.08,297618.0,"Mar 1, 2021","Mar 30, 2021"
169,0x52ad8f,1,7,238.82,845351.0,288.42,1020000.0,"Apr 28, 2020","Aug 23, 2021"
170,0xce90a7,0,7,0.0,0.0,0.0,0.0,none,none
171,0x449c69,0,7,479.65,1700000.0,320.99,1140000.0,"Apr 18, 2021","Apr 26, 2021"
172,0x3a4930,0,7,33.51,118615.0,91.78,324874.0,"May 23, 2020","Feb 7, 2021"
173,0x0a8f40,0,7,0.0,0.0,0.0,0.0,none,none
174,0xd387a6,1,7,4890.0,17300000.0,8119.999999999999,28740000.0,"Aug 1, 2021","Aug 9, 2021"
175,0x850cae,0,7,1630.0,5770000.0,1020.0,3620000.0,"May 7, 2021","Aug 23, 2021"
176,0x2503e9,0,7,754.86,2670000.0,0.0,0.0,"Aug 5, 2021","Aug 23, 2021"
177,0xb79cd7,0,7,214.99,761000.0,37.0,130969.0,"Jul 30, 2021","Aug 3, 2021"
178,0x968b61,1,7,11.12,39361.0,0.0,0.0,"May 26, 2020","Sep 11, 2020"
179,0x3ee505,0,7,19.54,69166.0,0.0,0.0,"Sep 24, 2020","May 7, 2021"
180,0x7c00c9,1,7,9.94,35202.0,167.37,592440.0,"Dec 7, 2018","Jan 10, 2020"
181,0xc72f3a,0,7,6.22,22017.0,0.0,0.0,"Apr 11, 2018","Mar 20, 2019"
182,0xb38071,0,7,0.0,0.0,222.52,787654.0,"Jun 23, 2017","May 3, 2021"
183,0x71710e,0,7,0.0,0.0,7.62,26971.0,"Jun 23, 2017","May 22, 2018"
184,0x470e9b,0,7,0.0,0.0,44.48,157441.0,"Jun 23, 2017","Jun 23, 2017"
185,0x729fcb,0,7,0.0,0.0,0.0,0.0,"Jun 23, 2017","Jun 23, 2017"
186,0x1c38e6,0,7,0.0,0.0,0.0,0.0,"Jun 23, 2017","Jun 23, 2017"
187,0x8c6d56,0,6,0.0,0.0,0.0,0.0,"Jun 23, 2017","Jun 23, 2017"
188,0x1c41d8,0,6,0.0,0.0,0.0,0.0,"Apr 23, 2021","Apr 23, 2021"
189,0xcffc60,0,6,0.0,0.0,1050.0,3730000.0,"Oct 31, 2020","May 4, 2021"
190,0xf1e1c7,0,6,166.44,589148.0,23.0,81413.0,"Mar 7, 2021","May 23, 2021"
191,0x8ad272,1,6,0.0,0.0,26.98,95501.0,"May 4, 2021","May 4, 2021"
192,0x7d4d1f,0,6,438.57,1550000.0,193.0,683162.0,"Mar 23, 2021","Aug 5, 2021"
193,0x0d93bc,0,6,478.0,1690000.0,163.0,576971.0,"May 10, 2021","Aug 14, 2021"
194,0x4d26d1,0,6,0.0,0.0,308.38,1090000.0,"Aug 7, 2021","Aug 7, 2021"
195,0x533111,0,6,315.88,1120000.0,53.0,187604.0,"Aug 14, 2021","Aug 16, 2021"
196,0x008c84,0,6,224.7,795371.0,97.38,344696.0,"Mar 26, 2021","May 27, 2021"
197,0x96a691,0,6,52.88,187179.0,155.0,548653.0,"Apr 2, 2021","Jul 26, 2021"
198,0xf3016b,0,6,2170.0,7690000.0,1260.0,4450000.0,"Mar 23, 2021","Aug 23, 2021"
199,0xf4b4a5,0,6,5650.0,20010000.0,1580.0,5610000.0,"Mar 11, 2021","Jul 31, 2021"
200,0xa99a76,0,6,1030.0,3630000.0,855.63,3030000.0,"Aug 23, 2021","Aug 24, 2021"
201,0x75a285,0,6,208.43,737780.0,0.0,0.0,"Mar 18, 2021","Mar 21, 2021"
202,0xba19ba,0,6,779.2,2760000.0,844.0,2990000.0,"Mar 15, 2021","Aug 12, 2021"
203,0xf36972,0,6,189.61,671163.0,1090.0,3860000.0,"Mar 8, 2021","Jun 25, 2021"
204,0xdf612c,0,6,431.88,1530000.0,376.97,1330000.0,"Mar 29, 2021","Aug 23, 2021"
205,0x3fa5b6,0,6,393.95,1390000.0,95.0,336271.0,"Jul 9, 2021","Jul 31, 2021"
206,0xa486c7,0,6,0.0,0.0,0.0,0.0,"Apr 13, 2021","Jul 31, 2021"
207,0x268169,0,6,38.48,136208.0,0.0,0.0,"Jan 26, 2021","Jan 26, 2021"
208,0x0ed1e0,0,6,347.98,1230000.0,0.0,0.0,"Mar 14, 2021","Aug 21, 2021"
209,0x299937,1,6,3.08,10902.0,0.0,0.0,"Apr 11, 2019","May 16, 2020"
210,0x2e5e22,0,6,668.0,2360000.0,0.0,0.0,none,none
211,0x7f3560,0,6,53.11,187993.0,99.62,352625.0,"Nov 21, 2019","Aug 25, 2021"
212,0xcd1ab2,0,6,0.0,0.0,0.0,0.0,"Oct 5, 2020","Oct 5, 2020"
213,0xd6ef9b,0,6,0.0,0.0,0.0,0.0,"Jun 19, 2021","Jun 20, 2021"
214,0xd16d91,1,6,0.0,0.0,0.0,0.0,"Dec 31, 2019","Dec 31, 2019"
215,0x3624df,0,6,411.99,1460000.0,0.0,0.0,"Mar 13, 2021","Mar 18, 2021"
216,0x61fef9,0,6,392.0,1390000.0,0.0,0.0,"Aug 13, 2021","Aug 24, 2021"
217,0x59a549,0,6,39.56,140031.0,0.0,0.0,"Jan 23, 2021","Feb 9, 2021"
218,0x93730c,0,6,0.0,0.0,0.0,0.0,"Apr 23, 2021","Apr 23, 2021"
219,0xe03559,0,6,0.0,0.0,1580.0,5580000.0,"Jun 23, 2017","Jun 23, 2017"
220,0x8b7a5b,1,6,0.0,0.0,364.42,1290000.0,"Jun 23, 2017","Jun 23, 2017"
221,0xc182d8,0,6,0.0,0.0,0.0,0.0,"Jun 23, 2017","Jun 23, 2017"
222,0xff0bd4,0,6,204.8,724931.0,0.0,0.0,"Feb 25, 2021","Aug 12, 2021"
223,0xbbaf6d,0,6,0.0,0.0,0.0,0.0,"Jun 23, 2017","Jun 23, 2017"
224,0x185703,0,6,10.25,36282.0,0.0,0.0,"Jun 28, 2020","Sep 6, 2020"
225,0x7797cf,0,5,0.0,0.0,0.0,0.0,"Jun 23, 2017","Jun 23, 2017"
226,0x000001,0,5,0.0,0.0,0.0,0.0,"Jun 23, 2017","Jun 23, 2017"
227,0x6f35b0,1,5,57.0,201763.0,19.5,69024.0,"May 27, 2020","Dec 31, 2020"
228,0xd7047c,0,5,1130.0,3990000.0,590.82,2089999.9999999998,"Aug 5, 2021","Aug 5, 2021"
229,0xc40df8,0,5,502.57,1780000.0,703.33,2490000.0,"Apr 20, 2021","Jul 19, 2021"
230,0xe2cea5,0,5,115.77,409791.0,0.0,0.0,"Jul 14, 2021","Jul 26, 2021"
231,0xede69f,0,5,0.0,0.0,0.0,0.0,"May 5, 2021","May 5, 2021"
232,0xf9ff23,0,5,0.0,0.0,0.0,0.0,"Aug 22, 2021","Aug 22, 2021"
233,0x70098a,0,5,0.0,0.0,0.0,0.0,"Aug 7, 2021","Aug 8, 2021"
234,0x7224a1,0,5,596.54,2110000.0,0.0,0.0,"Dec 30, 2020","Jul 31, 2021"
235,0xec7641,0,5,140.69,498000.0,19.0,67254.0,"May 25, 2021","Aug 8, 2021"
236,0xcaf6fd,1,5,89.46,316662.0,45.04,159428.0,"Jul 5, 2020","Jan 13, 2021"
237,0x304288,0,5,83.4,295211.0,205.54,727550.0,"Oct 18, 2020","Feb 21, 2021"
238,0x6fb3ae,0,5,0.0,0.0,0.0,0.0,"Aug 7, 2021","Aug 7, 2021"
239,0x0521a0,0,5,181.19,641358.0,0.0,0.0,"Apr 23, 2021","Aug 4, 2021"
240,0x536c73,0,5,0.0,0.0,0.0,0.0,"Aug 7, 2021","Aug 7, 2021"
241,0x7c0830,0,5,580.91,2060000.0,202.9,718205.0,"Aug 20, 2021","Aug 23, 2021"
242,0x8deeb3,0,5,608.95,2160000.0,0.0,0.0,"Aug 1, 2021","Aug 1, 2021"
243,0x74be0a,0,5,820.8,2910000.0,757.82,2680000.0,"Feb 17, 2021","Jul 30, 2021"
244,0x8ed4d3,1,5,101.51,359315.0,63.5,224771.0,"Mar 20, 2021","May 9, 2021"
245,0xa06ad2,0,5,402.36,1420000.0,0.0,0.0,none,none
246,0xc2e32b,0,5,702.36,2490000.0,0.0,0.0,none,none
247,0xca5e7f,0,5,0.0,0.0,0.0,0.0,"Mar 14, 2021","Aug 23, 2021"
248,0xebf02c,1,5,116.61,412764.0,190.53,674419.0,"Oct 14, 2020","May 2, 2021"
249,0xfd2200,0,5,44.0,155747.0,0.0,0.0,"May 16, 2021","Jul 11, 2021"
250,0x4eea85,0,5,279.82,990479.0,39.99,141553.0,"Jul 31, 2021","Aug 5, 2021"
251,0xf0d699,1,5,388.44,1370000.0,391.5,1390000.0,"Jul 26, 2021","Aug 19, 2021"
252,0x8a3d2e,0,5,503.41,1780000.0,294.75,1040000.0,"Apr 5, 2021","Apr 8, 2021"
253,0x5d43e8,0,5,0.0,0.0,0.0,0.0,"Aug 7, 2021","Aug 7, 2021"
254,0x800366,0,5,0.0,0.0,0.0,0.0,none,none
255,0x696ed7,0,5,2460.0,8700000.0,2700.0,9570000.0,"Apr 13, 2021","Aug 11, 2021"
256,0x05c6df,0,5,159.0,562812.0,0.0,0.0,"Aug 5, 2021","Aug 15, 2021"
257,0xdf4c62,0,5,12.0,42476.0,0.0,0.0,"Dec 12, 2020","Dec 28, 2020"
258,0xee4512,0,5,38.8,137340.0,154.99,548618.0,"Feb 14, 2021","May 19, 2021"
259,0x87b170,0,5,40.0,141588.0,260.5,922092.0,"Jul 26, 2021","Aug 1, 2021"
260,0xd9fab8,0,5,0.0,0.0,0.0,0.0,none,none
261,0x43fb99,0,5,685.0,2420000.0,90.54,320484.0,"May 12, 2021","May 26, 2021"
262,0x3285ba,0,5,0.0,0.0,0.0,0.0,none,none
263,0x20a6f2,0,5,741.61,2630000.0,723.76,2560000.0,"Apr 11, 2021","Aug 23, 2021"
264,0xbac42c,0,5,92.14,326148.0,147.28,521327.0,"Jan 5, 2021","Apr 16, 2021"
265,0xea2606,0,5,0.0,0.0,0.0,0.0,"Aug 21, 2021","Aug 21, 2021"
266,0x0a4eaf,1,5,8.72,30882.0,295.83,1050000.0,"Jul 3, 2017","Dec 27, 2020"
267,0x6abc0b,0,5,91.49,323847.0,0.0,0.0,"Jun 10, 2021","Jul 30, 2021"
268,0x83e551,0,5,693.82,2460000.0,126.8,448834.0,none,none
269,0x79bc17,0,5,0.0,0.0,0.0,0.0,none,none
270,0xebf1db,0,5,520.85,1840000.0,449.58,1590000.0,"Mar 21, 2021","Aug 23, 2021"
271,0xe9562d,0,5,980.0,3470000.0,0.0,0.0,none,none
